name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc284pzj.1	chr7	+	12703	27199	12703	12703	2	12703,26964,	12822,27199,		ENST00000635602.1
uc284pzk.1	chr7	-	19017	31194	19017	19017	4	19017,20833,26288,31059,	19172,21029,26402,31194,		ENST00000635373.1
uc284pzl.1	chr7	-	19618	35457	19618	19618	4	19618,20833,31059,35334,	19895,21029,31606,35457,		ENST00000633163.1
uc284pzm.1	chr7	+	24313	27234	24313	24313	2	24313,26964,	24365,27234,		ENST00000635506.1
uc284pzn.1	chr7	-	31389	35489	31389	31389	3	31389,33680,35334,	31606,33792,35489,		ENST00000632586.1
uc284pzo.1	chr7	-	70971	95683	70971	70971	3	70971,71676,95563,	71571,71833,95683,		ENST00000465755.2
uc064asd.1	chr7	+	77037	80418	77037	77037	2	77037,80129,	77353,80418,		ENST00000478759.1
uc064ase.1	chr7	-	135852	149362	135852	135852	4	135852,145293,148531,149328,	136271,145415,148618,149362,		ENST00000462565.1
uc064asf.1	chr7	-	144443	145430	144443	144443	2	144443,145293,	144811,145430,		ENST00000480919.1
uc064asg.2	chr7	-	148010	149466	148010	148010	2	148010,149328,	148618,149466,		ENST00000497320.2
uc064ash.2	chr7	-	148231	149438	148231	148231	2	148231,149328,	148714,149438,		ENST00000487884.2
uc064asi.1	chr7	+	149596	155465	149596	149596	2	149596,153408,	152547,155465,		ENST00000484550.1
uc032zaq.2	chr7	+	149730	153490	149730	149730	3	149730,152440,153408,	150132,152547,153490,		ENST00000479592.1
uc010kry.3	chr7	+	149777	153938	149777	149777	2	149777,153408,	150132,153938,		ENST00000471299.1
uc064asj.1	chr7	+	152678	153823	152678	152678	2	152678,153411,	152819,153823,		ENST00000492208.1
uc064ask.1	chr7	-	161764	164972	161764	161764	1	161764,	164972,		ENST00000567533.1
uc064asl.1	chr7	+	174919	176013	174919	174919	3	174919,175663,175919,	175284,175772,176013,		ENST00000497017.1
