name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc031tla.1	chr1	-	17368	17436	17368	17368	1	17368,	17436,		ENST00000619216.1
uc057aty.1	chr1	+	29553	31097	29553	29553	3	29553,30563,30975,	30039,30667,31097,		ENST00000473358.1
uc057atz.1	chr1	+	30266	31109	30266	30266	2	30266,30975,	30667,31109,		ENST00000469289.1
uc031tlb.1	chr1	+	30365	30503	30365	30365	1	30365,	30503,		ENST00000607096.1
uc001aak.4	chr1	-	34553	36081	34553	34553	3	34553,35276,35720,	35174,35481,36081,		ENST00000417324.1
uc057aua.1	chr1	-	35244	36073	35244	35244	2	35244,35720,	35481,36073,		ENST00000461467.1
uc001aal.1	chr1	+	69090	70008	69090	70008	1	69090,	70008,	Q8NH21	ENST00000335137.3
uc057aub.1	chr1	-	89294	120932	89294	89294	4	89294,92090,112699,120774,	91629,92240,112804,120932,		ENST00000466430.5
uc057auc.1	chr1	-	89550	91105	89550	89550	2	89550,90286,	90050,91105,		ENST00000495576.1
uc057aud.1	chr1	-	92229	129217	92229	92229	4	92229,112699,120720,129054,	92240,112804,120932,129217,		ENST00000477740.5
uc057aue.1	chr1	-	110952	129173	110952	110952	3	110952,112699,129054,	111357,112804,129173,		ENST00000471248.1
uc057auf.1	chr1	-	120724	133723	120724	120724	4	120724,120873,129054,133373,	120869,120932,129223,133723,		ENST00000610542.1
uc057aug.1	chr1	-	129080	133566	129080	129080	2	129080,133373,	129223,133566,		ENST00000453576.2
uc057auh.1	chr1	-	139789	140339	139789	139789	2	139789,140074,	139847,140339,		ENST00000493797.1
uc057aui.1	chr1	-	141473	149707	141473	141473	2	141473,146385,	143011,149707,		ENST00000484859.1
uc057auj.1	chr1	-	142807	146831	142807	142807	3	142807,146385,146641,	143011,146509,146831,		ENST00000490997.5
uc057auk.1	chr1	-	146385	173862	146385	146385	8	146385,155766,164262,165883,168099,169048,172556,173752,	146509,155831,164791,165942,168165,169264,172688,173862,		ENST00000466557.6
uc057aul.1	chr1	-	157783	157887	157783	157783	1	157783,	157887,		ENST00000410691.1
uc057aum.1	chr1	+	160445	161525	160445	160445	2	160445,161313,	160690,161525,		ENST00000496488.1
uc057aun.1	chr1	-	165888	168767	165888	165888	3	165888,168099,168609,	165942,168165,168767,		ENST00000491962.1
uc057auo.1	chr1	+	182392	184158	182708	184158	3	182392,183113,183921,	182746,183240,184158,	A0A096LP88	ENST00000624431.1
uc057aup.1	chr1	-	184922	195411	185216	195411	10	184922,185490,187375,187754,188021,188129,188438,188488,188790,195258,	185350,185559,187577,187886,188028,188266,188486,188584,188892,195411,	A0A096LNU2	ENST00000623834.3
uc057auq.1	chr1	-	184924	195411	185216	195411	11	184924,185490,186316,187128,187375,187754,188125,188438,188488,188790,195262,	185350,185559,186469,187287,187577,187886,188266,188486,188584,188902,195411,	A0A096LP75	ENST00000623083.3
uc057aur.1	chr1	-	184926	200322	184926	200086	15	184926,184976,185528,186316,187128,187269,187379,187754,188101,188129,188438,188488,188790,195258,200049,	184971,185049,185559,186469,187267,187287,187577,187886,188105,188266,188486,188584,188889,195416,200322,	A0A096LP26	ENST00000624735.1
uc031tlm.1	chr1	-	187890	187958	187890	187890	1	187890,	187958,		ENST00000612080.1
uc031tlo.2	chr1	+	200879	201017	200879	200879	1	200879,	201017,		ENST00000611868.1
uc057aus.1	chr1	-	257863	264733	257863	257863	2	257863,264603,	259025,264733,		ENST00000442116.1
uc057aut.1	chr1	-	258143	268807	258143	258143	3	258143,267302,268666,	259025,268204,268807,		ENST00000448958.1
uc284mlt.1	chr1	-	258500	267911	258500	258500	3	258500,261549,267302,	259025,261634,267911,		ENST00000634344.1
uc057auu.1	chr1	-	266360	297502	266360	266360	4	266360,268666,289265,297344,	268204,268816,289370,297502,		ENST00000424587.6
uc057auv.1	chr1	-	287516	289370	287516	287516	2	287516,289265,	287921,289370,		ENST00000335577.4
uc057auw.1	chr1	-	357382	359681	357382	357382	3	357382,358048,359344,	357586,358183,359681,		ENST00000441866.1
uc057aux.1	chr1	+	358856	365704	358856	358856	2	358856,365170,	358929,365704,		ENST00000450983.1
uc057auy.1	chr1	+	358871	365510	358871	358871	2	358871,365170,	358957,365510,		ENST00000412666.1
uc284mlu.1	chr1	+	360056	366052	360056	360056	2	360056,365170,	360168,366052,		ENST00000635159.1
uc057auz.1	chr1	-	365388	366120	365388	365388	2	365388,366018,	365692,366120,		ENST00000431321.1
uc057ava.1	chr1	-	365394	368450	365394	365394	2	365394,368250,	365692,368450,		ENST00000453935.1
uc057avb.1	chr1	-	365614	379972	365614	365614	3	365614,373143,379768,	365692,373323,379972,		ENST00000440163.1
uc057avc.1	chr1	-	373181	485208	373181	373181	3	373181,379768,485039,	373323,379870,485208,		ENST00000455207.5
uc010nxu.2	chr1	-	450739	451678	450739	451678	1	450739,	451678,	Q6IEY1	ENST00000426406.2
uc057avd.1	chr1	-	476530	497259	476530	476530	3	476530,485039,497108,	476945,485208,497259,		ENST00000455464.6
uc057ave.1	chr1	-	476737	489710	476737	476737	4	476737,476886,485039,489360,	476882,476945,485208,489710,		ENST00000613471.1
uc057avf.1	chr1	-	484831	495476	484831	484831	3	484831,494991,495276,	485208,495049,495476,		ENST00000601814.5
uc057avg.1	chr1	-	485065	489553	485065	485065	2	485065,489360,	485208,489553,		ENST00000431812.1
uc057avh.1	chr1	-	494381	496665	494381	494381	2	494381,496263,	494586,496665,		ENST00000419160.3
uc057avi.1	chr1	-	494463	501617	494463	494463	4	494463,494991,497108,501555,	494898,495049,497299,501617,		ENST00000440038.6
uc057avj.1	chr1	-	494875	499175	494875	494875	3	494875,494991,498683,	494898,495049,499175,		ENST00000423728.5
uc001aar.3	chr1	-	497133	498456	497133	497133	3	497133,498072,498398,	497299,498305,498456,		ENST00000599771.6
uc001aaq.3	chr1	-	497239	499002	497239	497239	4	497239,498046,498398,498683,	497299,498305,498456,499002,		ENST00000601486.5
uc057avk.1	chr1	-	497274	498976	497274	497274	2	497274,498398,	497299,498976,		ENST00000616947.2
uc057avl.1	chr1	-	497278	498976	497278	497278	3	497278,498398,498683,	497299,498456,498976,		ENST00000616311.4
uc057avm.1	chr1	-	498280	499175	498280	498280	3	498280,498398,498683,	498305,498456,499175,		ENST00000432964.1
uc057avn.1	chr1	-	498983	501607	498983	498983	2	498983,501555,	499369,501607,		ENST00000608420.1
uc057avo.1	chr1	-	516375	516479	516375	516375	1	516375,	516479,		ENST00000614007.1
uc057avp.1	chr1	-	585988	588453	585988	585988	3	585988,586820,588116,	586358,586955,588453,		ENST00000417636.1
uc284mlv.1	chr1	-	585989	629008	585989	585989	6	585989,586820,594628,601397,607954,628918,	586358,586955,594756,601577,608056,629008,		ENST00000634833.1
uc057avq.1	chr1	+	587628	594768	587628	587628	2	587628,594234,	587701,594768,		ENST00000423796.1
uc057avr.1	chr1	+	587667	594574	587667	587667	2	587667,594234,	587729,594574,		ENST00000450696.1
uc284mlw.1	chr1	-	594307	827769	594307	594307	4	594307,601397,711710,827670,	594756,601577,711922,827769,		ENST00000635509.1
uc284mlx.1	chr1	-	594307	827796	594307	594307	5	594307,601397,607954,698926,827670,	594756,601577,608056,698959,827796,		ENST00000634337.1
uc057avs.1	chr1	-	594452	595217	594452	594452	2	594452,595082,	594756,595217,		ENST00000440196.2
uc057avt.1	chr1	-	594458	597498	594458	594458	2	594458,597298,	594756,597498,		ENST00000357876.5
uc057avu.1	chr1	-	601435	720200	601435	601435	3	601435,607954,720031,	601577,608056,720200,		ENST00000440200.5
uc057avv.1	chr1	-	627376	629010	627376	627376	3	627376,627960,628918,	627823,628223,629010,		ENST00000452176.1
uc057avw.1	chr1	+	630895	630958	630895	630895	1	630895,	630958,		ENST00000617238.1
uc031tls.1	chr1	-	632324	632413	632324	632324	1	632324,	632413,		ENST00000621981.1
uc010nxv.2	chr1	-	685715	686654	685715	686654	1	685715,	686654,	Q6IEY1	ENST00000332831.3
uc057avx.1	chr1	-	701935	720150	701935	701935	3	701935,703684,720031,	702340,703789,720150,		ENST00000441245.5
uc057avy.1	chr1	-	703684	720194	703684	703684	3	703684,711710,720031,	703789,711922,720194,		ENST00000419394.1
uc057avz.1	chr1	-	711341	720200	711341	711341	2	711341,720031,	711922,720200,		ENST00000414688.5
uc057awa.1	chr1	-	711714	724707	711714	711714	4	711714,711863,720031,724357,	711859,711922,720200,724707,		ENST00000616585.1
uc057awb.1	chr1	-	720057	724550	720057	720057	2	720057,724357,	720200,724550,		ENST00000447954.1
uc057awd.1	chr1	-	758232	758336	758232	758232	1	758232,	758336,		ENST00000411249.1
uc057awf.1	chr1	+	760910	761989	760910	760910	2	760910,761777,	761154,761989,		ENST00000422528.1
uc057awg.1	chr1	+	778769	784690	778769	778769	3	778769,781936,784369,	779092,782136,784690,		ENST00000434264.6
uc057awh.1	chr1	+	778781	782191	778781	778781	2	778781,781936,	779092,782191,		ENST00000457084.1
uc057awi.1	chr1	+	778929	784655	778929	778929	4	778929,781936,783110,784369,	779092,782043,783363,784655,		ENST00000589899.5
uc057awj.1	chr1	+	778936	784429	778936	778936	4	778936,781936,783110,784369,	779092,782136,783363,784429,		ENST00000609830.1
uc057awk.1	chr1	+	779055	804875	779055	779055	3	779055,803918,804775,	779092,804222,804875,		ENST00000429505.5
uc057awl.1	chr1	+	784369	784759	784369	784369	1	784369,	784759,		ENST00000585826.1
uc057awm.1	chr1	+	784369	784977	784369	784369	1	784369,	784977,		ENST00000592547.1
uc057awn.1	chr1	+	784369	786866	784369	784369	2	784369,786392,	784493,786866,		ENST00000586928.5
uc057awo.1	chr1	+	784369	795513	784369	784369	2	784369,795469,	784493,795513,		ENST00000585745.5
uc057awp.1	chr1	+	784369	801876	784369	784369	2	784369,801606,	784493,801876,		ENST00000585768.5
uc057awq.1	chr1	+	784369	804832	784369	784369	5	784369,792881,795469,803950,804775,	784493,793041,795582,804222,804832,		ENST00000590848.5
uc057awr.1	chr1	+	784369	805127	784369	784369	3	784369,803918,804775,	784493,804222,805127,		ENST00000591440.5
uc057aws.1	chr1	+	784369	805270	784369	784369	4	784369,803566,803918,804775,	784493,803667,804222,805270,		ENST00000587530.5
uc057awt.1	chr1	+	784369	806459	784369	784369	4	784369,803918,804775,806385,	784493,804222,804966,806459,		ENST00000593022.5
uc057awu.1	chr1	+	784369	807314	784369	784369	4	784369,803921,804775,807216,	784493,804222,804966,807314,		ENST00000589531.5
uc057awv.1	chr1	+	784369	809729	784369	784369	4	784369,803918,807216,809657,	784493,804222,807323,809729,		ENST00000588951.5
