#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	NM_006785	chr18	+	58671385	58750139	58671643	58747842	17	58671385,58681169,58696365,58700440,58709377,58709975,58710920,58714082,58715934,58723047,58733396,58734306,58735201,58741864,58744337,58745665,58747404,	58671852,58681336,58696487,58700591,58709556,58710072,58710953,58714109,58715967,58723251,58733574,58734381,58735329,58742014,58744495,58745791,58750139,	0	MALT1	cmpl	cmpl	0,2,1,0,1,0,1,1,1,1,1,2,2,1,1,0,0,
1	NM_173844	chr18	+	58671385	58750139	58671643	58747842	16	58671385,58681169,58696365,58700440,58709377,58709975,58714082,58715934,58723047,58733396,58734306,58735201,58741864,58744337,58745665,58747404,	58671852,58681336,58696487,58700591,58709556,58710072,58714109,58715967,58723251,58733574,58734381,58735329,58742014,58744495,58745791,58750139,	0	MALT1	cmpl	cmpl	0,2,1,0,1,0,1,1,1,1,2,2,1,1,0,0,
1	NM_002845	chr18	+	7567315	8406861	7567818	8406162	31	7567315,7774148,7888105,7906504,7926567,7949180,7955120,8069685,8076454,8085670,8088748,8113485,8114790,8143646,8244057,8247844,8253226,8296367,8314780,8319177,8343422,8370889,8376045,8376461,8378264,8379166,8380295,8384560,8387071,8394475,8406108,	7567891,7774271,7888377,7906583,7926683,7949355,7955414,8069994,8076564,8085872,8088851,8113759,8114827,8143779,8244209,8247919,8253414,8296455,8314857,8319214,8343520,8371006,8376200,8376597,8378414,8379340,8380427,8384686,8387235,8394611,8406861,	0	PTPRM	cmpl	cmpl	0,1,1,0,1,0,1,1,1,0,1,2,0,1,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,2,0,
1	NM_001308225	chr18	-	25061923	25352250	25062711	25227257	7	25061923,25089464,25091949,25195159,25224344,25322007,25352004,	25062741,25089580,25092081,25195244,25227697,25322187,25352250,	0	ZNF521	cmpl	cmpl	0,1,1,0,0,-1,-1,
1	NM_015461	chr18	-	25061923	25352250	25062711	25350946	8	25061923,25089464,25091949,25195159,25224344,25322007,25350906,25352004,	25062741,25089580,25092081,25195244,25227697,25322187,25350947,25352250,	0	ZNF521	cmpl	cmpl	0,1,1,0,1,1,0,-1,
1	NM_001105244	chr18	+	7567315	8406861	7567818	8406162	33	7567315,7774148,7888105,7906504,7926567,7949180,7955120,8069685,8076454,8085670,8088748,8113485,8114790,8143646,8244057,8247844,8248149,8252487,8253226,8296367,8314780,8319177,8343422,8370889,8376045,8376461,8378264,8379166,8380295,8384560,8387071,8394475,8406108,	7567891,7774271,7888377,7906583,7926683,7949355,7955414,8069994,8076564,8085872,8088851,8113759,8114827,8143779,8244209,8247919,8248176,8252499,8253414,8296455,8314857,8319214,8343520,8371006,8376200,8376597,8378414,8379340,8380427,8384686,8387235,8394611,8406861,	0	PTPRM	cmpl	cmpl	0,1,1,0,1,0,1,1,1,0,1,2,0,1,2,1,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,2,0,
9	NM_173464	chr18	-	5954705	6414911	5956219	6311625	20	5954705,5960093,5969392,6046727,6080880,6093354,6138193,6171827,6213148,6215749,6237963,6239717,6241357,6243293,6244483,6263946,6301902,6311553,6311997,6414800,	5956387,5960156,5969562,6046754,6080951,6093528,6138296,6171942,6213259,6215835,6238040,6239872,6241449,6243429,6244588,6264038,6301957,6311656,6312056,6414911,	0	L3MBTL4	cmpl	cmpl	0,0,1,1,2,2,1,0,0,1,2,0,1,0,0,1,0,0,-1,-1,
9	NM_003803	chr18	-	3066806	3220108	3067261	3215223	38	3066806,3071833,3075453,3075724,3079178,3083788,3083988,3085044,3086037,3089173,3089536,3090657,3094169,3100158,3100319,3102473,3112297,3116330,3119868,3126700,3129231,3131374,3134649,3135546,3141938,3149144,3151693,3154946,3164277,3168816,3173937,3174119,3176041,3187479,3188747,3193817,3214933,3219802,	3067555,3071889,3075476,3075761,3079342,3083894,3084027,3085132,3086151,3089241,3089596,3090802,3094306,3100203,3100426,3102630,3112412,3116515,3119995,3126897,3129519,3131496,3134824,3135730,3142063,3149201,3151893,3155088,3164439,3168981,3174000,3174208,3176134,3187637,3189087,3193958,3215251,3220108,	0	MYOM1	cmpl	cmpl	0,1,2,1,2,1,1,0,0,1,1,0,1,1,2,1,0,1,0,1,1,2,1,0,1,1,2,1,1,1,1,2,2,0,2,2,0,-1,
9	NM_019856	chr18	-	3066806	3220108	3067261	3215223	37	3066806,3071833,3075453,3075724,3079178,3083788,3083988,3085044,3086037,3089173,3089536,3090657,3094169,3100158,3100319,3102473,3112297,3116330,3119868,3126700,3131374,3134649,3135546,3141938,3149144,3151693,3154946,3164277,3168816,3173937,3174119,3176041,3187479,3188747,3193817,3214933,3219802,	3067555,3071889,3075476,3075761,3079342,3083894,3084027,3085132,3086151,3089241,3089596,3090802,3094306,3100203,3100426,3102630,3112412,3116515,3119995,3126897,3131496,3134824,3135730,3142063,3149201,3151893,3155088,3164439,3168981,3174000,3174208,3176134,3187637,3189087,3193958,3215251,3220108,	0	MYOM1	cmpl	cmpl	0,1,2,1,2,1,1,0,0,1,1,0,1,1,2,1,0,1,0,1,2,1,0,1,1,2,1,1,1,1,2,2,0,2,2,0,-1,
9	NR_015389	chr18	+	5238099	5246506	5246506	5246506	3	5238099,5241698,5243593,	5239049,5241812,5246506,	0	LINC00667	unk	unk	-1,-1,-1,
