name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc032epy.2	chr17	-	64098	76866	64098	64098	5	64098,65829,71365,75813,76722,	65736,65887,71556,75878,76866,		ENST00000623180.1
uc032eqc.3	chr17	-	88640	118578	88640	88640	8	88640,97268,98892,101108,102057,105559,106754,118382,	88705,97797,98951,101174,102273,105691,106864,118578,		ENST00000624936.2
uc059yzi.1	chr17	-	90795	90899	90795	90795	1	90795,	90899,		ENST00000620287.1
uc032eqd.2	chr17	+	137525	139067	137590	138942	3	137525,138202,138909,	137645,138402,139067,	P0DMR2	ENST00000595228.3
uc010vpx.3	chr17	-	142788	181636	147440	181479	9	142788,148172,149110,156219,161414,162080,164129,172536,181106,	147577,148269,149192,156377,161541,162190,164204,172616,181636,	A0A087WZX8	ENST00000613549.2
uc059yzj.1	chr17	-	155167	155255	155167	155167	1	155167,	155255,		ENST00000583926.1
uc059yzk.1	chr17	-	156018	162172	156018	156018	3	156018,161414,162080,	156377,161541,162172,		ENST00000343572.8
uc059yzl.1	chr17	-	163539	181170	163539	163539	4	163539,164129,172536,181106,	163738,164204,172616,181170,		ENST00000609727.1
uc032eqe.2	chr17	-	183823	191587	183823	183823	3	183823,187095,191199,	184458,187257,191587,		ENST00000576171.1
uc021tmx.1	chr17	-	212388	352842	213851	327543	9	212388,215653,219622,247110,281767,319419,321271,327466,352711,	213923,215802,219736,247285,281854,319549,321415,327579,352842,	Q9UNE2	ENST00000618002.4
uc002fre.3	chr17	-	212501	352807	213851	327543	10	212501,215653,219622,247110,281767,319419,321271,327466,333758,352711,	213923,215802,219736,247285,281854,319549,321415,327579,333934,352807,	Q9UNE2	ENST00000331302.11
uc002frf.3	chr17	-	212501	353097	213851	327543	9	212501,215653,219622,247110,319419,321271,327466,333758,352711,	213923,215802,219736,247285,319549,321415,327579,333934,353097,	Q9UNE2	ENST00000323434.12
uc059yzm.1	chr17	-	213323	215933	213323	213323	2	213323,215653,	213923,215933,		ENST00000572965.1
uc010cjl.3	chr17	-	213644	352842	213851	327543	8	213644,215653,219622,247110,319419,321271,327466,352711,	213923,215802,219736,247285,319549,321415,327579,352842,	Q9UNE2	ENST00000536489.6
uc059yzn.1	chr17	-	213803	234585	213803	213803	4	213803,215653,219622,234399,	213923,215802,219736,234585,		ENST00000572075.5
uc059yzo.1	chr17	-	213823	247687	213823	213823	5	213823,215653,219622,247110,247631,	213923,215802,219736,247285,247687,		ENST00000570893.5
uc059yzp.1	chr17	-	214701	319480	214701	214701	6	214701,215653,219622,247110,281767,319419,	214762,215802,219736,247285,281854,319480,		ENST00000576001.5
uc059yzq.1	chr17	-	219696	306681	219696	219696	4	219696,247110,281767,306415,	219736,247285,281854,306681,		ENST00000570954.1
uc059yzr.1	chr17	-	247119	339045	247119	327543	6	247119,281767,319419,321271,327466,338865,	247285,281854,319549,321415,327579,339045,	I3L308	ENST00000576420.5
uc059yzs.1	chr17	-	247143	352790	247143	327543	6	247143,281767,319419,321271,327466,352592,	247285,281854,319549,321415,327579,352790,	I3L2N0	ENST00000577079.5
uc059yzt.1	chr17	-	247190	331027	247190	327543	5	247190,319419,321271,327466,330923,	247285,319549,321415,327579,331027,	I3L2I9	ENST00000574722.5
uc059yzu.1	chr17	-	247266	339111	247266	327543	6	247266,281767,319419,321271,327466,339067,	247285,281854,319549,321415,327579,339111,	I3L3M9	ENST00000570638.5
uc059yzv.1	chr17	-	261688	327531	261906	327531	5	261688,281767,319419,321271,327466,	261954,281854,319549,321415,327531,	I3L2G8	ENST00000574953.5
uc059yzw.1	chr17	-	281768	386254	281768	327543	5	281768,319419,321271,327466,386196,	281854,319549,321415,327579,386254,	I3L2X0	ENST00000573780.5
uc059yzx.1	chr17	-	281827	339659	281827	327543	5	281827,319419,321271,327466,339507,	281854,319549,321415,327579,339659,	I3L1Q0	ENST00000575736.5
uc059yzy.1	chr17	-	319440	386233	319440	327543	5	319440,321271,327466,333758,386196,	319549,321415,327579,333934,386233,	I3L349	ENST00000575130.5
uc059yzz.1	chr17	-	319506	341423	319506	327543	4	319506,321271,327466,341152,	319549,321415,327579,341423,	I3NI49	ENST00000575634.5
uc059zaa.1	chr17	-	319521	334066	319521	327543	4	319521,321271,327466,333758,	319549,321415,327579,334066,	I3L2W0	ENST00000573588.5
uc059zab.1	chr17	-	321379	338873	321379	327543	3	321379,327466,338535,	321415,327579,338873,	I3L181	ENST00000573448.1
uc059zac.1	chr17	+	321391	322453	321391	321391	2	321391,322261,	321610,322453,		ENST00000570501.5
uc059zad.1	chr17	+	321516	322453	321516	321516	2	321516,322261,	321631,322453,		ENST00000572998.1
uc059zae.1	chr17	+	331204	333485	331204	331204	3	331204,331799,333055,	331721,331866,333485,		ENST00000574432.2
uc021tmy.1	chr17	+	331204	333488	331204	331204	3	331204,331799,333055,	331717,331866,333488,		ENST00000570711.5
uc059zaf.1	chr17	+	331233	333485	331233	331233	1	331233,	333485,		ENST00000575743.1
uc059zag.1	chr17	+	331514	332151	331514	331514	2	331514,331799,	331717,332151,		ENST00000575899.1
uc059zah.1	chr17	+	332141	333444	332141	332141	2	332141,333055,	332255,333444,		ENST00000573601.1
uc059zai.1	chr17	-	333205	336022	333205	333205	3	333205,333758,335774,	333314,333934,336022,		ENST00000574011.1
uc059zaj.1	chr17	-	348909	352801	348909	348909	3	348909,349219,352711,	349097,349375,352801,		ENST00000572866.1
uc059zak.1	chr17	+	352637	357581	352637	352637	2	352637,357058,	352862,357581,		ENST00000572499.1
uc059zal.1	chr17	+	354736	356882	354736	354736	2	354736,356702,	355469,356882,		ENST00000571512.1
uc059zam.1	chr17	-	404467	413383	404467	404467	2	404467,413128,	404625,413383,		ENST00000629249.1
uc059zan.1	chr17	-	404534	414023	404534	404534	3	404534,413128,413978,	404592,413413,414023,		ENST00000466740.2
uc059zao.1	chr17	-	404540	410031	404540	404540	2	404540,409196,	404592,410031,		ENST00000599026.1
uc021tna.1	chr17	+	410326	414666	410342	414115	2	410326,413147,	410646,414666,	Q6ZQX7	ENST00000360127.6
uc059zap.1	chr17	+	410336	421097	410342	420829	2	410336,420671,	410646,421097,	I3L0T0	ENST00000571106.1
uc059zaq.1	chr17	+	410360	414305	410360	414057	3	410360,413147,413996,	410646,413430,414305,	H7C5B9	ENST00000491373.1
uc059zar.1	chr17	+	414094	423719	414094	414115	2	414094,423479,	414353,423719,		ENST00000575151.1
uc059zas.1	chr17	+	414192	431062	414192	414192	5	414192,420671,422134,423479,431050,	414353,420950,422327,423592,431062,		ENST00000629953.1
uc002frj.4	chr17	-	439977	445939	443163	445939	2	439977,445835,	443494,445939,	Q8N5W9	ENST00000329099.4
uc059zat.1	chr17	+	503170	511347	503170	503170	3	503170,508329,511126,	503296,508475,511347,		ENST00000571282.1
uc010cjo.2	chr17	-	508667	714856	519127	714709	22	508667,519825,521600,532841,537027,551871,553379,560425,562502,586269,601794,623532,627173,628087,631549,653290,655837,661808,697417,699330,710532,714622,	519298,519930,521738,532911,537176,551950,553462,560573,562745,586364,601896,623674,627316,628231,631628,653410,655953,661895,697484,699380,710613,714856,	Q5VIR6	ENST00000437048.6
uc059zau.1	chr17	-	517381	714830	517407	714709	4	517381,699342,710532,714622,	517639,699380,710613,714830,	I3L1W6	ENST00000574029.5
uc059zav.1	chr17	-	518952	676407	518952	518952	17	518952,519825,521600,532841,537027,551871,553379,560425,562502,586269,599944,601794,623532,627173,628087,631549,676179,	519298,519930,521738,532911,537176,551950,553462,560573,562745,586364,600094,601896,623674,627316,628231,631628,676407,		ENST00000576149.5
uc059zaw.1	chr17	-	519118	522995	519118	519118	4	519118,519825,521600,522924,	519298,519930,521738,522995,		ENST00000541903.6
uc059zax.1	chr17	-	519854	532993	519854	519854	3	519854,521600,532841,	519930,521738,532993,		ENST00000570771.1
uc059zay.1	chr17	+	523139	540576	523139	523139	2	523139,540388,	523429,540576,		ENST00000570974.1
