#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	NM_133642	chr22	-	33273075	33920428	33274426	33761476	15	33273075,33277059,33283201,33304228,33316084,33337645,33381918,33384191,33432160,33564847,33604434,33626243,33650366,33761370,33919994,	33274624,33277255,33283348,33304507,33316248,33337801,33382044,33384304,33432265,33565019,33604558,33626326,33650668,33761558,33920428,	0	LARGE1	cmpl	cmpl	0,2,2,2,0,0,0,1,1,0,2,0,1,0,-1,
1	NM_001145206	chr22	+	25027973	25197448	25027999	25190780	11	25027973,25032608,25038759,25049229,25170819,25174239,25177347,25181698,25184976,25190701,25192405,	25029540,25032696,25041525,25049364,25170938,25174489,25177522,25181823,25185119,25190784,25197448,	0	KIAA1671	cmpl	cmpl	0,2,0,0,0,2,0,1,0,2,-1,
1	NM_001304370	chr22	-	41938720	41946754	41939055	41946451	5	41938720,41943609,41945224,41945912,41946416,	41939196,41943701,41945304,41946005,41946754,	0	CENPM	cmpl	cmpl	0,1,2,2,0,
1	NM_001304372	chr22	-	41938720	41946754	41943616	41946451	5	41938720,41943609,41945224,41945912,41946416,	41939196,41943701,41945389,41946005,41946754,	0	CENPM	cmpl	cmpl	-1,2,2,2,0,
1	NM_001304373	chr22	-	41938720	41946754	41939182	41946451	4	41938720,41945224,41945912,41946416,	41939196,41945304,41946005,41946754,	0	CENPM	cmpl	cmpl	1,2,2,0,
1	NM_001002876	chr22	-	41938720	41947164	41939182	41947076	5	41938720,41945224,41945912,41946416,41947019,	41939196,41945304,41946005,41946496,41947164,	0	CENPM	cmpl	cmpl	1,2,2,0,0,
1	NM_024053	chr22	-	41938720	41947164	41939055	41947076	6	41938720,41943609,41945224,41945912,41946416,41947019,	41939196,41943701,41945304,41946005,41946496,41947164,	0	CENPM	cmpl	cmpl	0,1,2,2,0,0,
1	NM_004737	chr22	-	33272860	33920422	33274426	33761476	16	33272860,33277059,33283201,33304228,33316084,33337645,33381918,33384191,33432160,33564847,33604434,33626243,33650366,33761370,33856739,33919994,	33274624,33277255,33283348,33304507,33316248,33337801,33382044,33384304,33432265,33565019,33604558,33626326,33650668,33761558,33856802,33920422,	0	LARGE1	cmpl	cmpl	0,2,2,2,0,0,0,1,1,0,2,0,1,0,-1,-1,
11	NR_136571	chr22	-	18865042	18894431	18894431	18894431	12	18865042,18870129,18870746,18871013,18871619,18875878,18876377,18878438,18883412,18886445,18886938,18894328,	18865481,18870284,18870787,18871086,18873665,18875912,18876439,18878504,18883499,18886470,18886997,18894431,	0	LINC01663	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
11	NR_027464	chr22	+	20967158	20981360	20981360	20981360	19	20967158,20967804,20973306,20974062,20974251,20974524,20974703,20975691,20976214,20976407,20976650,20976866,20977031,20977699,20977887,20979270,20979626,20980019,20980991,	20967303,20967975,20973520,20974172,20974296,20974621,20974816,20975778,20976306,20976538,20976766,20976938,20977095,20977776,20978005,20979369,20979702,20980124,20981360,	0	AIFM3	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
11	NM_001282512	chr22	-	19894257	19941992	19895132	19941803	12	19894257,19895406,19898038,19899048,19911376,19915213,19915764,19918142,19918859,19919542,19931029,19941700,	19895200,19895581,19898130,19899068,19911447,19915276,19915843,19918217,19919004,19919599,19931098,19941992,	0	TXNRD2	cmpl	cmpl	1,0,1,2,0,0,2,2,1,1,1,0,
