#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	NM_182734	chr20	+	8132264	8884900	8132651	8802154	33	8132264,8150293,8371381,8628293,8646101,8647899,8649373,8657183,8658537,8684931,8697625,8708669,8716263,8717670,8722353,8724655,8727308,8729049,8733237,8737027,8739260,8740343,8741463,8757045,8760406,8765138,8774538,8788448,8788632,8789517,8790174,8802055,8881621,	8132750,8150371,8371450,8628431,8646181,8647953,8649449,8657284,8658704,8685078,8697783,8708752,8716348,8717848,8722421,8724752,8727393,8729174,8733392,8737192,8739360,8740448,8741573,8757178,8760460,8765358,8774719,8788525,8788722,8789575,8790261,8802173,8884900,	0	PLCB1	cmpl	cmpl	0,0,0,0,0,2,2,0,2,1,1,0,2,0,1,0,1,2,1,0,0,1,1,0,1,1,2,0,2,2,0,0,-1,
1	NM_015192	chr20	+	8132264	8884900	8132651	8881849	32	8132264,8150293,8371381,8628293,8646101,8647899,8649373,8657183,8658537,8684931,8697625,8708669,8716263,8717670,8722353,8724655,8727308,8729049,8733237,8737027,8739260,8740343,8741463,8757045,8760406,8765138,8774538,8788448,8788632,8789517,8790174,8881621,	8132750,8150371,8371450,8628431,8646181,8647953,8649449,8657284,8658704,8685078,8697783,8708752,8716348,8717848,8722421,8724752,8727393,8729174,8733392,8737192,8739360,8740448,8741573,8757178,8760460,8765358,8774719,8788525,8788722,8789575,8790261,8884900,	0	PLCB1	cmpl	cmpl	0,0,0,0,0,2,2,0,2,1,1,0,2,0,1,0,1,2,1,0,0,1,1,0,1,1,2,0,2,2,0,0,
1	NM_001032999	chr20	+	33490121	33650031	33490267	33644646	11	33490121,33606955,33611093,33619516,33623114,33624763,33628349,33629718,33636639,33640340,33644346,	33490301,33607099,33611335,33619606,33623296,33625017,33628435,33629914,33636708,33640531,33650031,	0	CBFA2T2	cmpl	cmpl	0,1,1,0,0,2,1,0,1,1,0,
9	NR_038395	chr20	+	3106910	3150867	3150867	3150867	7	3106910,3109474,3110277,3110631,3111643,3136002,3150537,	3107571,3109750,3110453,3110717,3111752,3136158,3150867,	0	UBOX5-AS1	unk	unk	-1,-1,-1,-1,-1,-1,-1,
9	NM_001267584	chr20	-	3107572	3159910	3110187	3123365	5	3107572,3115304,3121383,3123311,3159765,	3110309,3115466,3122584,3123406,3159910,	0	UBOX5	cmpl	cmpl	1,1,0,0,-1,
9	NM_014948	chr20	-	3107572	3159910	3110105	3123365	5	3107572,3115304,3121383,3123311,3159765,	3110314,3115466,3122584,3123406,3159910,	0	UBOX5	cmpl	cmpl	1,1,0,0,-1,
9	NM_199415	chr20	-	3107572	3159910	3110105	3123365	4	3107572,3121383,3123311,3159765,	3110314,3122584,3123406,3159910,	0	UBOX5	cmpl	cmpl	1,0,0,-1,
9	NR_033917	chr20	+	4193089	4195953	4195953	4195953	3	4193089,4195281,4195525,	4193246,4195378,4195953,	0	LINC01433	unk	unk	-1,-1,-1,
10	NM_001172646	chr20	+	9069053	9480815	9307814	9478989	38	9069053,9217389,9307799,9337125,9338007,9338893,9362895,9365460,9371213,9372302,9373046,9380053,9384200,9387462,9389878,9390530,9393587,9395522,9401489,9405312,9407916,9408632,9409056,9411036,9419806,9421296,9423747,9435559,9437001,9443980,9444177,9453346,9457413,9459634,9468570,9472789,9473278,9478920,	9069206,9217452,9307898,9337206,9338067,9339037,9362975,9365514,9371295,9372403,9373104,9380162,9384411,9387556,9389958,9390615,9393678,9395618,9401590,9405348,9408058,9408717,9409181,9411088,9419909,9421461,9423952,9435648,9437152,9444030,9444243,9453462,9457489,9459810,9468672,9472847,9473365,9480815,	0	PLCB4	cmpl	cmpl	-1,-1,0,0,0,0,0,2,2,0,2,0,1,2,0,2,0,1,1,0,0,1,2,1,2,0,0,1,0,1,0,0,2,0,2,2,0,0,
10	NR_136628	chr20	-	13389388	13638936	13638936	13638936	13	13389388,13417447,13435043,13483226,13528445,13534021,13569506,13580896,13587249,13623445,13625184,13629933,13638893,	13390452,13417521,13435154,13483337,13528511,13534141,13569586,13580981,13587370,13623514,13625252,13630152,13638936,	0	TASP1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10	NR_136629	chr20	-	13389388	13638936	13638936	13638936	12	13389388,13417447,13435043,13483226,13528432,13534021,13580896,13587249,13623445,13625184,13629933,13638893,	13390452,13417521,13435154,13483337,13528511,13534141,13580981,13587370,13623514,13625252,13630152,13638936,	0	TASP1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10	NR_136630	chr20	-	13389388	13638936	13638936	13638936	13	13389388,13417447,13435043,13483226,13528445,13534021,13580896,13587249,13616856,13623445,13625184,13629933,13638893,	13390452,13417521,13435154,13483337,13528511,13534141,13580981,13587370,13617123,13623514,13625252,13630152,13638936,	0	TASP1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10	NR_136631	chr20	-	13389388	13638936	13638936	13638936	14	13389388,13417447,13435043,13483226,13528445,13534021,13569506,13580896,13587249,13616856,13623445,13625184,13629933,13638893,	13390452,13417521,13435154,13483337,13528511,13534141,13569586,13580981,13587370,13617123,13623514,13625252,13630152,13638936,	0	TASP1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10	NM_080676	chr20	+	13995499	16053196	13995763	16049876	17	13995499,14002287,14085620,14493478,14684842,15229939,15431404,15499773,15862744,15885763,15933275,15937475,15967552,15986726,15987065,16041200,16049829,	13995809,14002404,14085728,14493508,14684959,15230061,15431435,15499847,15862826,15885811,15933338,15937544,15967630,15986801,15987158,16041278,16053196,	0	MACROD2	cmpl	cmpl	0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,
10	NM_001033087	chr20	+	15196857	16053196	15862804	16049876	14	15196857,15229939,15431404,15499773,15862744,15885763,15933275,15937475,15967552,15986726,15987065,16041200,16044570,16049829,	15197032,15230061,15431435,15499847,15862826,15885811,15933338,15937544,15967630,15986801,15987158,16041278,16044639,16053196,	0	MACROD2	cmpl	cmpl	-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,
10	NM_000933	chr20	+	9307799	9480815	9307814	9479009	36	9307799,9337125,9338007,9338893,9362895,9365460,9371213,9372302,9373046,9380053,9384200,9387462,9389878,9390530,9393587,9395522,9401489,9407916,9408632,9409056,9411036,9419806,9421296,9423747,9435559,9437001,9443980,9444177,9453346,9457413,9459634,9468570,9472789,9473278,9476716,9478920,	9307898,9337206,9338067,9339037,9362975,9365514,9371295,9372403,9373104,9380162,9384411,9387556,9389958,9390615,9393678,9395618,9401590,9408058,9408717,9409181,9411088,9419909,9421461,9423952,9435648,9437152,9444030,9444243,9453462,9457489,9459810,9468672,9472847,9473365,9476753,9480815,	0	PLCB4	cmpl	cmpl	0,0,0,0,0,2,2,0,2,0,1,2,0,2,0,1,1,0,1,2,1,2,0,0,1,0,1,0,0,2,0,2,2,0,0,1,
10	NM_017714	chr20	-	13389388	13638936	13390359	13630078	14	13389388,13417447,13435043,13483226,13528432,13534021,13559007,13569506,13580896,13587249,13623445,13625184,13629933,13638893,	13390452,13417521,13435154,13483337,13528511,13534141,13559114,13569586,13580981,13587370,13623514,13625252,13630152,13638936,	0	TASP1	cmpl	cmpl	0,1,1,1,0,0,1,2,1,0,0,1,0,-1,
10	NM_001323602	chr20	-	13389388	13638936	13390359	13630078	10	13389388,13417447,13435043,13483226,13528432,13534021,13623445,13625184,13629933,13638893,	13390452,13417521,13435154,13483337,13528511,13534141,13623514,13625252,13630152,13638936,	0	TASP1	cmpl	cmpl	0,1,1,1,0,0,0,1,0,-1,
10	NM_001323604	chr20	-	13389388	13638936	13390359	13587346	15	13389388,13417447,13435043,13483226,13528432,13534021,13559007,13569506,13580896,13587249,13600542,13623445,13625184,13629933,13638893,	13390452,13417521,13435154,13483337,13528511,13534141,13559114,13569586,13580981,13587370,13600617,13623514,13625252,13630152,13638936,	0	TASP1	cmpl	cmpl	0,1,1,1,0,0,1,2,1,0,-1,-1,-1,-1,-1,
10	NM_001323603	chr20	-	13389388	13638936	13390359	13587346	15	13389388,13417447,13435043,13483226,13528432,13534021,13559007,13569506,13580896,13587249,13616856,13623445,13625184,13629933,13638893,	13390452,13417521,13435154,13483337,13528511,13534141,13559114,13569586,13580981,13587370,13617123,13623514,13625252,13630152,13638936,	0	TASP1	cmpl	cmpl	0,1,1,1,0,0,1,2,1,0,-1,-1,-1,-1,-1,
10	NM_001009608	chr20	+	10435302	10628034	10458204	10623379	8	10435302,10458175,10556230,10560699,10598674,10601730,10621313,10622658,	10435453,10458231,10556320,10560820,10598752,10601819,10621414,10628034,	0	SLX4IP	cmpl	cmpl	-1,0,0,0,1,1,0,2,
10	NM_182797	chr20	+	9217389	9480815	9307814	9478989	36	9217389,9307799,9337125,9338007,9338893,9362895,9365460,9371213,9372302,9373046,9380053,9384200,9387462,9389878,9390530,9393587,9395522,9401489,9407916,9408632,9409056,9411036,9419806,9421296,9423747,9435559,9437001,9443980,9444177,9453346,9457413,9459634,9468570,9472789,9473278,9478920,	9217452,9307898,9337206,9338067,9339037,9362975,9365514,9371295,9372403,9373104,9380162,9384411,9387556,9389958,9390615,9393678,9395618,9401590,9408058,9408717,9409181,9411088,9419909,9421461,9423952,9435648,9437152,9444030,9444243,9453462,9457489,9459810,9468672,9472847,9473365,9480815,	0	PLCB4	cmpl	cmpl	-1,0,0,0,0,0,2,2,0,2,0,1,2,0,2,0,1,1,0,1,2,1,2,0,0,1,0,1,0,0,2,0,2,2,0,0,
11	NM_001242581	chr20	+	19886520	20002459	19886669	20000936	12	19886520,19889565,19935098,19956614,19960699,19964951,19970837,19974653,19990005,19992167,19996678,20000612,	19886780,19889658,19935199,19956807,19960811,19965024,19970929,19975787,19990311,19992299,19996842,20002459,	0	RIN2	cmpl	cmpl	0,0,0,2,0,1,2,1,1,1,1,0,
11	NM_018993	chr20	+	19889565	20002459	19889601	20000936	11	19889565,19935098,19956614,19960699,19964951,19970837,19974653,19990005,19992167,19996678,20000612,	19889658,19935199,19956807,19960811,19965024,19970929,19975787,19990311,19992299,19996842,20002459,	0	RIN2	cmpl	cmpl	0,0,2,0,1,2,1,1,1,1,0,
12	NM_001256798	chr20	-	32443058	32585073	32447595	32584890	11	32443058,32452235,32452883,32453303,32453575,32456117,32474600,32511346,32520810,32527757,32584569,	32447816,32452437,32453006,32453495,32453761,32456395,32474742,32511456,32520922,32527913,32585073,	0	NOL4L	cmpl	cmpl	1,0,0,0,0,1,0,1,0,0,0,
13	NM_001281495	chr20	+	37693954	37872129	37732929	37872013	17	37693954,37727301,37732878,37737377,37746467,37757558,37765196,37767952,37777344,37777653,37779186,37802866,37840101,37842338,37859898,37860271,37871924,	37694152,37727402,37733067,37737484,37746607,37757656,37765290,37768044,37777417,37777712,37779335,37803048,37840199,37842419,37860036,37860344,37872129,	0	CTNNBL1	cmpl	cmpl	-1,-1,0,0,2,1,0,1,0,1,0,2,1,0,0,0,1,
