#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
0	NM_002958	chr3	-	134157133	134250744	134158152	134250654	15	134157133,134159236,134175608,134175929,134177940,134183001,134188836,134191848,134195081,134202729,134207471,134209694,134211507,134222417,134250422,	134158264,134159373,134175768,134176039,134178073,134183071,134188923,134191974,134195182,134202874,134207525,134209829,134211607,134222539,134250744,	0	RYK	cmpl	cmpl	2,0,2,0,2,1,1,1,2,1,1,1,0,1,0,
0	NM_001005861	chr3	-	134157133	134250744	134158152	134250654	15	134157133,134159236,134175608,134175929,134177940,134183001,134188836,134191848,134195081,134202729,134207471,134209694,134211507,134222417,134250422,	134158264,134159373,134175768,134176039,134178073,134183071,134188923,134191983,134195182,134202874,134207525,134209829,134211607,134222539,134250744,	0	RYK	cmpl	cmpl	2,0,2,0,2,1,1,1,2,1,1,1,0,1,0,
1	NM_001206957	chr3	-	50329785	50340936	50330580	50332058	5	50329785,50331333,50331558,50332049,50340555,	50330727,50331449,50331856,50332154,50340936,	0	RASSF1	cmpl	cmpl	0,1,0,0,-1,
1	NM_007182	chr3	-	50329785	50340936	50330580	50340805	6	50329785,50331333,50331558,50332049,50337904,50340555,	50330727,50331449,50331856,50332154,50338011,50340936,	0	RASSF1	cmpl	cmpl	0,1,0,0,1,0,
1	NM_017886	chr3	-	41246598	41962440	41246928	41954759	37	41246598,41249488,41398078,41455496,41463086,41566024,41615668,41663606,41681507,41681752,41705056,41705253,41715236,41715446,41717727,41754360,41789660,41800131,41819422,41835863,41883873,41895517,41896821,41898431,41900724,41907844,41911316,41911540,41912806,41915976,41918456,41919716,41931843,41935800,41938097,41954621,41962015,	41246992,41249574,41398264,41455595,41463253,41566130,41615717,41663699,41681652,41681804,41705151,41705305,41715293,41715568,41717861,41754488,41789843,41800293,41819506,41835971,41883952,41895564,41897003,41898492,41900829,41907941,41911386,41911659,41912899,41916052,41918540,41919818,41932006,41935940,41938197,41954807,41962440,	0	ULK4	cmpl	cmpl	2,0,0,0,1,0,2,2,1,0,1,0,0,1,2,0,0,0,0,0,2,0,1,0,0,2,1,2,2,1,1,1,0,1,0,0,-1,
1	NM_001322501	chr3	-	41246598	41962440	41246928	41911649	36	41246598,41249488,41398078,41455496,41463086,41566024,41615668,41663606,41681507,41681752,41705056,41705253,41715236,41715446,41717727,41754360,41789660,41800131,41819422,41835863,41883873,41895517,41896821,41898431,41900724,41907844,41911316,41911540,41912806,41918456,41919716,41931843,41935800,41938097,41954621,41962015,	41246992,41249574,41398264,41455595,41463253,41566130,41615717,41663699,41681652,41681804,41705151,41705305,41715293,41715568,41717861,41754488,41789843,41800293,41819506,41835971,41883952,41895564,41897003,41898492,41900829,41907941,41911386,41911659,41912899,41918540,41919818,41932006,41935940,41938197,41954807,41962440,	0	ULK4	cmpl	cmpl	2,0,0,0,1,0,2,2,1,0,1,0,0,1,2,0,0,0,0,0,2,0,1,0,0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,
1	NM_001322500	chr3	-	41350402	41962440	41350881	41954759	36	41350402,41398078,41455496,41463086,41566024,41615668,41663606,41681507,41681752,41705056,41705253,41715236,41715446,41717727,41754360,41789660,41800131,41819422,41835863,41883873,41895517,41896821,41898431,41900724,41907844,41911316,41911540,41912806,41915976,41918456,41919716,41931843,41935800,41938097,41954621,41962015,	41350911,41398264,41455595,41463253,41566130,41615717,41663699,41681652,41681804,41705151,41705305,41715293,41715568,41717861,41754488,41789843,41800293,41819506,41835971,41883952,41895564,41897003,41898492,41900829,41907941,41911386,41911659,41912899,41916052,41918540,41919818,41932006,41935940,41938197,41954807,41962440,	0	ULK4	cmpl	cmpl	0,0,0,1,0,2,2,1,0,1,0,0,1,2,0,0,0,0,0,2,0,1,0,0,2,1,2,2,1,1,1,0,1,0,0,-1,
1	NM_001290216	chr3	+	24829322	25597931	25174397	25596616	11	24829322,24858673,25060124,25174118,25461192,25501181,25569757,25580545,25593502,25594519,25596419,	24829403,24858752,25060176,25174575,25461341,25501323,25569918,25580722,25593707,25594678,25597931,	0	RARB	cmpl	cmpl	-1,-1,-1,0,1,0,1,0,0,1,1,
1	NM_001207044	chr3	-	33496245	33659441	33498630	33658989	33	33496245,33501651,33510557,33516022,33516980,33535232,33538788,33543432,33544697,33551251,33559306,33560807,33570723,33573109,33576168,33577201,33581820,33584749,33592394,33594950,33596710,33602951,33604153,33606590,33607383,33608566,33612000,33619602,33622134,33626987,33632291,33644756,33658973,	33498717,33501768,33510764,33516151,33517174,33535461,33538942,33543539,33544841,33551395,33559385,33560971,33570790,33573354,33576275,33577264,33581928,33584920,33592496,33594968,33596734,33603125,33604209,33606758,33607461,33608626,33612071,33619738,33622280,33627080,33632371,33644903,33659441,	0	CLASP2	cmpl	cmpl	0,0,0,0,1,0,2,0,0,0,2,0,2,0,1,1,1,1,1,1,1,1,2,2,2,2,0,2,0,0,1,1,0,
1	NM_015097	chr3	-	33496245	33718213	33498630	33718002	39	33496245,33501651,33510557,33516022,33516980,33535232,33538788,33543432,33544697,33551251,33559306,33560807,33570723,33573109,33574472,33576168,33581820,33584749,33592394,33594950,33596710,33602951,33604153,33606590,33607383,33608566,33612000,33619602,33622134,33626987,33632291,33644756,33663444,33684358,33687059,33688276,33689828,33696854,33717807,	33498717,33501768,33510764,33516151,33517174,33535461,33538942,33543539,33544841,33551395,33559385,33560971,33570790,33573354,33574496,33576275,33581928,33584920,33592496,33594968,33596734,33603125,33604209,33606758,33607461,33608626,33612071,33619738,33622280,33627080,33632374,33644903,33663515,33684456,33687135,33688368,33689932,33696933,33718213,	0	CLASP2	cmpl	cmpl	0,0,0,0,1,0,2,0,0,0,2,0,2,0,0,1,1,1,1,1,1,1,2,2,2,2,0,2,0,0,1,1,2,0,2,0,1,0,0,
