#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	NM_001291411	chr21	+	33543037	33559056	33543092	33557551	5	33543037,33546212,33549475,33557155,33557545,	33543169,33546379,33555391,33557316,33559056,	0	SON	cmpl	cmpl	0,2,1,1,0,
1	NM_001291412	chr21	+	33543037	33577514	33543092	33576424	11	33543037,33546212,33557155,33559229,33559586,33567156,33568970,33573307,33575595,33575777,33576364,	33543169,33546379,33557316,33559376,33559775,33567267,33569087,33573455,33575667,33575893,33577514,	0	SON	cmpl	cmpl	0,2,1,0,0,0,0,0,1,1,0,
1	NR_003287	chr21	+	8213887	8401980	8401980	8401980	3	8213887,8258858,8399067,	8214635,8260268,8401980,	0	RNA28S5	unk	unk	-1,-1,-1,
1	NR_038958	chr21	+	8380664	8411091	8411091	8411091	7	8380664,8383783,8405959,8406183,8407345,8409172,8410178,	8380972,8384098,8406056,8407184,8407437,8409390,8411091,	0	LOC100507412	unk	unk	-1,-1,-1,-1,-1,-1,-1,
1	NM_015500	chr21	-	41885109	41953890	41889123	41953648	14	41885109,41899052,41901621,41905723,41906991,41907659,41909458,41912331,41914597,41918104,41918855,41921971,41942146,41953369,	41889344,41899362,41901749,41905837,41907166,41907784,41909523,41912440,41914721,41918227,41918960,41922085,41942245,41953890,	0	C2CD2	cmpl	cmpl	1,0,1,1,0,1,2,1,0,0,0,0,0,0,
1	NM_138927	chr21	+	33543037	33577514	33543092	33576424	12	33543037,33546212,33549475,33557155,33559229,33559586,33567156,33568970,33573307,33575595,33575777,33576364,	33543169,33546379,33555391,33557316,33559376,33559775,33567267,33569087,33573455,33575667,33575893,33577514,	0	SON	cmpl	cmpl	0,2,1,1,0,0,0,0,0,1,1,0,
1	NR_103797	chr21	+	33543037	33577514	33577514	33577514	13	33543037,33546212,33549475,33557155,33559229,33559586,33567156,33568970,33572550,33573307,33575595,33575777,33576417,	33543169,33546379,33555391,33557316,33559376,33559775,33567267,33569087,33572630,33573455,33575667,33575893,33577514,	0	SON	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1	NM_032195	chr21	+	33543037	33560667	33543092	33560131	7	33543037,33546212,33549475,33557155,33559229,33559586,33559876,	33543169,33546379,33555391,33557316,33559376,33559775,33560667,	0	SON	cmpl	cmpl	0,2,1,1,0,0,0,
10	NM_182482	chr21	+	10413531	10491615	10413739	10462886	10	10413531,10414810,10454133,10462835,10464861,10473027,10482739,10485617,10491245,10491539,	10413754,10414911,10454296,10463007,10464976,10473729,10482859,10485734,10491347,10491615,	0	BAGE2	cmpl	cmpl	0,0,2,0,-1,-1,-1,-1,-1,-1,
10	NM_181704	chr21	+	10413531	10491615	10413719	10414915	9	10413531,10414809,10454132,10462835,10464861,10473027,10485617,10491245,10491539,	10413733,10414915,10454296,10463007,10464976,10473729,10485734,10491347,10491615,	0	BAGE4	cmpl	cmpl	0,2,-1,-1,-1,-1,-1,-1,-1,
10	NM_182481	chr21	+	10413531	10491615	10413739	10462886	10	10413531,10414810,10454133,10462835,10464861,10473027,10482739,10485617,10491245,10491539,	10413754,10414911,10454296,10463007,10464976,10473729,10482859,10485734,10491347,10491615,	0	BAGE3	cmpl	cmpl	0,0,2,0,-1,-1,-1,-1,-1,-1,
