name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc057xbw.1	chr11	-	112966	125927	112966	112966	4	112966,113115,121257,125577,	113111,113174,121426,125927,		ENST00000622626.1
uc057xbx.1	chr11	-	121278	125784	121278	121278	2	121278,125577,	121426,125784,		ENST00000529266.1
uc057xby.1	chr11	-	127203	138998	127203	127203	7	127203,127513,129571,131466,133587,138046,138955,	127462,127648,131373,131524,133778,138111,138998,		ENST00000526704.6
uc057xbz.1	chr11	+	129278	186136	129278	129278	3	129278,171597,185901,	129513,171716,186136,		ENST00000527297.1
uc057xca.1	chr11	-	133572	139612	133572	133572	7	133572,134563,134889,135174,138046,138955,139488,	133778,134796,134947,135860,138111,139152,139612,		ENST00000607448.5
uc031xcp.2	chr11	-	133613	139117	133613	133613	5	133613,134563,134889,138046,138955,	133778,134796,134947,138111,139117,		ENST00000527683.1
uc057xcb.1	chr11	-	152998	153102	152998	152998	1	152998,	153102,		ENST00000410293.1
uc057xcc.1	chr11	-	167783	207383	168957	207321	6	167783,168942,180208,205610,205951,207302,	167884,169052,180404,205667,206043,207383,	B8ZZS0	ENST00000410108.5
uc001loa.1	chr11	+	193079	194573	193099	194450	3	193079,193711,194417,	193154,193911,194573,	Q8TD33	ENST00000342878.2
uc001lob.4	chr11	+	196737	200258	197304	200033	7	196737,197296,197560,198198,198463,199368,199943,	197046,197413,197761,198300,198585,199509,200258,	Q96PU9	ENST00000325113.8
uc001loc.4	chr11	+	196794	200261	196794	196794	3	196794,197560,198028,	197413,197761,200261,		ENST00000531679.1
uc010qvk.3	chr11	+	196952	200071	197304	200033	6	196952,197296,197560,198198,198463,199943,	197046,197413,197761,198300,198585,200071,	Q96PU9	ENST00000525282.1
uc057xcd.1	chr11	+	197302	200033	197304	200033	4	197302,197560,198504,199943,	197413,197664,198585,200033,	F8W6Z3	ENST00000342593.6
uc001lod.3	chr11	-	202923	207382	205469	207321	3	202923,205951,207302,	205667,206043,207382,	A0A0C4DH16	ENST00000325147.13
uc001loe.3	chr11	-	202925	207428	205301	207321	4	202925,205610,205951,207302,	205469,205667,206043,207428,	Q9NYM9	ENST00000382762.7
uc057xce.1	chr11	+	203622	205470	203622	203622	2	203622,205344,	204070,205470,		ENST00000526963.1
uc057xcf.1	chr11	-	205073	207374	205301	207321	3	205073,205951,207302,	205469,206043,207374,	E9PHY4	ENST00000529614.6
uc057xcg.1	chr11	-	205102	207356	205423	207321	4	205102,205610,205951,207302,	205432,205667,206043,207356,	H7BXT7	ENST00000332865.10
uc057xch.1	chr11	-	205168	207221	205301	205993	4	205168,205610,205951,207006,	205469,205667,206043,207221,	E9PQJ6	ENST00000486280.1
uc057xci.1	chr11	-	205435	207378	205435	205435	2	205435,207302,	206043,207378,		ENST00000479463.1
uc001log.5	chr11	+	207510	215113	208854	214350	10	207510,209270,209406,210570,211198,212415,212614,212836,213298,214229,	208938,209318,210000,210662,211349,212511,212759,212981,213418,215113,	Q9NPQ8	ENST00000526104.5
uc001lof.5	chr11	+	208529	215113	208854	214350	10	208529,209270,209406,210570,211198,212415,212596,212836,213298,214229,	208938,209318,210000,210662,211349,212511,212759,212981,213418,215113,	Q9NPQ8	ENST00000325207.9
uc057xcj.1	chr11	+	208799	209791	208854	209791	3	208799,209270,209478,	208938,209318,209791,	E9PI04	ENST00000528357.5
uc057xck.1	chr11	+	208799	210662	208854	209249	4	208799,209174,209406,210574,	208938,209318,210000,210662,	E9PLE5	ENST00000526982.1
uc057xcl.1	chr11	+	208836	209788	208836	208836	2	208836,209270,	208938,209788,		ENST00000532373.1
uc057xcm.1	chr11	+	208840	209811	208854	209811	3	208840,209258,209406,	208938,209318,209811,	E9PSI0	ENST00000530889.1
uc057xcn.1	chr11	+	208854	209249	208854	209249	2	208854,209174,	208938,209249,	E9PLE5	ENST00000626818.1
uc057xco.1	chr11	+	209068	215113	209292	214350	8	209068,210570,211198,212415,212614,212836,213298,214229,	210000,210662,211349,212511,212759,212981,213418,215113,	Q9NPQ8	ENST00000527696.5
uc057xcp.1	chr11	+	209079	209738	209604	209738	2	209079,209406,	209318,209738,	E9PMP0	ENST00000527468.1
uc031xcq.1	chr11	+	209335	209406	209335	209335	1	209335,	209406,		ENST00000611346.1
uc057xcq.1	chr11	+	209629	212724	209629	212724	6	209629,210406,210570,211198,212415,212614,	210000,210445,210662,211349,212511,212724,	H0YEN0	ENST00000527728.1
uc057xcr.1	chr11	+	209744	212591	209744	209744	4	209744,210570,211198,212415,	210000,210662,211349,212591,		ENST00000527039.1
uc057xcs.1	chr11	+	210363	213780	210363	210363	1	210363,	213780,		ENST00000530149.1
uc057xct.1	chr11	+	212467	212916	212467	212467	2	212467,212614,	212511,212916,		ENST00000532241.1
uc057xcu.1	chr11	+	212727	214557	212727	214350	4	212727,212836,213298,214205,	212759,212981,213418,214557,	H0YE35	ENST00000524854.5
uc057xcv.1	chr11	+	212869	214495	212869	214495	3	212869,213298,214287,	212981,213418,214495,	H0YC88	ENST00000529275.1
uc057xcw.1	chr11	+	213035	214516	213035	213035	2	213035,214229,	213418,214516,		ENST00000526557.1
uc057xcx.1	chr11	+	213448	214556	213448	213448	2	213448,214229,	213497,214556,		ENST00000531541.1
