name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc002wcw.4	chr20	+	87709	96533	87709	96417	2	87709,96004,	87767,96533,	Q8N687	ENST00000382410.2
uc061uvl.1	chr20	+	87249	97094	87249	87249	2	87249,96004,	87359,97094,		ENST00000608838.1
uc061uvm.1	chr20	+	142633	145749	142633	142633	3	142633,145414,145578,	142686,145488,145749,		ENST00000542572.1
uc002wcx.5	chr20	+	142368	145751	142628	145692	2	142368,145414,	142686,145751,	Q9BYW3	ENST00000382398.3
uc002wcy.2	chr20	+	157469	159163	157544	159024	2	157469,158773,	157593,159163,	Q9H1M4	ENST00000382388.3
uc061uvn.1	chr20	-	173228	173296	173228	173228	1	173228,	173296,		ENST00000621024.1
uc002wcz.2	chr20	-	187852	189681	187885	189623	2	187852,189574,	188118,189681,	Q7Z7B8	ENST00000334391.4
uc002wda.3	chr20	+	227257	229886	227288	229771	2	227257,229277,	227346,229886,	Q9H1M3	ENST00000246105.4
uc002wdb.4	chr20	+	257735	261096	257778	259306	2	257735,259076,	257836,261096,	Q7Z7B7	ENST00000382376.3
uc061uvo.1	chr20	+	267185	268857	267185	267185	1	267185,	268857,		ENST00000608495.1
uc061uvp.1	chr20	-	270862	290429	271206	290340	9	270862,275967,276792,277043,277225,278329,279171,283962,290258,	271267,276086,276879,277145,277383,278429,279330,284081,290429,	Q5JYC3	ENST00000382369.9
uc002wde.3	chr20	-	270862	290749	271206	290610	11	270862,275967,276792,277043,277225,278329,279171,283962,289558,290258,290590,	271267,276086,276879,277145,277383,278429,279330,284081,289676,290307,290749,	Q9NUD7	ENST00000360321.6
uc021vzl.1	chr20	-	270862	290778	271206	290603	11	270862,275967,276792,277043,277225,278329,279171,283962,289558,290258,290586,	271267,276086,276879,277145,277383,278429,279330,284081,289676,290307,290778,	F5GZA9	ENST00000400269.4
uc032oxz.2	chr20	+	296967	300321	297586	298798	1	296967,	300321,	Q9NUD5	ENST00000500893.3
uc032oyb.2	chr20	-	320312	325234	320312	320312	3	320312,322377,325141,	320781,322565,325234,		ENST00000414676.5
uc002wdh.5	chr20	+	325400	330224	325924	326872	1	325400,	330224,	O15370	ENST00000342665.3
uc061uvq.1	chr20	-	320332	348224	320332	320332	3	320332,322377,348099,	320781,322565,348224,		ENST00000442637.1
uc061uvr.1	chr20	+	346781	353493	349643	353493	5	346781,349248,349637,353209,353438,	346897,349363,349832,353306,353493,	V9GYV8	ENST00000609179.5
uc061uvt.1	chr20	+	347104	353502	349643	353502	6	347104,347433,349248,349637,353209,353438,	347142,347506,349363,349832,353306,353502,	V9GZ28	ENST00000609504.5
uc061uvw.1	chr20	+	348299	353503	349643	353503	4	348299,349248,349637,353209,	348392,349363,349832,353503,	V9GYN1	ENST00000470439.5
uc061uvs.1	chr20	+	346882	353680	346882	346882	3	346882,349248,353209,	347142,349363,353680,		ENST00000492242.5
uc061uvu.1	chr20	+	347104	353829	349643	353635	5	347104,347433,349248,349637,353209,	347142,347512,349363,349832,353829,	Q9GZP1	ENST00000382285.6
uc061uvz.1	chr20	+	349725	354848	349725	354116	3	349725,353209,354111,	349832,353306,354848,	V9GY99	ENST00000608875.1
uc061uvy.1	chr20	+	349632	354861	349643	353635	2	349632,353209,	349832,354861,	Q9GZP1	ENST00000621012.1
uc002wdi.5	chr20	+	347023	354868	349643	353635	4	347023,349248,349637,353209,	347142,349363,349832,354868,	Q9GZP1	ENST00000382291.7
uc061uvv.1	chr20	+	347119	359405	349643	355334	5	347119,349248,349637,355325,359258,	347142,349363,349832,355349,359405,	A0A087WVS5	ENST00000608467.5
uc061uvx.1	chr20	+	349248	359660	349643	359318	3	349248,349637,359258,	349363,349832,359660,	V9GYY0	ENST00000608736.1
uc061uwa.1	chr20	+	362834	391386	388010	391386	5	362834,375444,385452,388010,391286,	362913,375570,385733,388301,391386,	A0A087WTX3	ENST00000615226.4
uc061uwb.1	chr20	+	381245	396428	388010	396428	4	381245,388010,391286,396197,	381500,388301,391579,396428,	B0QYQ2	ENST00000449710.5
uc002wdn.4	chr20	+	381296	396748	382545	396690	5	381296,382432,388010,391286,396197,	381500,382626,388301,391579,396748,	J3KR25	ENST00000422053.3
uc002wdm.4	chr20	+	380616	397559	388010	396690	4	380616,388010,391286,396197,	381169,388301,391579,397559,	Q96RU7	ENST00000217233.7
uc061uwd.1	chr20	+	407539	408751	407539	407539	2	407539,408511,	407671,408751,		ENST00000465226.1
uc061uwe.1	chr20	+	408077	410764	408757	410562	3	408077,409880,410411,	408779,410025,410764,	A6PVJ6	ENST00000475269.5
uc061uwg.1	chr20	+	408304	410764	408304	408304	3	408304,409829,410411,	408779,410025,410764,		ENST00000400245.3
uc061uwh.1	chr20	+	408342	410764	408738	410562	2	408342,410411,	408779,410764,	A6PVJ5	ENST00000400247.3
uc061uwc.1	chr20	+	407497	417822	408757	417822	5	407497,408690,409880,417525,417731,	407671,408779,410025,417619,417822,	Q5JWR1	ENST00000411647.5
uc061uwf.1	chr20	+	408146	417823	408757	417823	4	408146,409883,417525,417731,	408779,410025,417619,417823,	A6PVJ7	ENST00000441733.5
uc061uwi.1	chr20	+	409883	419642	409883	419642	6	409883,417219,417525,417731,419346,419557,	410025,417342,417619,417930,419468,419642,	H0Y4S7	ENST00000414880.1
uc061uwj.1	chr20	+	421941	427488	421941	421941	2	421941,427312,	422238,427488,		ENST00000621487.1
uc010fzy.4	chr20	+	408049	430966	408757	427319	12	408049,409880,417525,417731,419346,419557,420870,422126,427312,428490,428950,430349,	408779,410025,417619,417930,419468,419731,421006,422238,427492,428589,429094,430966,	G3XAG9	ENST00000382214.7
uc002wdp.5	chr20	+	408052	430966	408757	430430	12	408052,409880,417525,417731,419346,419557,420870,422126,427312,428490,428950,430349,	408779,410025,417619,417930,419468,419731,421031,422238,427492,428589,429094,430966,	Q9BYM8	ENST00000356286.9
