#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
0	ENST00000377865.6	chr13	-	66302833	67229818	66304654	67228440	5	66302833,66631209,66903503,67225404,67229779,	66305028,66631411,66903605,67228575,67229818,	0	PCDH9	cmpl	cmpl	1,0,0,0,-1,
0	ENST00000544246.5	chr13	-	66302833	67230445	66304654	67228440	4	66302833,66631209,67225404,67229779,	66305028,66631411,67228575,67230445,	0	PCDH9	cmpl	cmpl	1,0,0,-1,
0	ENST00000456367.5	chr13	-	66303344	67229818	66304654	67228440	5	66303344,66631209,66903503,67225404,67229779,	66305028,66631285,66903605,67228575,67229818,	0	PCDH9	cmpl	cmpl	1,0,0,0,-1,
1	ENST00000357816.2	chr13	-	25161683	25172288	25169603	25171619	3	25161683,25170838,25171912,	25170481,25171719,25172288,	0	AMER2	cmpl	cmpl	1,0,-1,
1	ENST00000454681.2	chr13	-	33355205	33676768	33355205	33355205	6	33355205,33359464,33383631,33439690,33524237,33676677,	33355666,33359587,33383679,33439724,33524372,33676768,	0	RP11-141M1.3	none	none	-1,-1,-1,-1,-1,-1,
1	ENST00000379310.7	chr13	-	41566836	41961084	41568196	41961015	45	41566836,41570467,41575739,41587511,41590639,41605167,41611575,41614975,41670945,41675214,41685046,41689353,41690165,41691319,41691873,41692861,41699070,41701391,41703302,41719590,41721369,41727193,41729541,41732079,41761127,41777984,41783794,41787436,41811224,41816697,41819217,41830528,41833370,41865735,41865901,41868345,41883386,41885919,41886780,41887196,41891419,41907585,41912037,41949935,41960852,	41568305,41570706,41575838,41587670,41590765,41605276,41611732,41615084,41671147,41675296,41685242,41689508,41690275,41691445,41691938,41692972,41699270,41701530,41703411,41719742,41721575,41727313,41729677,41732155,41761204,41778056,41783901,41787543,41811340,41816775,41819386,41830642,41833531,41865813,41866036,41868477,41883491,41886028,41886830,41887361,41891587,41907696,41912168,41950013,41961084,	0	VWA8	cmpl	cmpl	2,0,0,0,0,2,1,0,2,1,0,1,2,2,0,0,1,0,2,0,1,1,0,2,0,0,1,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,1,1,0,
1	ENST00000281496.6	chr13	-	41719336	41961120	41719586	41961015	26	41719336,41721369,41727193,41729541,41732079,41761127,41777984,41783794,41787436,41811224,41816697,41819217,41830528,41833370,41865735,41865901,41868345,41883386,41885919,41886780,41887196,41891419,41907585,41912037,41949935,41960852,	41719742,41721575,41727313,41729677,41732155,41761204,41778056,41783901,41787543,41811340,41816775,41819386,41830642,41833531,41865813,41866036,41868477,41883491,41886028,41886830,41887361,41891587,41907696,41912168,41950013,41961120,	0	VWA8	cmpl	cmpl	0,1,1,0,2,0,0,1,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,1,1,0,
2	ENST00000377067.8	chr13	+	91398606	92867237	91399046	92866439	8	91398606,91448760,91693186,91728531,91756294,91907936,92144829,92866281,	91399209,91448922,91693881,91728665,91756420,91908057,92144989,92867237,	0	GPC5	cmpl	cmpl	0,1,1,0,2,2,0,1,
2	ENST00000376234.7	chr13	-	100603926	100674879	100604993	100668740	18	100603926,100606357,100612397,100614315,100625534,100625784,100626070,100634804,100635023,100636531,100637537,100637929,100642210,100656380,100662963,100664220,100668578,100674743,	100605142,100606427,100612510,100614430,100625676,100625892,100626150,100634936,100635195,100636734,100637702,100638022,100642311,100656468,100663180,100664336,100668794,100674879,	0	TMTC4	cmpl	cmpl	1,0,1,0,2,2,0,0,2,0,0,0,1,0,2,0,0,-1,
2	ENST00000342624.9	chr13	-	100603933	100674795	100604993	100670362	19	100603933,100606357,100612397,100614315,100625534,100625784,100626070,100634804,100635023,100636531,100637537,100637929,100642210,100656380,100662963,100664220,100668578,100670359,100674743,	100605142,100606427,100612510,100614430,100625676,100625892,100626150,100634936,100635195,100636734,100637702,100638022,100642311,100656468,100663180,100664336,100668794,100670569,100674795,	0	TMTC4	cmpl	cmpl	1,0,1,0,2,2,0,0,2,0,0,0,1,0,2,0,0,0,-1,
