#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	NR_110912	chr19	-	50311941	50333515	50333515	50333515	4	50311941,50316032,50320592,50333468,	50314990,50316091,50320784,50333515,	0	KCNC3	unk	unk	-1,-1,-1,-1,
1	NR_038237	chr19	-	8374375	8390691	8390691	8390691	3	8374375,8376961,8390008,	8374608,8377067,8390691,	0	RAB11B-AS1	unk	unk	-1,-1,-1,
1	NM_001290355	chr19	+	16719975	16817963	16745056	16815329	21	16719975,16721394,16724365,16731191,16736633,16744420,16749138,16759224,16761978,16763827,16765033,16773125,16779342,16788981,16791349,16794462,16797731,16799885,16807585,16812744,16815027,	16720293,16721617,16724463,16731278,16736750,16745147,16750411,16759428,16762138,16763945,16765192,16773323,16779465,16789190,16791622,16794553,16797886,16800162,16808136,16812850,16817963,	0	NWD1	cmpl	cmpl	-1,-1,-1,-1,-1,0,1,2,2,0,1,1,1,1,0,0,1,0,1,0,1,
1	NM_001347994	chr19	+	16731191	16817963	16749260	16815329	19	16731191,16736633,16738225,16744420,16749138,16759224,16761978,16763827,16765033,16773125,16779342,16788981,16791349,16794462,16797731,16799885,16807585,16812744,16815027,	16731278,16736750,16738292,16744718,16750411,16759428,16762138,16763945,16765192,16773323,16779465,16789190,16791622,16794553,16797886,16800162,16808136,16812850,16817963,	0	NWD1	cmpl	cmpl	-1,-1,-1,-1,0,2,2,0,1,1,1,1,0,0,1,0,1,0,1,
1	NM_001007525	chr19	+	16719975	16817963	16731197	16815039	19	16719975,16724365,16731191,16736633,16744420,16749138,16759224,16761978,16763827,16765033,16773125,16779342,16788981,16791349,16794462,16797731,16799885,16807585,16815027,	16720293,16724463,16731278,16736750,16744718,16750411,16759428,16762138,16763945,16765192,16773323,16779465,16789190,16791622,16794553,16797886,16800162,16808136,16817963,	0	NWD1	cmpl	cmpl	-1,-1,0,0,0,1,2,2,0,1,1,1,1,0,0,1,0,1,0,
9	NM_019112	chr19	+	1040102	1065571	1041361	1065425	47	1040102,1041224,1041509,1041830,1042063,1042314,1042745,1043040,1043333,1043724,1044576,1045001,1046229,1046801,1047156,1047452,1048894,1049265,1050920,1051154,1051448,1051941,1052213,1053328,1053787,1054005,1054192,1054569,1054779,1055096,1055906,1056065,1056329,1056906,1057313,1057914,1058145,1058617,1058819,1059022,1061781,1062171,1063543,1063759,1064160,1064930,1065269,	1040196,1041427,1041603,1041972,1042176,1042397,1042826,1043251,1043473,1043841,1044744,1045231,1046406,1047024,1047378,1047654,1049005,1049437,1051052,1051294,1051586,1052126,1052286,1053531,1053836,1054110,1054341,1054694,1054878,1055351,1055939,1056243,1056499,1057084,1057429,1058059,1058269,1058747,1058940,1059085,1061888,1062313,1063678,1063863,1064253,1065171,1065571,	0	ABCA7	cmpl	cmpl	-1,0,0,1,2,1,0,0,1,0,0,0,2,2,0,0,1,1,2,2,1,1,0,1,0,1,1,0,2,2,2,2,0,2,0,2,0,1,2,0,0,2,0,0,2,2,0,
9	NM_001031735	chr19	+	2096868	2099584	2096945	2099345	9	2096868,2097251,2097423,2097928,2098051,2098286,2098435,2098786,2099254,	2097162,2097332,2097495,2097955,2098127,2098334,2098450,2098804,2099584,	0	IZUMO4	cmpl	cmpl	0,1,1,1,1,2,2,2,2,
9	NM_001039846	chr19	+	2096868	2099584	2096945	2099345	10	2096868,2097251,2097423,2097928,2098051,2098286,2098435,2098786,2098975,2099254,	2097162,2097332,2097495,2097955,2098127,2098334,2098450,2098804,2099029,2099584,	0	IZUMO4	cmpl	cmpl	0,1,1,1,1,2,2,2,2,2,
9	NM_002068	chr19	+	3136031	3163769	3136450	3163019	7	3136031,3148590,3150130,3151706,3155822,3157727,3162792,	3136595,3148775,3150285,3151835,3155952,3157881,3163769,	0	GNA15	cmpl	cmpl	0,1,0,2,2,0,1,
9	NR_110670	chr19	-	3141575	3155175	3155175	3155175	4	3141575,3143062,3148615,3155017,	3142430,3143193,3149790,3155175,	0	LOC100996351	unk	unk	-1,-1,-1,-1,
