name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc063bun.1	chr5	+	92150	139863	92150	92150	3	92150,113250,139482,	92276,113448,139863,		ENST00000512035.1
uc063bup.1	chr5	-	144086	144197	144086	144086	1	144086,	144197,		ENST00000362670.1
uc063buo.1	chr5	+	140565	157110	140565	157016	9	140565,143046,143379,144826,151512,154874,155344,156070,156772,	140716,143256,143503,144920,151599,154991,155443,156210,157110,	Q96HN1	ENST00000502646.1
uc063buq.1	chr5	+	169052	182589	169052	169052	8	169052,171042,171213,172896,173917,179550,181513,182003,	169592,171132,171444,173067,174098,179754,181675,182589,		ENST00000504041.1
uc003jak.3	chr5	+	140257	189970	140307	182323	18	140257,143046,143379,144826,151512,154874,155344,156070,156772,161782,162721,169339,171042,171213,172896,173917,181513,182003,	140716,143256,143503,144920,151599,154991,155443,156210,156911,161944,163548,169592,171132,171444,173067,174098,181675,189970,	Q96PX9	ENST00000283426.10
uc003jal.1	chr5	+	191510	195353	191538	195353	2	191510,194707,	192437,195353,	A6NHZ5	ENST00000328278.3
uc063bur.1	chr5	+	195777	196341	195777	195777	1	195777,	196341,		ENST00000563761.1
uc063bus.1	chr5	-	205872	217218	205872	216849	2	205872,216728,	205958,217218,	D6R9R2	ENST00000441693.2
uc063but.1	chr5	-	213897	217279	213897	213897	2	213897,217193,	216692,217279,		ENST00000565521.1
uc003jam.2	chr5	-	196870	218215	205296	216849	3	196870,216728,218092,	205958,216859,218215,	Q96BQ5	ENST00000296824.3
uc063buw.1	chr5	+	218310	224843	218310	218310	3	218310,223481,224359,	218418,223568,224843,		ENST00000502379.5
uc063buy.1	chr5	+	218326	225562	218355	224381	5	218326,220239,223481,224359,225418,	218418,220337,223568,224521,225562,	D6REB7	ENST00000509632.5
uc063bva.1	chr5	+	225632	230891	225632	225632	3	225632,228184,230875,	226047,228333,230891,		ENST00000509420.5
uc063bvc.1	chr5	+	227625	233629	227625	227625	4	227625,228184,230875,233476,	227756,228333,231000,233629,		ENST00000514233.1
uc063buz.1	chr5	+	218370	235524	218370	218370	9	218370,223481,224359,225418,225882,228184,230875,233476,235143,	218418,223568,224521,225562,226047,228333,231000,233645,235524,		ENST00000504824.5
