#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
0	ENST00000315266.9	chr14	+	66507406	67181798	66508527	67180937	22	66507406,66681106,66776463,66824473,66879938,66916002,66922665,66965190,67023632,67058648,67088982,67100855,67110139,67111860,67113017,67122255,67143361,67159414,67165161,67168932,67179577,67180803,	66508591,66681185,66776521,66824566,66880033,66916069,66922938,66965325,67023675,67058786,67089075,67100911,67110259,67111919,67113171,67122377,67143449,67159488,67165226,67169036,67179674,67181798,	0	GPHN	cmpl	cmpl	0,1,2,0,0,2,0,0,0,1,1,1,0,0,2,0,2,0,2,1,0,1,
0	ENST00000478722.5	chr14	+	66507406	67181803	66508527	67180937	23	66507406,66681106,66776463,66824473,66879938,66916002,66922665,66924193,66965190,67023632,67058648,67088982,67100855,67110139,67111860,67113017,67122255,67143361,67159414,67165161,67168932,67179577,67180803,	66508591,66681185,66776521,66824566,66880033,66916069,66922938,66924292,66965325,67023675,67058786,67089075,67100911,67110259,67111919,67113171,67122377,67143449,67159488,67165226,67169036,67179674,67181803,	0	GPHN	cmpl	cmpl	0,1,2,0,0,2,0,0,0,0,1,1,1,0,0,2,0,2,0,2,1,0,1,
0	ENST00000543237.5	chr14	+	66508503	67181023	66508527	67180937	25	66508503,66681106,66776463,66824473,66842677,66879938,66916002,66922665,66965190,66985681,66996176,67023632,67058648,67088982,67100855,67110139,67111860,67113017,67122255,67143361,67159414,67165161,67168932,67179577,67180803,	66508591,66681185,66776521,66824566,66842716,66880033,66916069,66922938,66965325,66985738,66996218,67023675,67058786,67089075,67100911,67110259,67111919,67113171,67122377,67143449,67159488,67165226,67169036,67179674,67181023,	0	GPHN	cmpl	cmpl	0,1,2,0,0,0,2,0,0,0,0,0,1,1,1,0,0,2,0,2,0,2,1,0,1,
1	ENST00000551492.5	chr14	+	32934932	33801109	32934932	33801109	12	32934932,33055904,33215181,33367191,33560120,33676210,33735213,33774336,33778465,33793896,33797456,33799733,	32935003,33055994,33215426,33367268,33560210,33676385,33735332,33774530,33778572,33794044,33797581,33801109,	0	NPAS3	cmpl	cmpl	0,2,2,1,0,0,1,0,2,1,2,1,
1	ENST00000346562.6	chr14	+	32939242	33804176	32939316	33801109	11	32939242,33215181,33367191,33560120,33676210,33735213,33774336,33778465,33793896,33797456,33799733,	32939366,33215426,33367268,33560210,33676385,33735332,33774530,33778572,33794044,33797581,33804176,	0	NPAS3	cmpl	cmpl	0,2,1,0,0,1,0,2,1,2,1,
1	ENST00000548645.5	chr14	+	32939271	33801278	32939316	33801109	11	32939271,33215181,33367185,33560120,33676210,33735213,33774336,33778465,33793896,33797456,33799733,	32939366,33215426,33367268,33560210,33676385,33735332,33774530,33778572,33794044,33797581,33801278,	0	NPAS3	cmpl	cmpl	0,2,1,0,0,1,0,2,1,2,1,
1	ENST00000356141.8	chr14	+	32939316	33801109	32939316	33801109	12	32939316,33055904,33215181,33367185,33560120,33676210,33735213,33774336,33778465,33793896,33797456,33799733,	32939366,33055994,33215426,33367268,33560210,33676385,33735332,33774530,33778572,33794044,33797581,33801109,	0	NPAS3	cmpl	cmpl	0,2,2,1,0,0,1,0,2,1,2,1,
1	ENST00000357798.9	chr14	+	32939316	33801109	32939316	33801109	12	32939316,33215181,33215536,33367185,33560120,33676210,33735213,33774336,33778465,33793896,33797456,33799733,	32939366,33215426,33215587,33367268,33560210,33676385,33735332,33774530,33778572,33794044,33797581,33801109,	0	NPAS3	cmpl	cmpl	0,2,1,1,0,0,1,0,2,1,2,1,
1	ENST00000547068.5	chr14	+	33213677	33681042	33215347	33680643	5	33213677,33367191,33560120,33676210,33680602,	33215426,33367268,33560210,33676385,33681042,	0	NPAS3	cmpl	cmpl	0,1,0,0,1,
1	ENST00000551008.5	chr14	+	33215212	33681042	33215347	33680643	5	33215212,33367185,33560120,33676210,33680602,	33215426,33367268,33560210,33676385,33681042,	0	NPAS3	cmpl	cmpl	0,1,0,0,1,
1	ENST00000311459.11	chr14	+	50312640	50334907	50313020	50325723	5	50312640,50321482,50322510,50323944,50325608,	50313060,50321594,50322719,50324116,50334907,	0	ATP5S	cmpl	cmpl	0,1,2,1,2,
1	ENST00000358473.1	chr14	+	50319233	50335558	50319233	50335558	6	50319233,50322510,50323944,50325608,50332021,50335458,	50319301,50322719,50324116,50325645,50332236,50335558,	0	ATP5S	cmpl	cmpl	0,2,1,2,0,2,
