#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	ENST00000399069.7	chr16	+	25111728	25178231	25111883	25178023	11	25111728,25128474,25132401,25140170,25151553,25161101,25164597,25169111,25170713,25174936,25178000,	25111996,25128566,25132523,25140247,25151615,25161204,25164718,25169213,25170805,25175034,25178231,	0	LCMT1	cmpl	cmpl	0,2,1,0,2,1,2,0,0,2,1,
1	ENST00000380966.8	chr16	+	25111734	25178023	25111883	25178023	9	25111734,25128474,25132401,25140170,25164597,25169111,25170713,25174936,25178000,	25111996,25128566,25132523,25140247,25164718,25169213,25170805,25175034,25178023,	0	LCMT1	cmpl	cmpl	0,2,1,0,2,0,0,2,1,
1	ENST00000394688.7	chr16	-	50315956	50368934	50319210	50368774	17	50315956,50319886,50320247,50320662,50321981,50323586,50325747,50326283,50328668,50333573,50334710,50339975,50350022,50354424,50354792,50368089,50368725,	50319266,50320030,50320391,50320774,50322038,50323698,50325883,50326391,50328744,50333697,50334895,50340086,50350167,50354482,50354922,50368298,50368934,	0	BRD7	cmpl	cmpl	1,1,1,0,0,2,1,1,0,2,0,0,2,1,0,1,0,
1	ENST00000394689.2	chr16	-	50319029	50368779	50319210	50368774	17	50319029,50319886,50320247,50320662,50321981,50323586,50325747,50326283,50328668,50333573,50334710,50339975,50350022,50354424,50354792,50368089,50368725,	50319266,50320030,50320391,50320777,50322038,50323698,50325883,50326391,50328744,50333697,50334895,50340086,50350167,50354482,50354922,50368298,50368779,	0	BRD7	cmpl	cmpl	1,1,1,0,0,2,1,1,0,2,0,0,2,1,0,1,0,
1	ENST00000245206.9	chr16	-	58707130	58734357	58708170	58734228	10	58707130,58709416,58716013,58716662,58718195,58718526,58719195,58722149,58723745,58734139,	58708293,58709567,58716179,58716813,58718300,58718688,58719255,58722278,58723902,58734357,	0	GOT2	cmpl	cmpl	0,2,1,0,0,0,0,0,2,0,
1	ENST00000434819.2	chr16	-	58707817	58734326	58708170	58734228	9	58707817,58709416,58716013,58716662,58718195,58718526,58719195,58723745,58734139,	58708293,58709567,58716179,58716813,58718300,58718688,58719255,58723902,58734326,	0	GOT2	cmpl	cmpl	0,2,1,0,0,0,0,2,0,
9	ENST00000262304.8	chr16	-	2088709	2135898	2089726	2135689	46	2088709,2090284,2090673,2090883,2091422,2091780,2092046,2092479,2092953,2093543,2093810,2094091,2097147,2097318,2097727,2097867,2099643,2099860,2100165,2100395,2102060,2102380,2102813,2103265,2104497,2105321,2105864,2106090,2106397,2106804,2107882,2108251,2112339,2112787,2113160,2114169,2115377,2115991,2116528,2116832,2117488,2117790,2118675,2119113,2119306,2135474,	2090194,2090590,2090808,2091174,2091597,2091906,2092188,2092592,2093093,2093738,2094013,2094210,2097241,2097503,2097780,2097984,2099770,2100071,2100309,2100566,2102256,2102633,2102970,2103895,2104642,2105474,2106024,2106304,2106677,2106948,2108032,2111871,2112473,2112963,2113292,2114925,2115625,2116118,2116644,2117053,2117672,2118462,2118845,2119185,2119378,2135898,	0	PKD1	cmpl	cmpl	0,0,0,0,2,2,1,2,0,0,1,2,1,2,0,0,2,1,1,1,0,2,1,1,0,0,2,1,0,0,0,1,2,0,0,0,1,0,1,2,1,1,2,2,2,0,
9	ENST00000423118.5	chr16	-	2088709	2135898	2089726	2135689	46	2088709,2090284,2090673,2090883,2091422,2091780,2092046,2092479,2092953,2093543,2093810,2094091,2097147,2097318,2097727,2097867,2099643,2099860,2100165,2100395,2102060,2102380,2102813,2103265,2104497,2105321,2105864,2106090,2106397,2106804,2107882,2108251,2112339,2112787,2113160,2114169,2115377,2115991,2116528,2116832,2117488,2117790,2118675,2119113,2119306,2135474,	2090194,2090590,2090808,2091174,2091597,2091906,2092188,2092592,2093093,2093738,2094013,2094210,2097241,2097503,2097777,2097984,2099770,2100071,2100309,2100566,2102256,2102633,2102970,2103895,2104642,2105474,2106024,2106304,2106677,2106948,2108032,2111871,2112473,2112963,2113292,2114925,2115625,2116118,2116644,2117053,2117672,2118462,2118845,2119185,2119378,2135898,	0	PKD1	cmpl	cmpl	0,0,0,0,2,2,1,2,0,0,1,2,1,2,0,0,2,1,1,1,0,2,1,1,0,0,2,1,0,0,0,1,2,0,0,0,1,0,1,2,1,1,2,2,2,0,
9	ENST00000399609.7	chr16	-	4189373	4242080	4192152	4242067	6	4189373,4195552,4197798,4203165,4204532,4242006,	4192964,4195786,4197915,4203261,4204634,4242080,	0	SRL	cmpl	cmpl	1,1,1,1,1,0,
9	ENST00000537996.1	chr16	-	4191809	4239743	4192152	4204569	6	4191809,4195552,4197798,4203165,4204532,4239633,	4192964,4195786,4197915,4203261,4204634,4239743,	0	SRL	cmpl	cmpl	1,1,1,1,0,-1,
9	ENST00000569895.3	chr16	+	5239801	6776014	5239801	5239801	7	5239801,5467215,5598901,5867302,6316994,6654602,6775732,	5240105,5467254,5598961,5867335,6317057,6654650,6776014,	0	RP11-420N3.3	none	none	-1,-1,-1,-1,-1,-1,-1,
9	ENST00000585867.2	chr16	+	5239814	5600151	5239814	5239814	3	5239814,5467215,5598901,	5240105,5467254,5600151,	0	RP11-420N3.2	none	none	-1,-1,-1,
9	ENST00000553186.5	chr16	+	6019130	7710840	7052071	7710745	15	6019130,6316994,6654602,7052056,7518146,7579776,7587246,7595548,7597370,7607284,7653814,7664928,7676773,7709055,7710622,	6019992,6317057,6654650,7052098,7518389,7579920,7587300,7595641,7597431,7607338,7653947,7664968,7676838,7709131,7710840,	0	RBFOX1	cmpl	cmpl	-1,-1,-1,0,0,0,0,0,0,1,1,2,0,2,0,
9	ENST00000550418.5	chr16	+	6019130	7713338	7052071	7710745	16	6019130,6316994,6654602,7052056,7518146,7579776,7587246,7595548,7597370,7607284,7630602,7653814,7664928,7676773,7709055,7710622,	6019992,6317057,6654650,7052098,7518389,7579920,7587300,7595641,7597431,7607338,7630683,7653947,7664968,7676838,7709131,7713338,	0	RBFOX1	cmpl	cmpl	-1,-1,-1,0,0,0,0,0,0,1,1,1,2,0,2,0,
9	ENST00000547372.5	chr16	+	6019592	7711458	6019898	7709641	17	6019592,6316994,6654602,7052056,7518146,7579776,7587246,7595548,7597370,7607284,7630602,7653814,7664928,7676773,7693314,7709055,7709493,	6019901,6317057,6654650,7052098,7518389,7579920,7587300,7595641,7597431,7607338,7630683,7653947,7664968,7676838,7693367,7709131,7711458,	0	RBFOX1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,2,
9	ENST00000422070.8	chr16	+	6019702	7709781	6019898	7709571	16	6019702,6316994,6654602,7052056,7518146,7579776,7587246,7595548,7597370,7607284,7630602,7653814,7664928,7676773,7709055,7709493,	6019901,6317057,6654650,7052098,7518389,7579920,7587300,7595641,7597431,7607338,7630683,7653947,7664968,7676838,7709131,7709781,	0	RBFOX1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,0,
9	ENST00000535565.6	chr16	+	6483178	7709776	6483499	7709641	14	6483178,6654602,7052056,7518146,7587246,7597370,7607284,7630602,7653814,7664928,7676773,7693314,7709055,7709493,	6483544,6654650,7052098,7518389,7587300,7597431,7607338,7630683,7653947,7664968,7676838,7693367,7709131,7709776,	0	RBFOX1	cmpl	cmpl	0,0,0,0,0,0,1,1,1,2,0,2,1,2,
