#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
0	ENST00000262210.9	chr8	+	67064367	67196263	67064398	67195593	29	67064367,67074242,67076481,67086006,67093542,67095292,67103036,67105904,67111971,67113804,67115913,67118247,67118742,67131950,67137455,67149782,67154023,67158446,67158990,67161810,67163731,67164390,67172415,67175295,67177679,67179862,67190649,67193463,67195381,	67064496,67074351,67076581,67086110,67093641,67095732,67103135,67105975,67112065,67113862,67116122,67118369,67118821,67132080,67137603,67149935,67154136,67158596,67159137,67161915,67163798,67164508,67172555,67175436,67177726,67179926,67190759,67193602,67196263,	0	CSPP1	cmpl	cmpl	0,2,0,1,0,0,2,2,1,2,0,2,1,2,0,1,1,0,0,0,0,1,2,1,1,0,1,0,1,
0	ENST00000519668.1	chr8	+	67083847	67195611	67095664	67195593	26	67083847,67086006,67093542,67095292,67103036,67105904,67111971,67113804,67115913,67118247,67118742,67131950,67137455,67154023,67158446,67158990,67161810,67163731,67164390,67172415,67175295,67177679,67179862,67190649,67193463,67195381,	67084338,67086110,67093641,67095732,67103135,67105975,67112065,67113862,67116122,67118369,67118821,67132080,67137603,67154136,67158596,67159137,67161915,67163798,67164508,67172555,67175436,67177726,67179926,67190759,67193602,67195611,	0	CSPP1	cmpl	cmpl	-1,-1,-1,0,2,2,1,2,0,2,1,2,0,1,0,0,0,0,1,2,1,1,0,1,0,1,
0	ENST00000523317.1	chr8	-	134211864	134320447	134211864	134211864	2	134211864,134320363,	134212206,134320447,	0	RP11-513H8.1	none	none	-1,-1,
1	ENST00000521411.2	chr8	-	16676904	16915044	16676904	16676904	4	16676904,16783187,16844104,16914917,	16677074,16783282,16844255,16915044,	0	RP11-13N12.1	none	none	-1,-1,-1,-1,
1	ENST00000256257.1	chr8	-	33547754	33567125	33548752	33566723	6	33547754,33549409,33551043,33551343,33558614,33566698,	33548867,33549492,33551085,33551389,33558771,33567125,	0	RNF122	cmpl	cmpl	2,0,0,2,1,0,
1	ENST00000265713.6	chr8	-	41929478	42051987	41932204	42048977	17	41929478,41937255,41940841,41942792,41943747,41946590,41947750,41949221,41955295,41974703,41977007,41978641,41980845,41981838,41987454,42048377,42051900,	41934867,41937568,41941444,41943000,41943979,41946684,41947912,41949363,41955411,41974822,41977327,41978777,41980927,41981954,41987563,42049302,42051987,	0	KAT6A	cmpl	cmpl	1,0,0,2,1,0,0,2,0,1,2,1,0,1,0,0,-1,
1	ENST00000396930.3	chr8	-	41929478	42051987	41932204	42048977	18	41929478,41937255,41940841,41942792,41943747,41946590,41947750,41949221,41955295,41974703,41977007,41978641,41980845,41981838,41987454,42048377,42049575,42051900,	41934867,41937568,41941444,41943000,41943979,41946684,41947912,41949363,41955411,41974822,41977327,41978777,41980927,41981954,41987563,42049302,42049707,42051987,	0	KAT6A	cmpl	cmpl	1,0,0,2,1,0,0,2,0,1,2,1,0,1,0,0,-1,-1,
1	ENST00000406337.5	chr8	-	41929478	42051987	41932204	42048977	18	41929478,41937255,41940841,41942792,41943747,41946590,41947750,41949221,41955295,41974703,41977007,41978641,41980845,41981838,41987454,42048377,42049619,42051900,	41934867,41937568,41941444,41943000,41943979,41946684,41947912,41949363,41955411,41974822,41977327,41978777,41980927,41981954,41987563,42049302,42049707,42051987,	0	KAT6A	cmpl	cmpl	1,0,0,2,1,0,0,2,0,1,2,1,0,1,0,0,-1,-1,
1	ENST00000485568.5	chr8	-	41942048	42051987	41942780	42048977	14	41942048,41943747,41946590,41947750,41949221,41955295,41974703,41977007,41978641,41980845,41981838,41987454,42048377,42051900,	41943000,41943979,41946684,41947912,41949363,41955411,41974822,41977327,41978777,41980927,41981954,41987563,42049302,42051987,	0	KAT6A	cmpl	cmpl	2,1,0,0,2,0,1,2,1,0,1,0,0,-1,
1	ENST00000518864.5	chr8	+	49909788	50792829	50394238	50792829	20	49909788,49910891,50172560,50394211,50402209,50438542,50449667,50450555,50450687,50502777,50530176,50536677,50553049,50590878,50656908,50658591,50704599,50708885,50752000,50792670,	49909904,49911044,50172635,50394265,50402344,50438599,50449725,50450599,50450729,50502880,50530259,50536808,50553179,50590917,50657025,50658663,50704752,50708978,50752111,50792829,	0	SNTG1	cmpl	cmpl	-1,-1,-1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,
