name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc284pki.1	chr19	+	68402	69178	68402	68402	1	68402,	69178,		ENST00000632280.1
uc284pkj.1	chr19	+	69166	69972	69166	69166	1	69166,	69972,		ENST00000631744.1
uc284pkk.1	chr19	+	71777	72718	71777	71777	2	71777,72584,	72274,72718,		ENST00000633603.1
uc032hiw.1	chr19	+	71972	72110	71972	71972	1	71972,	72110,		ENST00000408051.1
uc284pkl.1	chr19	-	76162	77686	76162	76162	3	76162,76885,77329,	76783,77090,77686,		ENST00000631376.1
uc284pkm.1	chr19	-	76219	77659	76219	76219	2	76219,77329,	77090,77659,		ENST00000632948.1
uc002loc.2	chr19	+	107460	111696	110678	111596	2	107460,110624,	107555,111696,	Q8NGA8	ENST00000585993.2
uc060qnf.1	chr19	+	110612	111417	110612	110612	1	110612,	111417,		ENST00000618231.1
uc060qng.1	chr19	+	110642	111696	110678	111596	1	110642,	111696,	Q8NGA8	ENST00000318050.4
uc284pkn.1	chr19	+	176895	177913	176895	176895	1	176895,	177913,		ENST00000633154.1
uc284pko.1	chr19	-	198263	200507	198263	198263	2	198263,200390,	198595,200507,		ENST00000632790.1
uc284pkp.1	chr19	-	199375	201002	199375	199375	2	199375,200390,	199611,201002,		ENST00000633808.1
uc284pkq.1	chr19	-	199834	200736	199834	199834	2	199834,200390,	200049,200736,		ENST00000632102.1
uc284pkr.1	chr19	-	200111	202192	200111	200111	3	200111,201755,202040,	201662,201813,202192,		ENST00000631858.1
uc284pks.1	chr19	-	201196	203987	201196	201196	3	201196,201755,203946,	201662,201813,203987,		ENST00000633402.1
uc284pkt.1	chr19	-	201216	205459	201216	201216	2	201216,205169,	201662,205459,		ENST00000631764.1
uc284pku.1	chr19	-	201251	205606	201251	201251	3	201251,205169,205454,	201662,205227,205606,		ENST00000632747.1
uc284pkv.1	chr19	-	201346	209396	201346	201346	5	201346,201755,203870,208326,209224,	201662,201813,204065,208391,209396,		ENST00000633344.1
uc284pkw.1	chr19	-	201353	204024	201353	201353	2	201353,203874,	201662,204024,		ENST00000631412.1
uc284pkx.1	chr19	-	201359	205598	201359	201359	5	201359,201755,203874,205169,205454,	201662,201813,204065,205227,205598,		ENST00000631484.1
uc284pky.1	chr19	-	201361	204079	201361	201361	3	201361,201755,203874,	201662,201813,204079,		ENST00000631864.1
uc284pkz.1	chr19	-	201403	208387	201403	201403	5	201403,201636,201755,203874,208326,	201445,201662,201813,204065,208387,		ENST00000634022.1
uc284pla.1	chr19	-	201408	202158	201408	201408	2	201408,201755,	201662,202158,		ENST00000631988.1
uc284plb.1	chr19	-	201454	205327	201454	201454	4	201454,201755,203874,205169,	201662,201813,204065,205327,		ENST00000631797.1
uc284plc.1	chr19	-	201522	209379	201522	201522	5	201522,201755,203874,208326,209224,	201662,201813,204065,208391,209379,		ENST00000633773.1
uc284pld.1	chr19	-	203904	209604	203904	203904	3	203904,208326,209235,	204065,208391,209604,		ENST00000633199.1
uc284ple.1	chr19	-	203936	205598	203936	203936	4	203936,204843,205169,205454,	204069,205076,205227,205598,		ENST00000633592.1
uc284plf.1	chr19	-	203940	205946	203940	203940	4	203940,204833,205169,205454,	204065,205076,205227,205946,		ENST00000632086.1
uc284plg.1	chr19	-	203950	205589	203950	203950	4	203950,204817,205169,205454,	204065,205076,205227,205589,		ENST00000633951.1
uc284plh.1	chr19	-	203961	209316	203961	203961	5	203961,204843,205169,208326,209235,	204065,205076,205227,208391,209316,		ENST00000633363.1
uc284pli.1	chr19	-	203970	209370	203970	203970	6	203970,204843,205169,208326,208957,209235,	203994,205076,205227,208391,209014,209370,		ENST00000632351.1
uc284plj.1	chr19	-	203973	205411	203973	203973	3	203973,204843,205169,	204065,205076,205411,		ENST00000631401.1
uc284plk.1	chr19	-	203975	209644	203975	203975	4	203975,205169,208326,209235,	204065,205227,208391,209644,		ENST00000631832.1
uc284pll.1	chr19	-	204011	209369	204011	204011	5	204011,204843,205169,208326,209224,	204065,205076,205227,208391,209369,		ENST00000634025.1
uc284plm.1	chr19	-	204015	205946	204015	204015	3	204015,205169,205454,	204065,205227,205946,		ENST00000632405.1
uc284pln.1	chr19	-	204920	211866	204920	204920	6	204920,205169,208326,208957,209768,211761,	205076,205227,208391,209014,209866,211866,		ENST00000631772.1
uc284plo.1	chr19	-	208187	212219	208187	208187	3	208187,211761,212017,	208391,211885,212219,		ENST00000633151.1
uc284plp.1	chr19	-	208247	209654	208247	208247	2	208247,209235,	208391,209654,		ENST00000633674.1
uc284plq.1	chr19	-	209218	224007	209218	209218	4	209218,211761,221140,223937,	209432,211885,221205,224007,		ENST00000631644.1
