#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
0	ENST00000359626.9	chr7	+	66996814	67239514	66996978	67238529	16	66996814,66998064,66998816,67009582,67014366,67017852,67024899,67049948,67055834,67067284,67083429,67098540,67117482,67183125,67195169,67238307,	66996982,66998195,66998954,67009684,67014561,67018143,67025022,67050066,67055887,67067403,67083539,67098718,67117618,67183236,67195337,67239514,	0	TYW1	cmpl	cmpl	0,1,0,0,0,0,0,0,1,0,2,1,2,0,0,0,
0	ENST00000615572.4	chr7	+	66996819	67239519	66996978	67238529	15	66996819,66998064,67009582,67014366,67017852,67024899,67049948,67067284,67067335,67083429,67098540,67117482,67183125,67195169,67238307,	66996982,66998195,67009684,67014561,67018143,67025022,67050066,67067334,67067403,67083539,67098718,67117618,67183236,67195337,67239519,	0	TYW1	cmpl	cmpl	0,1,0,0,0,0,0,1,0,2,1,2,0,0,0,
0	ENST00000285928.2	chr7	+	134127298	134264591	134127367	134263975	20	134127298,134137022,134139435,134143061,134148237,134158034,134163396,134174555,134176976,134178502,134183733,134191654,134196991,134199219,134201480,134221778,134247555,134248950,134258256,134263844,	134127664,134137130,134139517,134143162,134148319,134158159,134163540,134174636,134177063,134178609,134183853,134191751,134197105,134199421,134201576,134221918,134247644,134249076,134258405,134264591,	0	LRGUK	cmpl	cmpl	0,0,0,1,0,1,0,0,0,0,2,2,0,0,1,1,0,2,2,1,
1	ENST00000262067.4	chr7	+	16753534	16784536	16753967	16783491	6	16753534,16776210,16777041,16777797,16779002,16783416,	16754030,16776378,16777122,16777911,16779116,16784536,	0	TSPAN13	cmpl	cmpl	0,0,0,0,0,0,
1	ENST00000409280.5	chr7	-	25134696	25180354	25135971	25179308	10	25134696,25142240,25142639,25151595,25155010,25158500,25161188,25168288,25179174,25180069,	25136793,25142332,25142814,25151684,25155192,25158530,25161260,25168465,25179332,25180354,	0	C7orf31	cmpl	cmpl	0,1,0,1,2,2,2,2,0,-1,
1	ENST00000283905.7	chr7	-	25135734	25180300	25135971	25179308	10	25135734,25142240,25142639,25151595,25155010,25158500,25161188,25168288,25179174,25179661,	25136793,25142332,25142814,25151684,25155192,25158530,25161260,25168465,25179332,25180300,	0	C7orf31	cmpl	cmpl	0,1,0,1,2,2,2,2,0,-1,
1	ENST00000242067.10	chr7	+	33129531	33606068	33146252	33605226	23	33129531,33146241,33152700,33155637,33177477,33257235,33264289,33273011,33273826,33336440,33340896,33344580,33349067,33351218,33352858,33357854,33367766,33383665,33387991,33505462,33533953,33604864,33605194,	33130041,33146364,33152851,33155702,33177591,33257410,33264374,33273195,33273956,33336622,33340973,33344634,33349170,33351323,33352873,33357995,33367862,33383838,33388144,33505645,33534176,33604975,33606068,	0	BBS9	cmpl	cmpl	-1,0,1,2,1,1,2,0,1,2,1,0,0,1,1,1,1,1,0,0,0,1,1,
1	ENST00000350941.7	chr7	+	33129539	33606068	33146252	33605226	21	33129539,33146241,33152700,33155637,33177477,33257235,33264289,33273011,33273826,33336440,33340896,33344580,33349067,33357854,33367766,33383665,33387991,33505462,33533953,33604864,33605194,	33130041,33146364,33152851,33155702,33177591,33257410,33264374,33273195,33273956,33336622,33340973,33344634,33349170,33357995,33367862,33383838,33388144,33505645,33534176,33604975,33606068,	0	BBS9	cmpl	cmpl	-1,0,1,2,1,1,2,0,1,2,1,0,0,1,1,1,0,0,0,1,1,
1	ENST00000355070.6	chr7	+	33129539	33606068	33146252	33605226	22	33129539,33146241,33152700,33155637,33177477,33257235,33264289,33273011,33273826,33336440,33340896,33344580,33349067,33351218,33357854,33367766,33383665,33387991,33505462,33533953,33604864,33605194,	33130041,33146364,33152851,33155702,33177591,33257410,33264374,33273195,33273956,33336622,33340973,33344634,33349170,33351323,33357995,33367862,33383838,33388144,33505645,33534176,33604975,33606068,	0	BBS9	cmpl	cmpl	-1,0,1,2,1,1,2,0,1,2,1,0,0,1,1,1,1,0,0,0,1,1,
1	ENST00000396127.6	chr7	+	33129539	33606068	33146252	33605226	22	33129539,33146241,33152700,33155637,33177477,33257235,33264289,33273011,33273826,33336440,33340896,33344580,33349067,33352858,33357854,33367766,33383665,33387991,33505462,33533953,33604864,33605194,	33130041,33146364,33152851,33155702,33177591,33257410,33264374,33273195,33273956,33336622,33340973,33344634,33349170,33352873,33357995,33367862,33383838,33388144,33505645,33534176,33604975,33606068,	0	BBS9	cmpl	cmpl	-1,0,1,2,1,1,2,0,1,2,1,0,0,1,1,1,1,0,0,0,1,1,
