name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc062bdo.1	chr22	-	10736170	10736283	10736170	10736170	1	10736170,	10736283,		ENST00000615943.1
uc062bdp.1	chr22	-	10936022	10936161	10936022	10936022	1	10936022,	10936161,		ENST00000618365.1
uc062bdq.1	chr22	-	11065973	11067346	11065973	11067346	2	11065973,11067334,	11066015,11067346,	A0A096LP46	ENST00000623473.1
uc062bdr.1	chr22	+	11066500	11068089	11066500	11068089	2	11066500,11067984,	11066515,11068089,	A0A0B4J2H2	ENST00000624155.1
uc062bds.1	chr22	-	11249808	11249959	11249808	11249808	1	11249808,	11249959,		ENST00000612732.1
uc062bdt.1	chr22	-	11253604	11253719	11253604	11253604	1	11253604,	11253719,		ENST00000614148.1
uc062bdu.1	chr22	-	11275564	11275637	11275564	11275564	1	11275564,	11275637,		ENST00000614087.1
uc062bdv.1	chr22	+	11456855	11456937	11456855	11456855	1	11456855,	11456937,		ENST00000621672.1
uc062bdw.1	chr22	-	11478157	11478241	11478157	11478157	1	11478157,	11478241,		ENST00000610677.1
uc062bdx.1	chr22	-	11607866	11607939	11607866	11607866	1	11607866,	11607939,		ENST00000619651.1
uc062bdy.1	chr22	+	11628659	11628774	11628659	11628659	1	11628659,	11628774,		ENST00000613866.1
uc062bdz.1	chr22	+	11685894	11685976	11685894	11685894	1	11685894,	11685976,		ENST00000612723.1
uc062bea.1	chr22	-	12629371	12629473	12629371	12629371	1	12629371,	12629473,		ENST00000616285.1
uc062beb.1	chr22	-	12779258	12779341	12779258	12779258	1	12779258,	12779341,		ENST00000610386.1
uc062bec.1	chr22	-	12779975	12780057	12779975	12779975	1	12779975,	12780057,		ENST00000618158.1
uc062bed.1	chr22	-	12780119	12780203	12780119	12780119	1	12780119,	12780203,		ENST00000621797.1
uc062bee.1	chr22	+	15273854	15273961	15273854	15273854	1	15273854,	15273961,		ENST00000613107.1
uc062bef.1	chr22	-	15282556	15288670	15282556	15282556	1	15282556,	15288670,		ENST00000623391.1
uc062beg.1	chr22	-	15298377	15304556	15298377	15298377	1	15298377,	15304556,		ENST00000623199.1
uc011agd.3	chr22	+	15528157	15529139	15528158	15529139	1	15528157,	15529139,	Q8NG94	ENST00000252835.4
uc062beh.1	chr22	-	15557576	15560694	15557576	15557576	3	15557576,15560155,15560524,	15558591,15560264,15560694,		ENST00000444162.1
uc062bei.1	chr22	-	15600907	15604882	15600907	15600907	3	15600907,15604051,15604841,	15602514,15604133,15604882,		ENST00000428118.1
uc010gqp.3	chr22	+	15690025	15721522	15690077	15719777	11	15690025,15695370,15695644,15698661,15700077,15702685,15708019,15709781,15710867,15719659,15721285,	15690709,15695485,15695818,15698768,15700215,15702756,15708090,15709826,15711034,15719778,15721522,	Q6S545	ENST00000343518.10
