#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	ENST00000623860.2	chr21	+	8380664	8410645	8380664	8380664	7	8380664,8383783,8405959,8406183,8407345,8409172,8410178,	8380972,8384098,8406056,8407184,8407437,8409390,8410645,	0	CH507-528H12.1	none	none	-1,-1,-1,-1,-1,-1,-1,
1	ENST00000444868.2	chr21	-	16754518	16815688	16754518	16754518	3	16754518,16755679,16815621,	16754770,16755798,16815688,	0	AP000473.6	none	none	-1,-1,-1,
1	ENST00000356577.8	chr21	+	33542617	33577481	33543092	33576424	12	33542617,33546212,33549475,33557155,33559229,33559586,33567156,33568970,33573307,33575595,33575777,33576364,	33543169,33546379,33555391,33557316,33559376,33559775,33567267,33569087,33573455,33575667,33575893,33577481,	0	SON	cmpl	cmpl	0,2,1,1,0,0,0,0,0,1,1,0,
1	ENST00000381692.6	chr21	+	33543051	33577481	33543092	33576424	11	33543051,33546212,33557155,33559229,33559586,33567156,33568970,33573307,33575595,33575777,33576364,	33543169,33546379,33557316,33559376,33559775,33567267,33569087,33573455,33575667,33575893,33577481,	0	SON	cmpl	cmpl	0,2,1,0,0,0,0,0,1,1,0,
1	ENST00000300278.8	chr21	+	33543063	33560667	33543092	33560131	7	33543063,33546212,33549475,33557155,33559229,33559586,33559876,	33543169,33546379,33555391,33557316,33559376,33559775,33560667,	0	SON	cmpl	cmpl	0,2,1,1,0,0,0,
1	ENST00000381679.8	chr21	+	33543064	33559056	33543092	33557551	5	33543064,33546212,33549475,33557155,33557545,	33543169,33546379,33555391,33557316,33559056,	0	SON	cmpl	cmpl	0,2,1,1,0,
1	ENST00000380486.3	chr21	-	41885111	41953890	41889123	41953648	14	41885111,41899052,41901621,41905723,41906991,41907659,41909458,41912331,41914597,41918104,41918855,41921971,41942146,41953369,	41889344,41899362,41901749,41905837,41907166,41907784,41909523,41912440,41914721,41918227,41918960,41922085,41942245,41953890,	0	C2CD2	cmpl	cmpl	1,0,1,1,0,1,2,1,0,0,0,0,0,0,
9	ENST00000623753.1	chr21	-	5232667	5243833	5232667	5232667	2	5232667,5243702,	5232924,5243833,	0	RP11-717F1.1	none	none	-1,-1,
10	ENST00000612267.1	chr21	+	10482737	10605716	10482737	10482737	32	10482737,10485617,10491245,10491539,10496912,10497354,10498856,10499474,10500806,10514121,10516317,10524579,10527354,10538680,10541111,10542394,10552656,10559493,10561029,10567669,10569436,10569682,10570484,10577459,10578336,10578516,10590461,10592292,10598014,10602057,10603561,10605416,	10482859,10485734,10491347,10491644,10497109,10497519,10498986,10499540,10501019,10514250,10516437,10524688,10527412,10538734,10541165,10542448,10552716,10559544,10561191,10567789,10569536,10569746,10570549,10577520,10578418,10578605,10590523,10592373,10598094,10602150,10603632,10605716,	0	AL078471.5	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
10	ENST00000299443.5	chr21	+	13610176	13641585	13610228	13641566	11	13610176,13615122,13615396,13618348,13620157,13622804,13628381,13629855,13630940,13639514,13641344,	13610749,13615237,13615570,13618455,13620295,13622875,13628452,13629900,13631107,13639638,13641585,	0	POTED	cmpl	cmpl	0,2,0,0,2,2,1,0,0,2,0,
11	ENST00000420255.1	chr21	-	22009157	22098459	22009157	22009157	6	22009157,22016299,22041219,22042944,22096528,22098312,	22009358,22016410,22041435,22043108,22096586,22098459,	0	AP000472.2	none	none	-1,-1,-1,-1,-1,-1,
11	ENST00000421604.1	chr21	+	23065490	23131206	23065490	23065490	5	23065490,23067918,23108819,23128640,23131022,	23065669,23068036,23109002,23128738,23131206,	0	AP001255.2	none	none	-1,-1,-1,-1,-1,
12	ENST00000608591.5	chr21	+	26170870	26217381	26170870	26170870	3	26170870,26214744,26215701,	26171052,26214861,26217381,	0	AP000230.1	none	none	-1,-1,-1,
12	ENST00000609365.1	chr21	+	26170915	26215941	26170915	26170915	4	26170915,26180536,26214744,26215701,	26171052,26180601,26214861,26215941,	0	AP000230.1	none	none	-1,-1,-1,-1,
12	ENST00000504298.1	chr21	+	29351633	29361894	29351633	29351633	4	29351633,29352578,29361030,29361551,	29351813,29352663,29361243,29361894,	0	BACH1-IT1	none	none	-1,-1,-1,-1,
12	ENST00000613611.1	chr21	-	30348074	30425912	30348074	30425912	3	30348074,30372012,30425836,	30348371,30372125,30425912,	0	KRTAP13-2	cmpl	cmpl	0,1,0,
12	ENST00000286827.7	chr21	-	31118415	31558977	31120367	31266972	29	31118415,31124521,31127064,31130212,31130889,31135932,31141117,31141324,31146894,31152635,31153065,31154246,31164961,31182420,31187000,31195223,31202907,31210044,31213397,31217552,31223405,31225725,31245487,31251741,31266009,31276731,31339242,31463982,31558926,	31120837,31124694,31127152,31130315,31130948,31136041,31141236,31141504,31147003,31152761,31153134,31154426,31165065,31182645,31187087,31195305,31203012,31210215,31213472,31217699,31223591,31225950,31245660,31252189,31266983,31276908,31339422,31464035,31558977,	0	TIAM1	cmpl	cmpl	1,2,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,
12	ENST00000541036.5	chr21	-	31118417	31558977	31120367	31266972	27	31118417,31124521,31127064,31130212,31130889,31135932,31141117,31141324,31146894,31152635,31153065,31154246,31164961,31182420,31187000,31195223,31210044,31217552,31223405,31225725,31245487,31251741,31266009,31276731,31339242,31463982,31558926,	31120837,31124694,31127152,31130315,31130948,31136041,31141236,31141504,31147003,31152761,31153134,31154426,31165065,31182645,31187087,31195305,31210215,31217699,31223591,31225950,31245660,31252189,31266983,31276908,31339422,31464035,31558977,	0	TIAM1	cmpl	cmpl	1,2,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,
12	ENST00000300255.6	chr21	+	32412380	32515389	32412853	32515190	8	32412380,32453311,32457596,32467695,32495026,32501414,32503925,32514813,	32413013,32453508,32457720,32467848,32495170,32501495,32504015,32515389,	0	EVA1C	cmpl	cmpl	0,1,0,1,1,1,1,1,
12	ENST00000401402.7	chr21	+	32412684	32515397	32412853	32515190	7	32412684,32453311,32457596,32467695,32501414,32503925,32514813,	32413013,32453508,32457720,32467848,32501495,32504015,32515397,	0	EVA1C	cmpl	cmpl	0,1,0,1,1,1,1,
