name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc062gai.1	chr3	+	23756	24501	23756	23756	2	23756,23967,	23812,24501,		ENST00000440867.1
uc062gaj.1	chr3	-	53347	54346	53347	53347	2	53347,54292,	53692,54346,		ENST00000426697.1
uc062gak.1	chr3	-	195757	196859	195757	195757	4	195757,195995,196455,196606,	195914,196040,196508,196859,		ENST00000451839.5
uc062gal.1	chr3	-	195757	197199	195757	195757	4	195757,195995,196455,196966,	195914,196040,196508,197199,		ENST00000444879.5
uc062gam.1	chr3	-	195757	197341	195757	195757	5	195757,195995,196455,196606,196966,	195914,196040,196508,196702,197341,		ENST00000452919.1
uc003bot.4	chr3	+	196595	409417	319776	405711	28	196595,244612,319682,325958,328166,340793,341911,342983,344588,349358,354639,360283,361698,363216,365949,377817,382178,382473,383815,389251,390700,390954,391674,394692,398226,399016,401625,405494,	197063,244692,319867,326064,328354,340916,342082,343031,344709,349543,354771,360424,361810,363383,366115,377942,382280,382671,383886,389474,390816,391159,391797,394872,398385,399148,401698,409417,	O00533	ENST00000256509.6
uc062gan.1	chr3	+	196770	246856	196770	196770	3	196770,244612,246567,	197063,244692,246856,		ENST00000481167.5
uc003bou.4	chr3	+	196770	406852	319776	405711	27	196770,244612,319682,325958,328166,340793,341911,344588,349358,354639,360283,361698,363216,365949,377817,382178,382473,383815,389251,390700,390954,391674,394692,398226,399016,401625,405494,	197063,244692,319867,326064,328354,340916,342082,344709,349543,354771,360424,361810,363383,366115,377942,382280,382671,383886,389474,390816,391159,391797,394872,398385,399148,401698,406852,	O00533	ENST00000397491.6
uc062gao.1	chr3	+	196782	326064	319776	326064	3	196782,319682,325958,	197063,319867,326064,	C9JEY3	ENST00000427688.5
uc062gap.1	chr3	+	197289	328259	319776	328259	5	197289,244612,319682,325958,328166,	197368,244692,319867,326064,328259,	C9JW79	ENST00000421198.5
uc003bov.3	chr3	+	197642	248601	197642	197642	3	197642,244612,246567,	198092,244692,248601,		ENST00000489224.5
uc062gaq.1	chr3	+	197643	399148	197646	197928	25	197643,244612,319682,325958,328166,340793,341911,344588,349358,354639,360283,361698,363216,365949,377817,382178,382473,383815,389251,390700,390954,391674,394692,398226,399016,	198092,244692,319867,326064,328354,340916,342082,344709,349543,354771,360424,361810,363383,366115,377942,382280,382671,383886,389474,390816,391159,391797,394872,398385,399148,	F8WEP4	ENST00000453040.5
uc062gar.1	chr3	+	198006	341946	319776	341946	6	198006,319682,325958,328166,340793,341911,	198092,319867,326064,328354,340916,341946,	C9J905	ENST00000435603.5
uc062gas.1	chr3	+	198013	213679	198013	198013	2	198013,213203,	198092,213679,		ENST00000486881.1
uc062gat.1	chr3	+	217534	328223	319776	328223	5	217534,244612,319682,325958,328166,	217700,244692,319867,326064,328223,	C9JH37	ENST00000449294.6
uc062gau.1	chr3	-	282688	282792	282688	282688	1	282688,	282792,		ENST00000516208.1
uc011asi.3	chr3	+	319682	409412	319776	405711	25	319682,325958,328166,340793,341911,342983,344588,349358,354639,360283,361698,363216,365949,377817,382178,382473,383815,389251,390700,390954,391674,394692,399016,401625,405494,	319867,326064,328354,340916,342082,343031,344709,349543,354771,360424,361810,363383,366115,377942,382280,382671,383886,389474,390816,391159,391797,394872,399148,401698,409412,	A0A087X0M8	ENST00000620033.4
uc062gav.1	chr3	+	319803	328458	319803	319803	3	319803,325958,328166,	319867,326064,328458,		ENST00000461289.2
uc062gaw.1	chr3	+	361697	363502	361697	361697	2	361697,363216,	361810,363502,		ENST00000471332.1
uc003box.2	chr3	-	363369	385795	363369	363369	3	363369,382566,385702,	364023,382732,385795,		ENST00000417612.1
uc062gax.1	chr3	-	363834	374052	363834	363834	2	363834,373816,	364023,374052,		ENST00000608098.1
uc062gay.1	chr3	+	373595	389340	373595	373595	6	373595,377817,382178,382473,383815,389251,	373661,377942,382280,382671,383886,389340,		ENST00000470880.6
uc062gaz.1	chr3	+	382185	384665	382185	382185	4	382185,382473,383815,384322,	382280,382671,383886,384665,		ENST00000470005.1
uc062gba.1	chr3	+	389444	405739	389444	405711	8	389444,390700,390954,391674,394692,399016,401625,405494,	389474,390816,391159,391797,394872,399148,401698,405739,	H7C0J0	ENST00000445697.1
uc003boy.1	chr3	+	536230	846015	536230	536230	5	536230,592104,750214,840714,842375,	536327,592183,750250,840810,846015,		ENST00000420823.5
uc062gbb.1	chr3	+	536252	842644	536252	536252	5	536252,592104,750214,827006,842375,	536327,592183,750250,827133,842644,		ENST00000442809.1
uc062gbc.1	chr3	+	857123	858091	857123	857123	2	857123,857744,	857273,858091,		ENST00000423193.1
uc062gbd.1	chr3	+	1008134	1012934	1008134	1008134	2	1008134,1009367,	1008266,1012934,		ENST00000451707.1
uc062gbe.1	chr3	-	1065579	1065875	1065579	1065579	1	1065579,	1065875,		ENST00000463924.3
uc003boz.5	chr3	+	1092575	1404217	1148008	1403418	23	1092575,1147926,1220686,1227817,1278412,1295600,1297888,1321649,1325814,1327456,1329784,1352323,1372298,1372837,1373603,1373923,1377004,1382941,1383292,1385610,1401432,1402317,1403317,	1093120,1148063,1220813,1227993,1278508,1295804,1297991,1321834,1325951,1327586,1329935,1352451,1372474,1372955,1373762,1374073,1377075,1383176,1383408,1385797,1401545,1402486,1404217,	Q9UQ52	ENST00000446702.6
uc062gbf.1	chr3	+	1092657	1403442	1092735	1092927	22	1092657,1220686,1227817,1278412,1295600,1297888,1321649,1325814,1327456,1329784,1352323,1372298,1372837,1373603,1373923,1377004,1382941,1383292,1385610,1401432,1402317,1403317,	1093120,1220813,1227993,1278508,1295804,1297991,1321834,1325951,1327586,1329935,1352451,1372474,1372955,1373762,1374073,1377075,1383176,1383408,1385797,1401545,1402486,1403442,	F8VWS7	ENST00000397479.6
uc003bpa.5	chr3	+	1092660	1403594	1148008	1403418	23	1092660,1147926,1220686,1227817,1278412,1295600,1297888,1321649,1325814,1327456,1329784,1352323,1372298,1372837,1373603,1373923,1377004,1382941,1383292,1385610,1401432,1402317,1403317,	1093129,1148063,1220813,1227993,1278508,1295804,1297991,1321834,1325951,1327586,1329935,1352451,1372474,1372955,1373762,1374073,1377075,1383176,1383408,1385797,1401545,1402486,1403594,	Q9UQ52	ENST00000350110.2
uc062gbg.1	chr3	+	1092721	1147967	1092735	1092927	3	1092721,1128266,1147926,	1093120,1128377,1147967,	F8VWS7	ENST00000413210.1
uc062gbh.1	chr3	+	1093023	1298369	1148019	1173285	8	1093023,1147926,1173203,1220686,1227817,1278412,1295600,1297888,	1093120,1148063,1173318,1220813,1227993,1278508,1295804,1298369,	F8WDQ0	ENST00000394261.2
uc062gbi.1	chr3	+	1401284	1402801	1401284	1401284	2	1401284,1402317,	1401545,1402801,		ENST00000485257.1
uc062gbj.1	chr3	-	1962380	1987470	1962380	1962380	2	1962380,1987368,	1962635,1987470,		ENST00000418972.1
uc062gbk.1	chr3	-	2088932	2089211	2088932	2088932	1	2088932,	2089211,		ENST00000411108.1
uc062gbl.1	chr3	+	2098812	2745687	2571503	2745687	5	2098812,2339177,2571415,2736214,2745521,	2098978,2339233,2571558,2736341,2745687,	C9JMQ2	ENST00000422330.5
uc062gbm.1	chr3	+	2098865	3042995	2571503	2887086	21	2098865,2099273,2339177,2571415,2736214,2745521,2819485,2866751,2887039,2900684,2902875,2925628,2988344,3026101,3030857,3034631,3037178,3038932,3040036,3042309,3042976,	2098978,2099649,2339233,2571558,2736341,2745697,2819581,2866949,2887224,2900821,2903005,2925779,2988472,3026277,3030975,3034790,3037328,3039003,3040271,3042422,3042995,	F8WD58	ENST00000427741.5
uc062gbn.1	chr3	+	2098887	2736323	2571503	2736323	6	2098887,2100557,2262345,2339177,2571415,2736214,	2098978,2100639,2262430,2339233,2571558,2736323,	C9JGK9	ENST00000455083.5
uc003bpc.4	chr3	+	2098925	3057953	2571503	3056220	25	2098925,2100557,2339177,2571415,2736214,2745521,2819485,2866751,2883144,2887039,2900684,2902875,2925628,2988344,3026101,3030854,3034631,3037178,3038932,3040036,3042309,3042976,3043591,3053806,3056119,	2098978,2100639,2339233,2571558,2736341,2745697,2819581,2866949,2883247,2887224,2900821,2903005,2925779,2988472,3026277,3030975,3034790,3037328,3039003,3040271,3042422,3043163,3043704,3053975,3057953,	Q8IWV2	ENST00000418658.5
uc062gbo.1	chr3	+	2098927	2099773	2098927	2098927	2	2098927,2099273,	2098978,2099773,		ENST00000490876.1
uc031rye.1	chr3	-	2110408	2144241	2110408	2110408	3	2110408,2132360,2144129,	2110632,2132450,2144241,		ENST00000447256.2
uc021wsg.2	chr3	+	2238828	3057953	2571503	3056220	24	2238828,2339177,2571415,2736214,2745521,2819485,2866751,2883144,2887039,2900684,2902875,2925628,2988344,3026101,3030854,3034631,3037178,3038932,3040036,3042309,3042976,3043591,3053806,3056119,	2239068,2339233,2571558,2736341,2745697,2819581,2866949,2883247,2887224,2900821,2903005,2925779,2988472,3026277,3030975,3034790,3037328,3039003,3040271,3042422,3043163,3043704,3053975,3057953,	Q8IWV2	ENST00000397461.5
uc062gbp.1	chr3	+	2511349	2989013	2511349	2511349	12	2511349,2571415,2736214,2745521,2819485,2866751,2883144,2887039,2900684,2902875,2925628,2988344,	2511697,2571558,2736341,2745697,2819581,2866949,2883247,2887224,2900821,2903005,2925779,2989013,		ENST00000438282.6
uc003bpd.2	chr3	+	2511588	3037676	2511588	2511588	16	2511588,2571415,2736214,2745521,2819485,2866751,2883144,2887039,2900684,2902875,2925628,2988344,3026101,3030854,3034631,3037178,	2511697,2571558,2736341,2745697,2819581,2866949,2883247,2887224,2900821,2903005,2925779,2988472,3026277,3030975,3034790,3037676,		ENST00000430505.6
uc062gbq.1	chr3	+	2511669	2745697	2571503	2745697	5	2511669,2571415,2629525,2736214,2745521,	2511697,2571558,2629579,2736341,2745697,	C9JIY1	ENST00000434053.5
uc062gbr.1	chr3	+	2571340	3057956	2571503	3056220	22	2571340,2736214,2745521,2819485,2866751,2883144,2887039,2900684,2902875,2925628,2988344,3026101,3030854,3034631,3037178,3038932,3040036,3042309,3042976,3043591,3053806,3056119,	2571558,2736341,2745697,2819581,2866949,2883247,2887224,2900821,2903005,2925779,2988472,3026277,3030975,3034790,3037328,3039003,3040271,3042422,3043163,3043704,3053975,3057956,	Q8IWV2	ENST00000427331.5
uc062gbs.1	chr3	+	2735872	2745627	2735872	2735872	2	2735872,2745521,	2736341,2745627,		ENST00000480113.1
uc062gbt.1	chr3	+	2866419	2887224	2866419	2866419	4	2866419,2866751,2883144,2887039,	2866501,2866949,2883247,2887224,		ENST00000473058.1
uc062gbu.1	chr3	+	2882738	2887095	2882738	2882738	2	2882738,2887039,	2883247,2887095,		ENST00000473173.1
uc003bpe.4	chr3	+	2892214	3056355	2900728	3056220	16	2892214,2900684,2902875,2925628,2988344,3026101,3030854,3034631,3037178,3038932,3040036,3042309,3042976,3043591,3053806,3056119,	2892260,2900821,2903005,2925779,2988472,3026277,3030975,3034790,3037328,3039003,3040271,3042422,3043163,3043704,3053975,3056355,	Q8IWV2	ENST00000397459.6
uc062gbv.1	chr3	+	2900710	2927631	2900710	2927337	4	2900710,2902875,2925628,2927297,	2900821,2903005,2925779,2927631,	H0Y8U1	ENST00000473845.1
