#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	NM_001290	chr4	-	16501533	16898809	16502642	16898485	8	16501533,16508534,16511980,16585921,16588709,16595702,16759157,16898353,	16502873,16508686,16512104,16586005,16588832,16595875,16759260,16898809,	0	LDB2	cmpl	cmpl	0,1,0,0,0,1,0,0,
1	NR_037934	chr4	+	25160671	25198505	25198505	25198505	2	25160671,25197467,	25160753,25198505,	0	SEPSECS-AS1	unk	unk	-1,-1,
1	NM_001304435	chr4	-	16501533	16898809	16503080	16898485	8	16501533,16508534,16511980,16585921,16588709,16595702,16759157,16898353,	16503131,16508686,16512104,16586005,16588832,16595875,16759260,16898809,	0	LDB2	cmpl	cmpl	0,1,0,0,0,1,0,0,
1	NM_018126	chr4	+	41935119	41960807	41935484	41954199	7	41935119,41938601,41939195,41943746,41944792,41949301,41954069,	41935529,41938696,41939383,41943814,41944926,41949385,41960807,	0	TMEM33	cmpl	cmpl	0,0,2,1,0,2,2,
1	NM_003501	chr4	-	8366281	8440725	8366960	8416521	18	8366281,8370907,8373560,8374977,8381491,8389172,8389611,8392332,8394619,8396936,8399555,8405954,8410211,8414291,8414853,8415765,8416377,8440647,	8367080,8370994,8373628,8375152,8381607,8389286,8389734,8392453,8394742,8397119,8399652,8406043,8410355,8414381,8414928,8415999,8416535,8440725,	0	ACOX3	cmpl	cmpl	0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,-1,
1	NR_130734	chr4	-	16750849	16898809	16898809	16898809	7	16750849,16752406,16759157,16888673,16889240,16893070,16898353,	16750927,16752458,16759260,16888758,16889367,16893099,16898809,	0	LDB2	unk	unk	-1,-1,-1,-1,-1,-1,-1,
1	NM_001304434	chr4	-	16501533	16898809	16502642	16898485	8	16501533,16508540,16511980,16585921,16588709,16595702,16759157,16898353,	16502873,16508686,16512104,16586005,16588832,16595875,16759260,16898809,	0	LDB2	cmpl	cmpl	0,1,0,0,0,1,0,0,
1	NM_001101667	chr4	-	8366281	8440725	8370947	8416521	17	8366281,8370907,8374977,8381491,8389172,8389611,8392332,8394619,8396936,8399555,8405954,8410211,8414291,8414853,8415765,8416377,8440647,	8367080,8370994,8375152,8381607,8389286,8389734,8392453,8394742,8397119,8399652,8406043,8410355,8414381,8414928,8415999,8416535,8440725,	0	ACOX3	cmpl	cmpl	-1,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,-1,
1	NM_001130834	chr4	-	16501533	16898809	16505877	16898485	9	16501533,16505839,16508534,16511980,16585921,16588709,16595702,16759157,16898353,	16502873,16505982,16508686,16512104,16586005,16588832,16595875,16759260,16898809,	0	LDB2	cmpl	cmpl	-1,0,1,0,0,0,1,0,0,
2	NR_046811	chr4	-	100660278	100675113	100675113	100675113	4	100660278,100665646,100674018,100675047,	100660669,100665760,100674271,100675113,	0	LINC01216	unk	unk	-1,-1,-1,-1,
2	NR_125920	chr4	-	92262497	92277302	92277302	92277302	3	92262497,92269242,92277049,	92263355,92269356,92277302,	0	LNCPRESS2	unk	unk	-1,-1,-1,
2	NR_103725	chr4	-	75479036	75509296	75509296	75509296	7	75479036,75490580,75491723,75491888,75494100,75508823,75509176,	75482666,75490701,75491782,75491933,75494179,75508935,75509296,	0	RCHY1	unk	unk	-1,-1,-1,-1,-1,-1,-1,
2	NM_001009922	chr4	-	75479036	75514430	75482537	75514286	8	75479036,75490580,75491723,75491888,75494100,75508819,75509176,75514196,	75482666,75490701,75491782,75491933,75494179,75508935,75509296,75514430,	0	RCHY1	cmpl	cmpl	0,2,0,0,2,0,0,0,
2	NM_001278536	chr4	-	75479036	75514430	75482537	75514286	8	75479036,75490580,75491610,75491723,75491888,75494100,75508819,75514196,	75482666,75490701,75491637,75491782,75491933,75494179,75508935,75514430,	0	RCHY1	cmpl	cmpl	0,2,2,0,0,2,0,0,
2	NM_001278537	chr4	-	75479036	75514430	75482537	75514286	7	75479036,75490580,75491723,75491888,75494100,75508819,75514196,	75482666,75490701,75491782,75491933,75494179,75508935,75514430,	0	RCHY1	cmpl	cmpl	0,2,0,0,2,0,0,
2	NM_001278538	chr4	-	75479036	75514430	75482537	75514264	9	75479036,75490580,75491610,75491723,75491888,75494100,75508819,75509176,75514240,	75482666,75490701,75491637,75491782,75491933,75494179,75508935,75509296,75514430,	0	RCHY1	cmpl	cmpl	0,2,2,0,0,2,0,0,0,
2	NM_001278539	chr4	-	75479036	75514430	75482537	75494124	9	75479036,75490580,75491610,75491723,75491888,75494100,75508823,75509176,75514154,	75482666,75490701,75491637,75491782,75491933,75494179,75508935,75509296,75514430,	0	RCHY1	cmpl	cmpl	0,2,2,0,0,0,-1,-1,-1,
2	NM_015436	chr4	-	75479036	75514430	75482537	75514286	9	75479036,75490580,75491610,75491723,75491888,75494100,75508819,75509176,75514196,	75482666,75490701,75491637,75491782,75491933,75494179,75508935,75509296,75514430,	0	RCHY1	cmpl	cmpl	0,2,2,0,0,2,0,0,0,
