name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc061ytv.1	chr21	+	5011798	5017145	5011798	5017100	4	5011798,5012547,5014385,5016934,	5011874,5012687,5014471,5017145,	A0A096LPK6	ENST00000624081.1
uc032pql.2	chr21	+	5022492	5040661	5022679	5040616	7	5022492,5025008,5026279,5027934,5032052,5033407,5040584,	5022693,5025049,5026630,5028225,5032217,5033443,5040661,		ENST00000612610.4
uc061ytw.1	chr21	+	5022492	5040666	5022679	5040616	6	5022492,5025008,5027934,5032052,5033407,5040584,	5022693,5025049,5028225,5032217,5033443,5040666,	A0A087X1L8	ENST00000620481.4
uc061ytx.1	chr21	+	5022493	5036771	5022679	5034592	7	5022493,5025008,5026279,5027934,5032052,5033407,5034581,	5022693,5025049,5026630,5028225,5032217,5033443,5036771,	A0N0L8	ENST00000623960.3
uc061yty.1	chr21	+	5022530	5034684	5022679	5026610	7	5022530,5025008,5026431,5027934,5032052,5033407,5034581,	5022693,5025049,5026630,5028225,5032217,5033443,5034684,	A0A096LPE5	ENST00000623903.3
uc032pqi.2	chr21	+	5022532	5036125	5022679	5034592	6	5022532,5025008,5027934,5032052,5033407,5034581,	5022693,5025049,5028225,5032217,5033443,5036125,		ENST00000623795.1
uc061ytz.1	chr21	+	5073457	5087867	5073457	5073457	2	5073457,5087616,	5073685,5087867,		ENST00000623188.1
uc061yua.1	chr21	-	5079293	5127927	5079293	5127927	6	5079293,5079683,5121710,5124755,5125878,5127897,	5079296,5079734,5121803,5124875,5125992,5127927,	A0A096LP73	ENST00000624810.3
uc061yub.1	chr21	-	5079293	5127927	5079293	5127927	5	5079293,5079683,5124755,5125878,5127897,	5079296,5079734,5124875,5125992,5127927,	A0A096LNJ1	ENST00000625036.3
uc061yuc.1	chr21	-	5116340	5127143	5117102	5125928	6	5116340,5118690,5121710,5124755,5125878,5127083,	5117231,5118847,5121803,5124875,5125992,5127143,	A0A096LNH5	ENST00000620015.4
uc032pqm.2	chr21	-	5116340	5128425	5117102	5128354	7	5116340,5118690,5121710,5124755,5125878,5127897,5128213,	5117231,5118847,5121803,5124875,5125992,5127950,5128425,	A0A0B4J2D5	ENST00000620528.4
uc061yud.2	chr21	-	5116342	5133805	5117102	5133805	7	5116342,5118690,5121710,5124755,5125878,5133425,5133654,	5117231,5118847,5121803,5124875,5125992,5133500,5133805,	A0A096LPI6	ENST00000623476.2
uc032pqn.2	chr21	-	5116936	5128372	5117102	5128354	6	5116936,5118690,5124755,5125878,5127897,5128213,	5117231,5118847,5124875,5125992,5127950,5128372,	A0A0B4J2H4	ENST00000624120.3
uc061yue.1	chr21	-	5120633	5124868	5120633	5120633	3	5120633,5121710,5124755,	5121111,5121803,5124868,		ENST00000624748.2
