name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc060mrd.1	chr18	+	11102	15822	11102	11102	2	11102,15616,	11595,15822,		ENST00000575820.1
uc060mre.1	chr18	+	11190	15928	11190	11190	3	11190,13151,15616,	11595,13354,15928,		ENST00000572573.1
uc060mrf.1	chr18	-	14194	14958	14194	14194	2	14194,14850,	14653,14958,		ENST00000572608.1
uc060mrg.1	chr18	-	14489	16898	14489	14489	2	14489,16855,	14653,16898,		ENST00000572062.1
uc060mrk.1	chr18	-	49814	73517	49814	49814	3	49814,50420,73311,	49866,50549,73517,		ENST00000572530.1
uc060mrl.1	chr18	-	49899	73545	49899	49899	2	49899,73311,	50225,73545,		ENST00000575325.1
uc032gwc.1	chr18	-	112255	112339	112255	112255	1	112255,	112339,		ENST00000619811.1
uc002kkg.2	chr18	+	158382	211391	158698	211284	15	158382,163307,166786,180235,192841,196636,197615,198046,199201,202879,203097,204563,209970,210385,211132,	158714,163453,166819,180339,192900,196767,197696,198132,199316,202945,203190,204692,210031,210493,211391,	P54578	ENST00000582707.5
uc010wyr.2	chr18	+	158535	211350	158698	211284	15	158535,163307,178932,180235,192841,196636,197615,198046,199201,202879,203097,204563,209970,210385,211132,	158714,163453,179037,180339,192900,196767,197696,198132,199316,202945,203190,204692,210031,210493,211350,	P54578	ENST00000400266.7
uc060mrm.1	chr18	+	158556	163431	163369	163431	3	158556,162982,163307,	158714,163174,163431,	J3QQT6	ENST00000580410.5
uc060mrn.1	chr18	+	158560	212601	158560	158560	14	158560,163307,166786,180235,192841,196636,197615,198046,199201,202879,203097,204563,209970,211132,	158714,163453,166819,180339,192900,196767,197696,198132,199316,202945,203190,204692,210493,212601,		ENST00000578942.5
uc060mro.1	chr18	+	158590	211997	158698	211284	14	158590,163307,180235,192841,196636,197615,198046,199201,202879,203097,204563,209970,210385,211132,	158714,163453,180339,192900,196767,197696,198132,199316,202945,203190,204692,210031,210493,211997,	A6NJA2	ENST00000383589.6
uc002kkf.2	chr18	+	158607	214629	158698	211284	16	158607,163307,166786,178932,180235,192841,196636,197615,198046,199201,202879,203097,204563,209970,210385,211132,	158714,163453,166819,179037,180339,192900,196767,197696,198132,199316,202945,203190,204692,210031,210493,214629,	P54578	ENST00000261601.7
uc060mrp.1	chr18	+	158857	163454	163369	163454	3	158857,162982,163307,	159021,163174,163454,	J3KS55	ENST00000581983.1
uc060mrq.1	chr18	+	163392	198110	163392	178939	6	163392,178900,180235,196636,197615,198046,	163453,179037,180339,196767,197696,198110,	R4GNB0	ENST00000583119.5
uc060mrr.1	chr18	+	196538	211268	196538	196538	10	196538,197615,198046,199201,202879,203097,204563,209970,210385,211132,	196767,197696,198132,199316,202945,203190,204692,210031,210493,211268,		ENST00000578786.1
