name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc058ypu.1	chr14	+	18343037	18343144	18343037	18343037	1	18343037,	18343144,		ENST00000384179.1
uc058ypv.1	chr14	+	18477370	18477453	18477370	18477370	1	18477370,	18477453,		ENST00000459523.1
uc058ypw.1	chr14	-	18555676	18596310	18555676	18555676	2	18555676,18596258,	18556122,18596310,		ENST00000552261.1
uc010tkp.3	chr14	+	18601044	18602129	18601116	18602097	1	18601044,	18602129,	B2RN74	ENST00000550708.1
uc031qnr.2	chr14	-	18630317	18633634	18630317	18630317	3	18630317,18633095,18633464,	18631531,18633204,18633634,		ENST00000548050.1
uc058ypx.1	chr14	+	18636042	18637421	18636042	18636042	2	18636042,18637083,	18636267,18637421,		ENST00000550928.1
uc058ypy.1	chr14	+	18920108	18929815	18920108	18920108	3	18920108,18921622,18929695,	18920407,18921776,18929815,		ENST00000551565.1
uc058ypz.1	chr14	+	18929580	18934078	18929580	18929580	3	18929580,18931741,18934040,	18929853,18931848,18934078,		ENST00000551067.1
uc058yqa.1	chr14	+	18944198	18945139	18944198	18944198	2	18944198,18944970,	18944410,18945139,		ENST00000549951.1
uc058yqd.1	chr14	+	18978846	18978953	18978846	18978846	1	18978846,	18978953,		ENST00000391310.1
uc032aqu.2	chr14	-	18977179	18980742	18977179	18977179	2	18977179,18980347,	18978870,18980742,		ENST00000613990.1
uc001vuz.3	chr14	+	18967433	18998903	18967485	18997158	11	18967433,18972759,18973033,18976048,18977465,18980073,18985410,18987168,18988254,18997040,18998666,	18968006,18972874,18973207,18976155,18977603,18980144,18985481,18987213,18988421,18997159,18998903,	A6NI47	ENST00000547889.5
uc058yqb.1	chr14	+	18967433	18998903	18967485	18974919	12	18967433,18972759,18973033,18974760,18976048,18977465,18980073,18985410,18987168,18988254,18997040,18998666,	18968006,18972874,18973207,18975016,18976155,18977603,18980144,18985481,18987213,18988421,18997159,18998903,	A0A0H2UH41	ENST00000552966.5
uc058yqc.1	chr14	+	18967433	18999012	18967485	18997043	12	18967433,18972759,18973033,18976048,18977465,18980073,18985410,18987168,18988254,18992394,18997040,18998666,	18968006,18972874,18973207,18976155,18977603,18980144,18985481,18987213,18988421,18992443,18997159,18999012,	A0A087X187	ENST00000616847.1
uc058yqe.1	chr14	+	19024089	19055446	19024089	19024089	3	19024089,19031760,19055389,	19024286,19031826,19055446,		ENST00000611785.1
uc058yqf.1	chr14	+	19054340	19055551	19054340	19054340	2	19054340,19055389,	19054711,19055551,		ENST00000548416.1
uc058yqg.1	chr14	-	19127735	19175530	19127735	19127735	2	19127735,19175458,	19128249,19175530,		ENST00000610763.1
uc058yqh.1	chr14	+	19244961	19247673	19244961	19244961	1	19244961,	19247673,		ENST00000551932.1
uc058yqi.1	chr14	-	19300176	19302924	19301930	19302563	1	19300176,	19302924,	A0A096LNI4	ENST00000624585.1
uc058yqj.1	chr14	-	19344577	19375876	19344577	19344577	3	19344577,19368192,19375741,	19344634,19368258,19375876,		ENST00000620186.4
uc058yqk.1	chr14	-	19348215	19384587	19348215	19348215	4	19348215,19356870,19368192,19381176,	19348698,19357132,19368258,19384587,		ENST00000621052.1
uc058yqm.1	chr14	-	19422814	19422921	19422814	19422814	1	19422814,	19422921,		ENST00000391214.1
uc032arx.2	chr14	+	19420974	19425017	19420974	19420974	2	19420974,19422897,	19421420,19425017,		ENST00000621705.1
uc032arv.2	chr14	-	19402485	19434341	19404617	19434289	11	19402485,19404616,19413353,19414561,19416287,19421623,19424164,19425605,19428541,19428874,19433768,	19403109,19404735,19413520,19414606,19416358,19421694,19424302,19425712,19428715,19428989,19434341,	Q6S5H5	ENST00000547848.5
uc032aru.2	chr14	-	19402763	19434341	19404732	19434289	12	19402763,19404616,19409332,19413353,19414561,19416287,19421623,19424164,19425605,19428541,19428874,19433768,	19403109,19404735,19409381,19413520,19414606,19416358,19421694,19424302,19425712,19428715,19428989,19434341,	Q6S5H5	ENST00000622767.4
uc058yql.1	chr14	-	19402872	19434341	19426829	19434289	12	19402872,19404616,19413353,19414561,19416287,19421623,19424164,19425605,19426732,19428541,19428874,19433768,	19403109,19404735,19413520,19414606,19416358,19421694,19424302,19425712,19426988,19428715,19428989,19434341,	Q6S5H5	ENST00000547722.1
uc058yqp.1	chr14	+	19637224	19641306	19637224	19637224	3	19637224,19637974,19639593,	19637266,19638056,19641306,		ENST00000611741.1
uc058yqn.1	chr14	+	19499736	19677836	19499736	19499736	7	19499736,19618005,19619370,19653096,19656156,19660530,19677724,	19499790,19618089,19619480,19653139,19656254,19660578,19677836,		ENST00000548217.5
uc058yqo.1	chr14	+	19499739	19677923	19499739	19499739	6	19499739,19618005,19619370,19656156,19660530,19677724,	19499790,19618089,19619480,19656254,19660578,19677923,		ENST00000548261.1
uc058yqq.1	chr14	-	19677643	19679016	19677643	19677643	2	19677643,19678791,	19677981,19679016,		ENST00000555580.1
uc058yqr.1	chr14	+	19681419	19684739	19681419	19681419	3	19681419,19681850,19683525,	19681589,19681959,19684739,		ENST00000547175.1
uc058yqs.1	chr14	-	19712935	19713920	19712935	19713916	1	19712935,	19713920,	Q8NH07	ENST00000556246.2
uc010tkt.2	chr14	+	19747427	19748369	19747427	19748369	1	19747427,	19748369,	Q8NH05	ENST00000331723.1
uc010tku.3	chr14	+	19780241	19781357	19780322	19781264	1	19780241,	19781357,	Q8NGD0	ENST00000315957.4
uc058yqt.1	chr14	+	19719014	19827513	19827448	19827513	5	19719014,19733368,19761887,19822253,19827439,	19719116,19733463,19761983,19822451,19827513,	G3V3W5	ENST00000557414.1
uc058yqu.1	chr14	+	19803769	19827886	19827448	19827886	2	19803769,19827439,	19803844,19827886,	G3V4W1	ENST00000557677.1
uc010tkv.2	chr14	+	19827448	19828372	19827448	19828372	1	19827448,	19828372,	Q8NGD1	ENST00000315947.1
uc001vwh.2	chr14	+	19876231	19877309	19876267	19877212	1	19876231,	19877309,	Q8NGD2	ENST00000298642.2
uc010tkw.3	chr14	+	19920581	19921659	19920606	19921578	1	19920581,	19921659,	Q8NGD3	ENST00000315915.4
uc001vwj.2	chr14	+	19935607	19936683	19935666	19936602	1	19935607,	19936683,	Q8NGD4	ENST00000285600.4
uc010tkx.3	chr14	+	19975443	19976659	19975518	19976565	1	19975443,	19976659,	Q8NH41	ENST00000305051.5
uc058yqv.1	chr14	+	20002162	20003106	20002162	20003106	1	20002162,	20003106,		ENST00000541415.1
uc058yqw.1	chr14	+	20002162	20003163	20002162	20003163	3	20002162,20002691,20003142,	20002687,20003066,20003163,	A0A087X1L2	ENST00000622436.1
uc010tky.3	chr14	-	20014259	20015193	20014260	20015193	1	20014259,	20015193,	Q8NGD5	ENST00000305045.2
