name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc058jnf.1	chr12	-	17483	17551	17483	17483	1	17483,	17551,		ENST00000611710.1
uc031yqd.2	chr12	+	32417	32555	32417	32417	1	32417,	32555,		ENST00000458783.1
uc010scw.2	chr12	-	36601	38133	36601	36601	3	36601,37324,37772,	37222,37529,38133,		ENST00000504074.1
uc058jng.1	chr12	-	36660	38102	36660	36660	2	36660,37772,	37529,38102,		ENST00000546223.1
uc001qhw.3	chr12	+	66764	178460	66882	175033	14	66764,99145,125632,138266,141123,157024,157527,161925,163493,165433,165728,169012,171111,174598,	67436,99214,125912,139354,141285,157147,157694,162065,163619,165533,165890,169105,171161,178460,	Q9UPP2	ENST00000538872.5
uc001qhu.2	chr12	+	77375	171330	138272	171321	13	77375,99145,138266,141123,157024,157527,161925,163493,165433,165728,169012,171111,171246,	77712,99214,139354,141285,157147,157694,162065,163619,165533,165890,169105,171161,171330,	Q9UPP2	ENST00000382841.2
uc058jnh.1	chr12	-	106523	111850	106523	106523	2	106523,111618,	106877,111850,		ENST00000540226.1
uc001qhv.2	chr12	-	137410	149169	137410	137410	10	137410,138299,138550,140239,140647,140911,141333,143238,144308,149078,	137627,138452,138644,140370,140803,141244,142633,143409,144569,149169,		ENST00000505893.6
uc058jni.1	chr12	-	139533	149115	139533	139533	7	139533,140239,140647,140911,141333,143238,147757,	139845,140370,140803,141244,142625,144569,149115,		ENST00000508953.2
uc058jnj.1	chr12	-	164663	166321	164663	164663	2	164663,165311,	164754,166321,		ENST00000540136.1
uc058jnk.1	chr12	-	166855	182396	166855	166855	3	166855,167619,182067,	167501,167707,182396,		ENST00000537295.1
uc058jnl.1	chr12	-	167001	182399	167001	167001	2	167001,182067,	167707,182399,		ENST00000537961.1
uc058jnm.1	chr12	+	168977	171466	168977	168977	3	168977,171111,171246,	169105,171161,171466,		ENST00000540907.5
uc058jnn.1	chr12	+	169054	175359	169054	169054	4	169054,171111,174615,175216,	169105,171161,174910,175359,		ENST00000537151.1
uc058jno.1	chr12	+	176481	178454	176481	176481	2	176481,178010,	176563,178454,		ENST00000544511.1
uc058jnp.1	chr12	-	190076	210605	191067	209986	15	190076,192477,193276,195224,196123,196769,197376,197899,198796,200650,201761,202739,204563,209772,210204,	191211,192648,193377,195327,196261,196882,197501,198003,198931,200783,201849,202880,204698,210043,210605,	P48065	ENST00000397296.6
uc001qia.3	chr12	-	190076	213697	191067	209986	16	190076,192477,193276,195224,196123,196769,197376,197899,198796,200650,201761,202739,204563,209772,212025,213510,	191211,192648,193377,195327,196261,196882,197501,198003,198931,200783,201849,202880,204698,210043,212110,213697,	P48065	ENST00000359674.8
uc058jnq.1	chr12	-	190085	199058	190085	190085	7	190085,192477,193276,195224,197376,197899,198796,	191211,192648,193377,195327,197501,198003,199058,		ENST00000545058.5
uc001qhz.4	chr12	-	190135	213338	191067	209986	17	190135,192477,193276,195224,196123,196769,197376,197899,198796,200650,201761,202739,204563,209772,210204,212025,213289,	191211,192648,193377,195327,196261,196882,197501,198003,198931,200783,201849,202880,204698,210043,210568,212110,213338,	P48065	ENST00000424061.6
uc009zdh.3	chr12	-	191067	214120	191067	209986	15	191067,192477,193276,195224,196123,196769,197376,197899,198796,200650,201761,202739,204563,209772,213921,	191211,192648,193377,195327,196261,196882,197501,198003,198931,200783,201849,202880,204698,210043,214120,	P48065	ENST00000536824.5
uc058jnr.1	chr12	+	193035	194130	193035	193035	2	193035,193960,	193180,194130,		ENST00000544067.1
uc058jns.1	chr12	-	195225	199054	195225	195225	5	195225,196123,196769,197376,198796,	195327,196261,196882,197501,199054,		ENST00000542825.5
uc058jnt.1	chr12	-	196233	199771	196233	196233	6	196233,196769,197376,197899,198796,199702,	196261,196882,197501,198003,198931,199771,		ENST00000535498.5
uc058jnu.1	chr12	-	196829	199060	196829	196829	4	196829,197376,197899,198796,	196882,197501,198003,199060,		ENST00000544782.1
uc058jnv.1	chr12	-	197910	203507	197910	197910	5	197910,198796,200650,202739,203268,	198003,198931,200783,202880,203507,		ENST00000538272.5
uc058jnw.1	chr12	-	198670	202814	198670	198670	4	198670,200650,201761,202739,	198931,200783,201849,202814,		ENST00000540094.1
uc058jnx.1	chr12	-	201227	202782	201227	201227	2	201227,202739,	201849,202782,		ENST00000538580.1
uc058jny.1	chr12	-	202739	213545	202739	202739	5	202739,204563,209890,212025,213510,	202880,204698,210043,212110,213545,		ENST00000536116.5
uc058jnz.1	chr12	-	202791	211216	202791	209986	4	202791,204563,209772,211134,	202880,204698,210043,211216,	F5H2T6	ENST00000537793.1
uc058joa.1	chr12	-	202868	214090	202868	209986	5	202868,204563,209890,212025,213921,	202880,204698,210043,212110,214090,	F5H4L6	ENST00000535347.5
uc058job.1	chr12	+	203641	205094	203641	203641	3	203641,204017,204639,	203739,204229,205094,		ENST00000539568.2
uc058joc.1	chr12	-	209695	214570	209695	209695	4	209695,212025,213921,214552,	210043,212110,214037,214570,		ENST00000537826.1
uc058jod.1	chr12	-	212071	213717	212071	212071	2	212071,213289,	212110,213717,		ENST00000538424.1
