#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	ENST00000378641.7	chr20	+	8132137	8884889	8132651	8802154	33	8132137,8150293,8371381,8628293,8646101,8647899,8649373,8657183,8658537,8684931,8697625,8708669,8716263,8717670,8722353,8724655,8727308,8729049,8733237,8737027,8739260,8740343,8741463,8757045,8760406,8765138,8774538,8788448,8788632,8789517,8790174,8802055,8881621,	8132750,8150371,8371450,8628431,8646181,8647953,8649449,8657284,8658704,8685078,8697783,8708752,8716348,8717848,8722421,8724752,8727393,8729174,8733392,8737192,8739360,8740448,8741573,8757178,8760460,8765358,8774719,8788525,8788722,8789575,8790261,8802173,8884889,	0	PLCB1	cmpl	cmpl	0,0,0,0,0,2,2,0,2,1,1,0,2,0,1,0,1,2,1,0,0,1,1,0,1,1,2,0,2,2,0,0,-1,
1	ENST00000338037.10	chr20	+	8132264	8884903	8132651	8881849	32	8132264,8150293,8371381,8628293,8646101,8647899,8649373,8657183,8658537,8684931,8697625,8708669,8716263,8717670,8722353,8724655,8727308,8729049,8733237,8737027,8739260,8740343,8741463,8757045,8760406,8765138,8774538,8788448,8788632,8789517,8790174,8881621,	8132750,8150371,8371450,8628431,8646181,8647953,8649449,8657284,8658704,8685078,8697783,8708752,8716348,8717848,8722421,8724752,8727393,8729174,8733392,8737192,8739360,8740448,8741573,8757178,8760460,8765358,8774719,8788525,8788722,8789575,8790261,8884903,	0	PLCB1	cmpl	cmpl	0,0,0,0,0,2,2,0,2,1,1,0,2,0,1,0,1,2,1,0,0,1,1,0,1,1,2,0,2,2,0,0,
1	ENST00000629992.2	chr20	+	8132269	8653531	8132651	8651565	8	8132269,8150293,8371381,8628293,8646101,8647899,8649373,8651412,	8132750,8150371,8371450,8628431,8646181,8647953,8649449,8653531,	0	PLCB1	cmpl	cmpl	0,0,0,0,0,2,2,0,
1	ENST00000404098.6	chr20	+	8132525	8649989	8132651	8649473	7	8132525,8150293,8371381,8628293,8646101,8647899,8649373,	8132750,8150371,8371450,8628431,8646181,8647953,8649989,	0	PLCB1	cmpl	cmpl	0,0,0,0,0,2,2,
1	ENST00000378637.6	chr20	+	8132648	8802493	8132651	8802154	32	8132648,8150293,8371381,8628293,8646101,8647899,8649373,8657183,8658537,8684931,8697625,8708669,8716263,8717670,8722353,8724655,8727308,8729049,8733237,8737027,8739260,8740343,8741463,8757045,8760406,8765138,8774538,8788448,8788632,8789517,8790174,8802055,	8132750,8150371,8371450,8628431,8646181,8647953,8649449,8657284,8658704,8685078,8697783,8708752,8716348,8717848,8722421,8724752,8727393,8729174,8733392,8737192,8739360,8740448,8741573,8757178,8760460,8765358,8774719,8788525,8788722,8789575,8790261,8802493,	0	PLCB1	cmpl	cmpl	0,0,0,0,0,2,2,0,2,1,1,0,2,0,1,0,1,2,1,0,0,1,1,0,1,1,2,0,2,2,0,0,
1	ENST00000342704.10	chr20	+	33490086	33645541	33490267	33644646	11	33490086,33606955,33611093,33619516,33623114,33624763,33628349,33629718,33636639,33640340,33644346,	33490301,33607099,33611335,33619606,33623296,33625017,33628435,33629914,33636708,33640531,33645541,	0	CBFA2T2	cmpl	cmpl	0,1,1,0,0,2,1,0,1,1,0,
1	ENST00000375279.6	chr20	+	33490116	33650036	33574200	33644646	12	33490116,33573973,33606955,33611093,33619516,33623114,33624763,33628349,33629718,33636639,33640340,33644346,	33490301,33574261,33607099,33611335,33619606,33623296,33625017,33628435,33629914,33636708,33640531,33650036,	0	CBFA2T2	cmpl	cmpl	-1,0,1,1,0,0,2,1,0,1,1,0,
9	ENST00000446537.5	chr20	+	3106912	3150867	3106912	3106912	7	3106912,3109474,3110277,3110631,3111643,3136002,3150537,	3107571,3109750,3110453,3110717,3111752,3136158,3150867,	0	UBOX5-AS1	none	none	-1,-1,-1,-1,-1,-1,-1,
9	ENST00000217173.6	chr20	-	3107572	3160196	3110105	3123365	5	3107572,3115304,3121383,3123311,3159765,	3110314,3115466,3122584,3123406,3160196,	0	UBOX5	cmpl	cmpl	1,1,0,0,-1,
9	ENST00000348031.6	chr20	-	3107572	3160196	3110105	3123365	4	3107572,3121383,3123311,3159765,	3110314,3122584,3123406,3160196,	0	UBOX5	cmpl	cmpl	1,0,0,-1,
9	ENST00000419003.2	chr20	+	4193064	4195943	4193064	4193064	3	4193064,4195281,4195525,	4193246,4195378,4195943,	0	LINC01433	none	none	-1,-1,-1,
10	ENST00000378473.7	chr20	+	9069053	9480813	9307814	9478989	38	9069053,9217389,9307799,9337125,9338007,9338893,9362895,9365460,9371213,9372302,9373046,9380053,9384200,9387462,9389878,9390530,9393587,9395522,9401489,9405312,9407916,9408632,9409056,9411036,9419806,9421296,9423747,9435559,9437001,9443980,9444177,9453346,9457413,9459634,9468570,9472789,9473278,9478920,	9069206,9217452,9307898,9337206,9338067,9339037,9362975,9365514,9371295,9372403,9373104,9380162,9384411,9387556,9389958,9390615,9393678,9395618,9401590,9405348,9408058,9408717,9409181,9411088,9419909,9421461,9423952,9435648,9437152,9444030,9444243,9453462,9457489,9459810,9468672,9472847,9473365,9480813,	0	PLCB4	cmpl	cmpl	-1,-1,0,0,0,0,0,2,2,0,2,0,1,2,0,2,0,1,1,0,0,1,2,1,2,0,0,1,0,1,0,0,2,0,2,2,0,0,
10	ENST00000278655.8	chr20	+	9217389	9480813	9307814	9478989	36	9217389,9307799,9337125,9338007,9338893,9362895,9365460,9371213,9372302,9373046,9380053,9384200,9387462,9389878,9390530,9393587,9395522,9401489,9407916,9408632,9409056,9411036,9419806,9421296,9423747,9435559,9437001,9443980,9444177,9453346,9457413,9459634,9468570,9472789,9473278,9478920,	9217452,9307898,9337206,9338067,9339037,9362975,9365514,9371295,9372403,9373104,9380162,9384411,9387556,9389958,9390615,9393678,9395618,9401590,9408058,9408717,9409181,9411088,9419909,9421461,9423952,9435648,9437152,9444030,9444243,9453462,9457489,9459810,9468672,9472847,9473365,9480813,	0	PLCB4	cmpl	cmpl	-1,0,0,0,0,0,2,2,0,2,0,1,2,0,2,0,1,1,0,1,2,1,2,0,0,1,0,1,0,0,2,0,2,2,0,0,
10	ENST00000414679.6	chr20	+	9307799	9479357	9307814	9478989	36	9307799,9337125,9338007,9338893,9362895,9365460,9371213,9372302,9373046,9380053,9384200,9387462,9389878,9390530,9393587,9395522,9401489,9405312,9407916,9408632,9409056,9411036,9419806,9421296,9423747,9435559,9437001,9443980,9444177,9453346,9457413,9459634,9468570,9472789,9473278,9478920,	9307898,9337206,9338067,9339037,9362975,9365514,9371295,9372403,9373104,9380162,9384411,9387556,9389958,9390615,9393678,9395618,9401590,9405348,9408058,9408717,9409181,9411088,9419909,9421461,9423952,9435648,9437152,9444030,9444243,9453462,9457489,9459810,9468672,9472847,9473365,9479357,	0	PLCB4	cmpl	cmpl	0,0,0,0,0,2,2,0,2,0,1,2,0,2,0,1,1,0,0,1,2,1,2,0,0,1,0,1,0,0,2,0,2,2,0,0,
