#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	NR_024420	chr12	-	8356963	8390752	8390752	8390752	2	8356963,8390269,	8357141,8390752,	0	LINC00937	unk	unk	-1,-1,
1	NM_001082972	chr12	-	25108288	25195162	25108755	25195062	16	25108288,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25158471,25161112,25190613,25194885,	25108761,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25158563,25161197,25190631,25195162,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,
1	NM_001082973	chr12	-	25108288	25195162	25108547	25195078	15	25108288,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25158471,25161112,25195075,	25108823,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25158563,25161197,25195162,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,
1	NM_001204101	chr12	-	25108288	25195162	25108547	25195078	13	25108288,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25195075,	25108823,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25195162,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,0,
1	NM_001204102	chr12	-	25108288	25195162	25108547	25158531	17	25108288,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25158471,25161112,25185748,25190613,25195075,	25108823,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25158563,25161197,25185786,25190631,25195162,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,0,-1,-1,-1,-1,
1	NM_001319977	chr12	-	25108288	25195162	25108755	25154402	14	25108288,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25161112,25195075,	25108761,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25161197,25195162,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,-1,-1,-1,
1	NM_001319978	chr12	-	25108288	25195162	25108547	25158531	15	25108288,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25158471,25161112,25195075,	25108823,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25158737,25161197,25195162,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,0,-1,-1,
1	NM_018272	chr12	-	25108288	25195162	25108547	25195078	16	25108288,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25158471,25161112,25190613,25195075,	25108823,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25158563,25161197,25190631,25195162,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,
1	NM_001145475	chr12	-	50327311	50396622	50327382	50396484	8	50327311,50330572,50331669,50333910,50350328,50360755,50363144,50396292,	50327404,50330758,50331821,50334103,50356248,50360926,50363364,50396622,	0	FAM186A	cmpl	cmpl	2,2,0,2,1,1,0,0,
1	NR_120452	chr12	-	58565958	58781716	58781716	58781716	8	58565958,58569103,58569274,58570701,58571327,58608877,58616934,58781570,	58566588,58569159,58569368,58570780,58571432,58609549,58617128,58781716,	0	LOC101927653	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
