name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc061fxe.1	chr2	-	41219	42952	41219	41219	2	41219,42808,	41627,42952,		ENST00000460464.1
uc010yim.3	chr2	-	38813	46385	41607	46385	2	38813,45439,	41627,46385,	Q1W6H9	ENST00000327669.4
uc061fxf.1	chr2	-	41220	46870	41220	41220	2	41220,46806,	41627,46870,		ENST00000461026.1
uc061fxg.1	chr2	+	197568	202605	197568	197568	2	197568,200163,	199901,202605,		ENST00000437798.1
uc061fxh.1	chr2	-	217729	218866	217729	217729	2	217729,218745,	218108,218866,		ENST00000460974.1
uc061fxo.1	chr2	-	222360	231159	222360	222360	4	222360,224867,229965,231022,	222954,224920,230044,231159,		ENST00000472012.1
uc061fxr.1	chr2	-	230378	234231	230968	234231	2	230378,234159,	231191,234231,	S4R3I7	ENST00000481932.1
uc061fxt.1	chr2	-	232914	249770	232914	232914	4	232914,234159,247537,249730,	233229,234272,247602,249770,		ENST00000497051.5
uc061fxn.1	chr2	-	218796	253041	218810	253041	7	218796,229965,231022,234159,247537,249730,253004,	219001,230044,231191,234272,247602,249844,253041,	H7C499	ENST00000451005.5
uc061fxp.1	chr2	-	229893	253113	229921	253113	6	229893,231022,234159,247537,249730,253004,	230044,231191,234272,247602,249844,253113,	H7C1B8	ENST00000431160.5
uc061fxy.1	chr2	-	255875	256377	255875	255875	1	255875,	256377,		ENST00000602998.1
uc061fxz.1	chr2	-	259422	260292	259422	259422	1	259422,	260292,		ENST00000605370.1
uc061fxm.1	chr2	-	218779	260708	230968	242800	11	218779,229965,230546,233100,234159,242797,243502,247537,249730,253004,260084,	219001,230044,231191,233229,234272,242871,243562,247602,249844,253115,260708,	F5GYQ6	ENST00000479739.6
uc061fxk.1	chr2	-	218150	261323	218810	242800	12	218150,229965,231022,233100,234159,242797,244626,247537,249730,253004,256206,260084,	219001,230044,231191,233229,234272,242871,244738,247602,249844,253115,256690,261323,	Q96HL8	ENST00000403657.5
uc002qwc.3	chr2	-	218152	262786	218152	218152	11	218152,229965,231022,233100,234159,243502,247537,249730,253004,260084,262630,	219001,230044,231191,233229,234272,243562,247602,249844,253115,260702,262786,		ENST00000473104.5
uc061fxq.1	chr2	-	230377	263983	230377	230377	7	230377,233100,234159,247537,249730,253004,263210,	231191,233229,234272,247602,249844,253115,263983,		ENST00000471948.5
uc002qvy.5	chr2	-	218135	264032	218810	263984	9	218135,229965,231022,233100,234159,247537,249730,253004,263983,	219001,230044,231191,233229,234272,247602,249844,253115,264032,	Q96HL8	ENST00000403712.6
uc002qvx.5	chr2	-	218157	264065	218810	263984	10	218157,224863,229965,231022,233100,234159,247537,249730,253004,263983,	219001,224920,230044,231191,233229,234272,247602,249844,253115,264065,	Q96HL8	ENST00000356150.9
uc061fxi.1	chr2	-	218148	264158	218810	242800	13	218148,224863,229965,231022,233100,234159,242797,243502,247537,249730,253004,256206,264143,	219001,224920,230044,231191,233229,234272,242871,243562,247602,249844,253115,256340,264158,	Q96HL8	ENST00000626873.2
uc061fxl.1	chr2	-	218152	264179	218810	262631	12	218152,224863,229965,231022,233100,234159,247537,249730,253004,262630,263210,264083,	219001,224920,230044,231191,233229,234272,247602,249844,253115,262750,263372,264179,	Q96HL8	ENST00000405430.5
uc061fxj.1	chr2	-	218148	264392	218148	218148	10	218148,224863,229965,231022,233100,234159,247537,249730,253004,264083,	219001,224920,230044,231191,233229,234272,247602,249844,253115,264392,		ENST00000463865.5
uc061fxu.1	chr2	-	233118	264568	233118	233118	6	233118,234159,247537,249730,253004,264541,	233229,234272,247602,249844,253115,264568,		ENST00000488979.6
uc002qwa.4	chr2	-	218772	264743	218772	218772	12	218772,224863,229965,231022,233100,234159,247537,249730,253004,260084,262200,264702,	219001,224920,230044,231191,233229,234272,247602,249844,253115,261130,262786,264743,		ENST00000468321.5
uc010ewe.5	chr2	-	218665	264810	218810	242800	11	218665,229965,231022,233100,234159,242797,243502,247537,249730,253004,264781,	219001,230044,231191,233229,234272,242871,243562,247602,249844,253115,264810,	Q96HL8	ENST00000403658.5
uc061fxv.1	chr2	-	233122	264810	233122	233122	7	233122,234159,243502,247537,249730,253004,264781,	233229,234272,243562,247602,249844,253115,264810,		ENST00000475027.5
uc032ncq.2	chr2	-	239560	264810	243508	262631	7	239560,243502,247537,249730,253004,262630,264781,	242176,243562,247602,249844,253115,262786,264810,	Q96HL8	ENST00000402632.5
