#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1	ENST00000544461.1	chr12	-	8295985	8396803	8295985	8295985	5	8295985,8308597,8316355,8390269,8396422,	8297618,8308732,8316539,8390969,8396803,	0	LINC00937	none	none	-1,-1,-1,-1,-1,
1	ENST00000538304.1	chr12	-	8384104	8396495	8384104	8384104	7	8384104,8385143,8385687,8386762,8390269,8390901,8396422,	8384421,8385299,8385846,8387904,8390511,8390969,8396495,	0	LINC00937	none	none	-1,-1,-1,-1,-1,-1,-1,
1	ENST00000354189.9	chr12	-	25108419	25195098	25108755	25195062	16	25108419,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25158471,25161112,25190613,25194885,	25108761,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25158563,25161197,25190631,25195098,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,
1	ENST00000395987.7	chr12	-	25108419	25195144	25108547	25195078	16	25108419,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25158471,25161112,25190613,25195075,	25108823,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25158563,25161197,25190631,25195144,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,
1	ENST00000320267.13	chr12	-	25108419	25195160	25108547	25195078	15	25108419,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25158471,25161112,25195075,	25108823,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25158563,25161197,25195160,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,
1	ENST00000395990.6	chr12	-	25108419	25195160	25108547	25158531	17	25108419,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25158471,25161112,25185748,25190613,25195075,	25108823,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25158563,25161197,25185786,25190631,25195160,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,0,-1,-1,-1,-1,
1	ENST00000545133.5	chr12	-	25108423	25195126	25108547	25195078	13	25108423,25110126,25111771,25114655,25119144,25121752,25123210,25144364,25147000,25149627,25154318,25155310,25195075,	25108823,25110240,25111939,25114870,25119301,25121913,25123286,25144677,25147104,25149774,25154456,25155412,25195126,	0	CASC1	cmpl	cmpl	0,0,0,1,0,1,0,2,0,0,0,0,0,
1	ENST00000543096.5	chr12	-	50326229	50350885	50327244	50350864	5	50326229,50330572,50331669,50333910,50350328,	50327257,50330758,50331821,50334103,50350885,	0	FAM186A	cmpl	cmpl	2,2,0,2,0,
1	ENST00000543111.5	chr12	-	50326229	50396622	50327244	50396484	8	50326229,50330572,50331669,50333910,50350328,50360755,50363144,50396292,	50327257,50330758,50331821,50334103,50356248,50360926,50363364,50396622,	0	FAM186A	cmpl	cmpl	2,2,0,2,1,1,0,0,
1	ENST00000327337.5	chr12	-	50327311	50396484	50327382	50396484	8	50327311,50330572,50331669,50333910,50350328,50360755,50363144,50396292,	50327404,50330758,50331821,50334103,50356248,50360926,50363364,50396484,	0	FAM186A	cmpl	cmpl	2,2,0,2,1,1,0,0,
1	ENST00000546977.5	chr12	+	58544123	58813060	58544123	58544123	8	58544123,58800374,58800582,58801259,58802825,58803241,58805940,58812413,	58544179,58800460,58800847,58801288,58802962,58803349,58806059,58813060,	0	RP11-362K2.2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
1	ENST00000550678.1	chr12	-	58565959	58781716	58565959	58565959	8	58565959,58569103,58569274,58570701,58571327,58608877,58616934,58781570,	58566588,58569159,58569368,58570780,58571432,58609549,58617128,58781716,	0	RP11-767I20.1	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
2	ENST00000266659.7	chr12	+	75480679	75503853	75480880	75498978	6	75480679,75481833,75490405,75495576,75498693,75498823,	75481054,75482079,75490518,75495662,75498720,75503853,	0	GLIPR1	cmpl	cmpl	0,0,0,2,1,1,
2	ENST00000229214.8	chr12	-	75490860	75511621	75499808	75511597	10	75490860,75501722,75501922,75503903,75505197,75506315,75506483,75506781,75508273,75511512,	75499951,75501816,75502000,75504074,75505254,75506399,75506609,75506916,75508446,75511621,	0	KRR1	cmpl	cmpl	1,0,0,0,0,0,0,0,1,0,
2	ENST00000615716.1	chr12	-	92247755	92363832	92247755	92247755	5	92247755,92268920,92272535,92357530,92363590,	92248029,92268979,92272616,92357674,92363832,	0	RP11-756G20.1	none	none	-1,-1,-1,-1,-1,
2	ENST00000392784.6	chr12	+	109023088	109086377	109056691	109085931	16	109023088,109024802,109027464,109047589,109056681,109057925,109067523,109071611,109072304,109073437,109081333,109081932,109082662,109082842,109084952,109085666,	109023167,109025072,109027556,109047714,109056791,109058108,109067627,109071710,109072350,109073532,109081393,109082019,109082743,109083062,109085073,109086377,	0	USP30	cmpl	cmpl	-1,-1,-1,-1,0,1,1,0,0,1,0,0,0,0,1,2,
9	ENST00000543086.7	chr12	+	991207	1495933	1027903	1490230	18	991207,1027747,1083163,1104749,1110191,1115865,1141619,1180539,1181924,1183280,1189858,1236768,1263033,1289851,1371832,1408148,1444561,1490092,	991322,1028572,1083580,1104824,1110347,1116033,1141787,1180677,1182065,1183421,1190052,1236904,1263165,1290012,1371977,1408247,1444750,1495933,	0	ERC1	cmpl	cmpl	-1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,
9	ENST00000546231.6	chr12	+	991232	1490729	1027903	1490230	21	991232,1027422,1027747,1083163,1104749,1110191,1112214,1115865,1141619,1180539,1181924,1183280,1189858,1204500,1236768,1263033,1289851,1371832,1408148,1444561,1490092,	991487,1027539,1028572,1083580,1104824,1110347,1112298,1116033,1141787,1180677,1182065,1183421,1190052,1204512,1236904,1263165,1290012,1371977,1408247,1444750,1490729,	0	ERC1	cmpl	cmpl	-1,-1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,
9	ENST00000360905.8	chr12	+	991297	1492487	1027903	1490230	19	991297,1027747,1083163,1104749,1110191,1112214,1115865,1141619,1180539,1181924,1183280,1189858,1236768,1263033,1289851,1371832,1408148,1444561,1490092,	991322,1028572,1083580,1104824,1110347,1112298,1116033,1141787,1180677,1182065,1183421,1190052,1236904,1263165,1290012,1371977,1408247,1444750,1492487,	0	ERC1	cmpl	cmpl	-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,
9	ENST00000611180.4	chr12	+	1027746	1490377	1027903	1410415	15	1027746,1141619,1180539,1181924,1183280,1189858,1204500,1236768,1263033,1289851,1371832,1408148,1410388,1444561,1490092,	1028572,1141787,1180677,1182065,1183421,1190052,1204512,1236904,1263165,1290012,1371977,1408247,1410453,1444750,1490377,	0	ERC1	cmpl	cmpl	0,0,0,0,0,0,2,2,0,0,2,0,0,-1,-1,
9	ENST00000397203.6	chr12	+	1027746	1495924	1027903	1490230	17	1027746,1083163,1104749,1110191,1115865,1141619,1180539,1181924,1183280,1189858,1236768,1263033,1289851,1371832,1408148,1444561,1490092,	1028572,1083580,1104824,1110347,1116033,1141787,1180677,1182065,1183421,1190052,1236904,1263165,1290012,1371977,1408247,1444750,1495924,	0	ERC1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,
9	ENST00000589028.5	chr12	+	1027746	1495924	1027903	1490230	18	1027746,1083163,1104749,1110191,1112214,1115865,1141619,1180539,1181924,1183280,1189858,1236768,1263033,1289851,1371832,1408148,1444561,1490092,	1028572,1083580,1104824,1110347,1112298,1116033,1141787,1180677,1182065,1183421,1190052,1236904,1263165,1290012,1371977,1408247,1444750,1495924,	0	ERC1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,
9	ENST00000355446.9	chr12	+	1027771	1492487	1027903	1480890	19	1027771,1083163,1104749,1110191,1112214,1115865,1141619,1180539,1181924,1183280,1189858,1236768,1263033,1289851,1371832,1408148,1444561,1480842,1490092,	1028572,1083580,1104824,1110347,1112298,1116033,1141787,1180677,1182065,1183421,1190052,1236904,1263165,1290012,1371977,1408247,1444750,1480898,1492487,	0	ERC1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,-1,
