name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc057rcy.1	chr10	-	14060	14604	14060	14060	2	14060,14496,	14299,14604,		ENST00000562162.1
uc057rcz.1	chr10	-	14137	16544	14137	14137	2	14137,16501,	14299,16544,		ENST00000566940.1
uc057rdd.1	chr10	-	47493	49269	48054	49238	3	47493,48614,49181,	48114,48725,49269,	A0A075B735	ENST00000562809.1
uc057rdf.1	chr10	-	47704	49269	47704	47704	3	47704,48614,49181,	48114,48912,49269,		ENST00000563456.1
uc057rdb.1	chr10	-	46952	49277	47056	49238	3	46952,48803,49181,	48114,48912,49277,	A0A075B736	ENST00000568866.5
uc057rdc.1	chr10	-	47056	49293	48054	49238	4	47056,48614,48803,49181,	48137,48725,48912,49293,	A0A075B724	ENST00000561967.1
uc057rde.1	chr10	-	47577	49521	48545	48893	4	47577,48424,48803,49407,	48114,48725,48912,49521,	A0A075B725	ENST00000567466.1
uc001ifi.3	chr10	-	46952	49589	47056	49238	4	46952,48614,48803,49181,	48114,48725,48912,49589,	Q3ZCM7	ENST00000568584.5
uc057rda.1	chr10	-	46891	74163	47056	48893	4	46891,48718,49407,73968,	48114,48912,50233,74163,	Q5SQY0	ENST00000564130.2
uc057rdl.1	chr10	-	154830	154943	154830	154830	1	154830,	154943,		ENST00000391029.1
uc057rdp.1	chr10	-	199881	199981	199881	199881	1	199881,	199981,		ENST00000584200.2
uc057rdg.1	chr10	+	134464	237651	180012	237651	5	134464,179993,209888,236837,237584,	134786,180128,210048,236915,237651,	E9PE09	ENST00000439456.5
uc057rdn.1	chr10	+	179993	237663	180012	237663	6	179993,209888,218454,221194,236837,237584,	180128,210048,218499,221356,236915,237663,	E7EV75	ENST00000397955.6
uc057rdq.1	chr10	+	239961	246999	239961	239961	4	239961,240892,242020,246765,	240111,240970,242139,246999,		ENST00000488275.1
uc057rdr.1	chr10	+	244470	248531	244470	244470	4	244470,246765,247397,248335,	244600,246973,247466,248531,		ENST00000473115.1
uc001ifk.4	chr10	+	134702	249261	180012	249109	14	134702,179993,209888,221194,236837,237584,239437,240058,240892,242020,246765,247397,248335,248902,	134892,180128,210048,221356,236915,237677,239525,240111,240970,242139,246973,247466,248608,249261,	Q15326	ENST00000509513.6
uc010pzx.3	chr10	+	180012	249261	180012	249109	13	180012,209888,221194,236837,237584,239437,240055,240892,242020,246765,247397,248335,248902,	180128,210048,221356,236915,237677,239525,240111,240970,242139,246973,247466,248608,249261,	Q15326	ENST00000558098.4
uc057rdj.1	chr10	+	135483	252470	180012	252470	13	135483,179993,209888,236837,237584,239437,240055,242020,246765,247397,248335,248902,252347,	135559,180128,210048,236915,237677,239525,240111,242139,246973,247466,248608,249088,252470,	B0QZE2	ENST00000403354.5
uc057rdm.1	chr10	+	179989	252580	180012	252470	12	179989,209888,236837,239437,240055,240892,242020,246765,247397,248335,248902,252347,	180128,210048,236915,239525,240111,240970,242139,246973,247466,248608,249088,252580,	Q15326	ENST00000602682.5
uc009xhg.4	chr10	+	179993	253256	197940	252470	15	179993,197910,209888,221194,236837,237584,239437,240055,240892,242020,246765,247397,248335,248902,252347,	180128,198005,210048,221356,236915,237677,239525,240111,240970,242139,246973,247466,248608,249088,253256,	J3QKD2	ENST00000381584.5
