name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc064jvq.1	chr8	+	72616	79244	72616	72616	2	72616,78904,	72701,79244,		ENST00000518652.1
uc064jvp.1	chr8	+	72600	79775	72600	72600	2	72600,78904,	72673,79775,		ENST00000522481.3
uc011kwf.3	chr8	-	166048	167043	166085	167024	1	166048,	167043,	O95013	ENST00000320901.3
uc064jvz.1	chr8	+	233118	233692	233118	233118	1	233118,	233692,		ENST00000609090.1
uc064jwa.1	chr8	-	234346	234887	234346	234346	1	234346,	234887,		ENST00000606572.1
uc064jwb.1	chr8	+	237044	237669	237044	237044	1	237044,	237669,		ENST00000610248.1
uc064jvy.1	chr8	+	232585	242900	232585	232585	3	232585,240823,242886,	233049,240907,242900,		ENST00000521238.2
uc064jvw.1	chr8	+	232441	243005	240895	243005	4	232441,240301,240823,242886,	232624,240496,240907,243005,	E5RIL8	ENST00000521270.5
uc064jvv.1	chr8	+	232421	243801	240895	243801	4	232421,240823,242886,243721,	232694,240907,243013,243801,	E5RJH7	ENST00000518414.5
uc064jwc.1	chr8	+	240634	244654	240634	240634	4	240634,242886,243721,244618,	240907,243013,243805,244654,		ENST00000523333.1
uc064jvx.1	chr8	+	232455	245159	242979	245159	6	232455,240823,242917,243721,244618,245153,	232624,240907,243013,243805,244701,245159,	V9GYI9	ENST00000518320.6
uc064jvu.1	chr8	+	232383	245248	240895	245248	6	232383,240823,242886,243721,244618,245153,	232624,240907,243013,243805,244701,245248,	V9GYV6	ENST00000522866.5
uc064jvr.1	chr8	+	232136	245287	240895	245287	6	232136,240823,242886,243721,244618,245153,	232267,240907,243013,243805,244701,245287,	E5RHT8	ENST00000521145.5
uc064jvs.1	chr8	+	232183	245436	232183	232183	4	232183,240823,242886,245153,	232415,240907,244701,245436,		ENST00000523418.5
uc064jvt.1	chr8	+	232237	245550	240895	243816	6	232237,240823,242886,243721,244618,245153,	232415,240907,243013,243858,244701,245550,	E5RIV8	ENST00000523162.5
uc033azn.1	chr8	+	232136	247340	240895	246362	6	232136,240823,242886,243721,244618,245153,	232267,240907,243013,243805,244701,247340,	Q8TC21	ENST00000320552.6
