#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
0	ENST00000433211.6	chr10	-	65912517	67696169	65920329	67647513	18	65912517,65966611,65988691,66069307,66103156,66280469,66379151,66520616,66621691,66766263,66775443,67180316,67219606,67521841,67539502,67606856,67647414,67695999,	65920617,65966746,65988797,66069489,66103249,66280621,66379352,66520773,66621784,66766416,66775524,67180520,67219870,67521961,67539669,67607049,67647518,67696169,	0	CTNNA3	cmpl	cmpl	0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-1,
1	ENST00000377921.7	chr10	-	16590610	16817383	16593393	16817081	8	16590610,16695022,16752538,16752917,16754870,16764389,16782033,16816972,	16593496,16695155,16752653,16753000,16754989,16764510,16782084,16817383,	0	RSU1	cmpl	cmpl	2,1,0,1,2,1,1,0,
1	ENST00000345264.9	chr10	-	16590610	16817528	16593393	16817081	9	16590610,16695022,16752538,16752917,16754870,16764389,16782033,16816972,16817314,	16593496,16695155,16752653,16753000,16754989,16764510,16782084,16817084,16817528,	0	RSU1	cmpl	cmpl	2,1,0,1,2,1,1,0,-1,
1	ENST00000602389.1	chr10	-	16590619	16817454	16593393	16782034	8	16590619,16695022,16752538,16752917,16754870,16764389,16782033,16817314,	16593496,16695155,16752653,16753000,16754989,16764510,16782084,16817454,	0	RSU1	cmpl	cmpl	2,1,0,1,2,1,0,-1,
1	ENST00000449643.1	chr10	-	25158071	25176276	25158071	25158071	2	25158071,25175675,	25159903,25176276,	0	GPR158-AS1	none	none	-1,-1,
1	ENST00000429490.5	chr10	-	50305585	50623977	50311378	50344114	10	50305585,50307981,50311261,50343491,50433475,50460672,50466889,50519830,50590152,50623706,	50307321,50308148,50311415,50344345,50433556,50460814,50466932,50519921,50590247,50623977,	0	SGMS1	cmpl	cmpl	-1,-1,2,0,-1,-1,-1,-1,-1,-1,
1	ENST00000361781.6	chr10	-	50305599	50623983	50307141	50344114	11	50305599,50307981,50311261,50327204,50343491,50433475,50460672,50466889,50519830,50590152,50623706,	50307321,50308148,50311415,50327322,50344345,50433556,50460814,50466932,50519921,50590247,50623983,	0	SGMS1	cmpl	cmpl	0,1,0,2,0,-1,-1,-1,-1,-1,-1,
1	ENST00000361543.3	chr10	-	50327277	50344246	50341331	50344114	4	50327277,50340386,50341216,50343491,	50327322,50340464,50341434,50344246,	0	SGMS1	cmpl	cmpl	-1,-1,2,0,
1	ENST00000373886.7	chr10	+	58513139	58831437	58513143	58828891	21	58513139,58620854,58702073,58785000,58786922,58788369,58789261,58789681,58793483,58796339,58798398,58799055,58800193,58800889,58803076,58806583,58807003,58813829,58817561,58820368,58828760,	58513333,58620901,58702143,58785080,58787081,58788423,58789456,58789933,58793615,58796526,58798560,58799252,58800326,58801046,58803242,58806623,58807158,58813986,58817722,58820468,58831437,	0	BICC1	cmpl	cmpl	0,1,0,1,0,0,0,0,0,0,1,1,0,1,2,0,1,0,1,0,1,
2	ENST00000611255.4	chr10	+	75431452	76557375	75431724	76557288	7	75431452,75438393,76036007,76047163,76058665,76324400,76557208,	75431754,75438494,76036134,76047303,76058783,76324485,76557375,	0	C10orf11	cmpl	cmpl	0,0,2,0,2,0,1,
2	ENST00000265997.4	chr10	-	92049630	92291087	92052211	92240350	10	92049630,92081319,92091829,92111075,92143028,92144944,92180962,92192476,92239345,92290925,	92052439,92081501,92091944,92111194,92143118,92145085,92181019,92192636,92240361,92291087,	0	CPEB3	cmpl	cmpl	0,1,0,1,1,1,1,0,0,-1,
2	ENST00000549104.1	chr10	+	117425193	117490419	117425193	117425193	3	117425193,117436215,117490161,	117425352,117436324,117490419,	0	CTA-109P11.4	none	none	-1,-1,-1,
