name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc032szy.1	chr4	+	53284	88211	53488	87451	4	53284,59429,60057,85730,	53491,59556,60153,88211,	Q7Z3I0	ENST00000610261.5
uc032taa.2	chr4	+	53285	87523	86053	87451	2	53285,85730,	53491,87523,	A0A075B7G3	ENST00000608255.2
uc032szz.2	chr4	+	53294	87521	53488	87451	3	53294,59429,85730,	53491,59556,87521,	A0A075B7G4	ENST00000609518.5
uc062ucz.1	chr4	+	53303	68500	53488	67871	4	53303,59429,60057,67839,	53491,59556,60153,68500,	E9PN20	ENST00000509152.3
uc062uda.1	chr4	+	53328	60514	53328	53328	3	53328,59429,60057,	53491,59556,60514,		ENST00000502981.2
uc062udb.1	chr4	+	65124	65233	65124	65124	1	65124,	65233,		ENST00000384911.1
uc032tae.2	chr4	+	124479	163989	124670	162122	4	124479,130787,131409,160911,	124673,130914,131505,163989,	A8WFQ3	ENST00000510175.5
uc032tac.2	chr4	+	124537	162701	130880	162122	4	124537,130787,131409,160911,	125296,130914,131505,162701,	A0A075B7G5	ENST00000609714.1
uc062udc.1	chr4	+	136460	136568	136460	136460	1	136460,	136568,		ENST00000390127.1
uc062udd.1	chr4	+	149737	150317	149737	149737	1	149737,	150317,		ENST00000618815.1
uc062ude.1	chr4	+	224214	224323	224214	224214	1	224214,	224323,		ENST00000516807.1
uc011buu.2	chr4	-	270674	296155	271098	296155	3	270674,295437,296028,	272630,295533,296155,	A0A087WTY0	ENST00000619749.1
uc062udf.1	chr4	-	270674	305321	271098	305310	4	270674,295437,296028,305307,	272630,295533,296155,305321,	B4DXR9	ENST00000419098.5
uc062udg.1	chr4	+	337813	373026	337813	337813	2	337813,372663,	337986,373026,		ENST00000366506.4
uc003gab.4	chr4	+	337819	383971	337983	383130	5	337819,343781,344334,372663,383094,	337986,343908,344430,373007,383971,	D6RIY0	ENST00000512994.5
uc062udh.1	chr4	+	337832	358550	337832	337832	4	337832,343781,344334,358207,	337986,343908,344430,358550,		ENST00000503699.1
uc062udi.1	chr4	+	337833	384864	337983	383210	4	337833,343781,344334,383094,	337986,343908,344430,384864,	D6RB60	ENST00000505939.5
uc003gaa.3	chr4	+	337834	375258	337983	373862	4	337834,343781,344334,372663,	337986,343908,344430,375258,	Q15928	ENST00000240499.7
uc032tah.1	chr4	+	350156	350252	350156	350156	1	350156,	350252,		ENST00000384910.1
uc062udj.1	chr4	+	378038	383268	378038	378038	2	378038,382620,	378204,383268,		ENST00000579770.1
uc062udk.1	chr4	+	386173	454070	386173	386173	2	386173,453455,	386311,454070,		ENST00000631198.1
uc062udl.1	chr4	+	409808	409915	409808	409808	1	409808,	409915,		ENST00000390148.1
uc062udm.1	chr4	-	416117	416537	416117	416117	1	416117,	416537,		ENST00000609771.1
uc062udn.1	chr4	-	425814	474051	437455	473983	5	425814,435769,437445,472574,473980,	427119,435879,437511,472701,474051,	E5RGH0	ENST00000515578.5
uc011buv.3	chr4	-	426788	474142	435815	473983	7	426788,435769,437445,438583,444342,472574,473980,	427119,435879,437511,438632,444432,472701,474142,	B4E159	ENST00000506646.5
