name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc063lio.1	chr6	-	131909	144885	131909	131909	3	131909,140210,144535,	132117,140379,144885,		ENST00000436899.5
uc063lip.1	chr6	-	131909	144885	131909	131909	4	131909,132058,140210,144535,	132054,132117,140379,144885,		ENST00000618222.1
uc063liq.1	chr6	-	181465	205484	181465	181465	8	181465,182365,184592,186355,187735,189475,198164,204886,	181695,182474,184809,186561,187906,189649,198509,205484,		ENST00000580119.1
uc063lir.1	chr6	+	203312	206392	203312	203312	2	203312,205486,	204413,206392,		ENST00000381078.1
uc063lis.1	chr6	+	291629	348194	311953	348194	6	291629,304627,311879,335113,345853,348102,	291700,304661,311962,335163,345928,348194,	S4R3A4	ENST00000603296.5
uc003msx.5	chr6	+	292096	351355	292539	350868	8	292096,304627,311879,335113,345853,348102,348768,350821,	292560,304661,311962,335163,345928,348274,348841,351355,	Q9NRW4	ENST00000344450.9
uc032wip.2	chr6	+	292273	348954	348148	348951	6	292273,304627,335113,345853,348102,348768,	292560,304661,335163,345928,348274,348954,	S4R3M1	ENST00000603453.5
uc032wir.2	chr6	+	292274	349102	348148	348951	4	292274,345853,348102,348768,	292560,345928,348274,349102,	S4R3M1	ENST00000605315.5
uc063lit.1	chr6	+	292383	348232	348176	348232	4	292383,311879,345853,348102,	292560,311962,345928,348232,	S4R3K1	ENST00000603881.5
uc063liu.1	chr6	+	292461	349471	292539	345880	6	292461,304627,311879,345853,348102,348768,	292560,304661,311962,345928,348274,349471,	S4R459	ENST00000603795.5
uc003msy.3	chr6	+	292461	351353	292539	348951	7	292461,304627,311879,335113,345853,348102,348768,	292560,304661,311962,335163,345928,348274,351353,	Q9NRW4	ENST00000419235.6
uc063liv.1	chr6	+	292476	349057	348148	348289	5	292476,304627,311879,345853,348102,	292560,304661,311962,345928,349057,	S4R378	ENST00000605035.5
uc063liw.1	chr6	+	292478	348496	348148	348289	3	292478,345853,348102,	292560,345928,348496,	S4R378	ENST00000605863.5
uc063lix.1	chr6	+	292519	348269	292519	292519	5	292519,304627,311879,345853,348102,	292560,304661,311914,345928,348269,		ENST00000603005.5
uc063liy.1	chr6	+	292539	350950	292539	345880	7	292539,304627,311879,345853,348102,348768,350821,	292560,304661,311962,345928,348274,348841,350950,	S4R459	ENST00000603726.5
uc063liz.1	chr6	+	319925	345912	319925	319925	3	319925,335113,345853,	320364,335163,345912,		ENST00000603290.1
uc063lja.1	chr6	+	319951	348161	319951	319951	3	319951,345853,348102,	320364,345928,348161,		ENST00000605391.5
uc063ljb.1	chr6	+	325166	351353	348148	348951	4	325166,345853,348102,348768,	326158,345928,348274,351353,	S4R3M1	ENST00000604971.5
uc063ljc.1	chr6	+	337038	348908	337038	337038	4	337038,345853,348102,348768,	337187,345928,348274,348908,		ENST00000604914.5
uc063ljd.1	chr6	+	338005	350928	338005	338005	5	338005,345853,348102,348768,350821,	338081,345928,348274,348841,350928,		ENST00000604988.1
uc003msz.5	chr6	+	391738	411447	393152	407598	9	391738,393097,394820,395846,397107,398827,401423,405017,407454,	391809,393368,395007,395935,397252,398935,401777,405130,411447,	Q15306	ENST00000380956.8
uc063lje.1	chr6	+	391751	396074	391751	391751	3	391751,394820,395846,	391809,395007,396074,		ENST00000468485.5
uc063ljf.1	chr6	+	391767	397546	391767	391767	4	391767,394820,395846,397107,	391809,395007,395935,397546,		ENST00000495137.5
uc063ljg.1	chr6	+	391767	407618	393152	406786	10	391767,393097,394820,395846,397107,398827,401423,405017,406765,407454,	391809,393368,395007,395935,397252,398935,401777,405130,406899,407618,	F2Z3D5	ENST00000493114.1
uc063ljh.1	chr6	+	393278	395915	393278	393278	3	393278,394820,395846,	393368,395007,395915,		ENST00000469834.1
uc003mtd.5	chr6	-	485132	693111	486670	637818	28	485132,488978,491124,497366,499644,532468,549174,553853,555226,555953,556483,562783,564032,564544,564863,572519,576756,592468,598020,598859,599079,610097,617710,619429,629834,632940,637700,693018,	486764,489038,491186,497489,499700,532610,549291,553920,555288,556013,556564,562845,564154,564702,564929,572644,576882,592587,598123,598941,599225,610178,617835,619543,629961,633117,637861,693111,	Q96KP1	ENST00000230449.8
uc063lji.1	chr6	+	524170	525581	524170	524170	2	524170,524872,	524312,525581,		ENST00000430842.1
uc063ljj.1	chr6	-	629834	693111	629834	637818	6	629834,632940,637700,657162,689138,693018,	629961,633117,637861,657250,689212,693111,	Q2MDF5	ENST00000443083.5
uc003mtg.4	chr6	-	655938	656963	656107	656944	1	655938,	656963,	Q8NHY5	ENST00000380907.2
uc063ljk.1	chr6	-	679142	693108	679142	679142	3	679142,689138,693018,	679514,689212,693108,		ENST00000475028.2
uc003mth.2	chr6	-	708591	711405	708591	708591	1	708591,	711405,		ENST00000606285.1
uc063ljl.1	chr6	+	711532	750729	711532	711532	4	711532,713713,747942,750658,	711600,713888,748051,750729,		ENST00000607644.1
uc063ljm.1	chr6	+	761674	780648	761674	761674	3	761674,778759,779926,	762881,778885,780648,		ENST00000607084.1
uc003mti.2	chr6	-	774746	780214	774746	774746	2	774746,780001,	776969,780214,		ENST00000606622.1
uc063ljn.1	chr6	-	905444	909006	905444	905444	2	905444,908974,	907377,909006,		ENST00000620188.1
uc063ljo.1	chr6	-	958323	962272	958323	958323	2	958323,962135,	958590,962272,		ENST00000612554.1
uc063ljp.1	chr6	-	1026493	1027225	1026493	1026493	1	1026493,	1027225,		ENST00000603854.1
uc003mtk.1	chr6	+	1079928	1104946	1079928	1079928	3	1079928,1101068,1101805,	1079994,1101296,1104946,		ENST00000314040.1
uc003mtl.5	chr6	+	1312472	1314187	1312704	1313916	1	1312472,	1314187,	Q9C009	ENST00000296839.3
uc063ljq.1	chr6	-	1321697	1324022	1321697	1321697	2	1321697,1323898,	1321986,1324022,		ENST00000627866.1
uc063ljr.1	chr6	-	1383789	1385066	1383789	1383789	1	1383789,	1385066,		ENST00000568244.1
uc003mtm.3	chr6	+	1389833	1395597	1389947	1394859	2	1389833,1394695,	1391118,1395597,	Q12947	ENST00000259806.1
uc032wiw.1	chr6	-	1390313	1390411	1390313	1390313	1	1390313,	1390411,		ENST00000611664.1
uc063ljs.1	chr6	+	1507321	1507598	1507321	1507321	1	1507321,	1507598,		ENST00000466002.3
uc063ljt.1	chr6	-	1528363	1528911	1528363	1528363	1	1528363,	1528911,		ENST00000607350.1
uc063lju.1	chr6	+	1605530	1606079	1605530	1605530	2	1605530,1606015,	1605799,1606079,		ENST00000628509.1
uc003mtp.4	chr6	+	1609971	1613897	1610445	1612107	1	1609971,	1613897,	W6CJ52	ENST00000380874.3
uc063ljv.1	chr6	-	1623805	1624740	1623805	1623805	3	1623805,1624471,1624644,	1624231,1624540,1624740,		ENST00000476972.6
uc063ljw.1	chr6	-	1623805	1625501	1623805	1623805	3	1623805,1624471,1625096,	1624231,1624540,1625501,		ENST00000467288.6
uc063ljx.1	chr6	-	1623805	1626188	1623805	1623805	3	1623805,1624471,1626116,	1624231,1624540,1626188,		ENST00000486793.5
uc021ykn.2	chr6	-	1623805	2175991	1624168	2175943	11	1623805,1624471,1726415,1742467,1930102,1959866,1960773,2115770,2117468,2124686,2175931,	1624231,1624540,1726512,1742586,1930230,1959971,1960966,2115880,2117556,2124731,2175991,	O60547	ENST00000530927.5
